record_id,title,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_13735,ChatGPT Acceptance Among Students: An Information System View,2025,WoS; Scopus,include,uncertain,0.93,0.0,,,"This is a quantitative primary survey study (PLS-SEM, n=466) on higher-education students with ChatGPT as the focal AI technology. It directly models acceptance/use-related constructs and reports path effects, making effect-size extraction likely feasible.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07858,The affordances of AI-enabled automatic scoring applications on learners’ continuous learning intention: An empirical study in China,2020,PsycINFO,include,uncertain,0.94,0.0,,,"This is an empirical quantitative survey study (n=260) of language learners using AI-enabled automatic scoring tools in an educational context. It directly measures continuous learning intention and tests a structural model, making effect-size/path estimates likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14875,The adoption of artificial intelligence applications in education,2023,Scopus,include,include,0.92,1.0,,,"This is a 2023 English-language, survey-based quantitative study (n=387 university students in the UAE) focused on AI application adoption in an educational context. The model/hypothesis validation language and comparative findings strongly suggest standardized path/beta outputs typical of peer-reviewed adoption studies.","This study is an empirical quantitative survey (n=387) on the adoption of AI applications in an educational setting (university students) and was published in 2023, making it highly relevant.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07859,Participant or spectator? Comprehending the willingness of faculty to use intelligent tutoring systems in the artificial intelligence era,2020,WoS,include,uncertain,0.84,0.0,,,"The abstract describes a quantitative cross-sectional questionnaire analyzed with SEM on faculty willingness to use intelligent tutoring systems, making AI focal in an educational adoption context. Standardized path/effect data are likely available from SEM; sample size is not reported in the abstract and should be verified in full text.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12724,Integrating AI in Sustainable Writing: An Empirical Investigation of the Technology Acceptance Model in Asian Social Sciences,2024,Scopus,include,include,0.91,0.9,,,"The abstract describes a quantitative empirical TAM survey of 385 university students on AI writing tool acceptance, attitudes, and intention to use in an educational context. Given the TAM framing and reported variable relationships, standardized path/beta-type effect sizes are likely available.","This empirical study uses a survey methodology with 385 university students to examine AI writing tool acceptance via TAM, published in 2024. Effect size data is highly likely given the TAM framework and quantitative nature.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07860,Humanoid robots in higher education: Evaluating the acceptance of Pepper in the context of an academic writing course using the UTAUT,2020,WoS; Scopus; PsycINFO,include,include,0.94,0.95,,,This is an empirical quantitative study in higher education (n=462) using UTAUT and PLS-SEM to model students’ behavioral intention to use a humanoid AI robot (Pepper). The abstract indicates adoption/acceptance outcomes and path-based effect estimates are available or very likely reported in the full paper.,"This empirical quantitative study uses PLS-SEM to evaluate the acceptance of a humanoid robot (AI technology) in a higher education academic writing course, with a sample size of 462, published in 2020. Effect size data is likely available through PLS-SEM.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14877,Adopting ChatGPT: Pioneering a new era in learning platforms,2024,Scopus,include,uncertain,0.94,0.0,,,"This is an empirical quantitative study (survey, n=289) of university students that explicitly examines ChatGPT adoption intentions in an educational context using PLS-SEM. Given the SEM approach and Scopus-indexed 2024 publication, effect-size/path coefficients are likely available and it fits the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10006,"Analysis of college students' attitudes toward the use of ChatGPT in their academic activities: effect of intent to use, verification of information and responsible use",2024,WoS; Scopus; PsycINFO,include,uncertain,0.97,0.0,,,"The abstract describes a quantitative, nonexperimental survey of college students (n=499) focused specifically on ChatGPT in higher education, with adoption-related constructs (acceptance, intention to use, responsible use, attitudes). It reports standardized beta coefficients for multiple predictors, indicating usable effect-size data within the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14878,Antecedents of adoption and usage of ChatGPT among Jordanian university students: Empirical study,2024,Scopus,include,uncertain,0.96,0.0,,,"This is an empirical quantitative SEM study (AMOS) with primary survey data from 880 university students, focused specifically on ChatGPT adoption/use in an educational context. The abstract indicates model relationships and mediation effects, making standardized path/effect-size data likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07863,Are pre-service teachers disinclined to utilise embodied humanoid social robots in the classroom?,2021,WoS; PsycINFO,include,include,0.93,1.0,,,"This is an empirical quantitative survey study (n=121) of pre-service teachers in an educational context, with AI social robots as the focal technology. It measures acceptance/intention-to-use-related constructs (UTAUT-based factors), and the abstract indicates relationships among variables, making effect-size data likely available.","The study is a quantitative empirical survey (n=121) from 2021, focusing on pre-service teachers' acceptance of social robots in an educational context, with factors that suggest potential for effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14879,"Artificial intelligence in Jordanian education: Assessing acceptance via perceived cybersecurity, novelty value, and perceived trust",2024,Scopus,include,uncertain,0.97,0.0,,,"This is a quantitative SEM study with primary data from 526 university students in Jordan, focused specifically on AI acceptance in education. It measures adoption-related outcomes (willingness to accept AI) and likely reports standardized path coefficients, with publication year 2024 within the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13749,Examining Students' Acceptance and Use of ChatGPT in Saudi Arabian Higher Education,2024,WoS; Scopus,include,include,0.97,0.95,,,"This is a quantitative primary survey study (n=520) in a higher-education student population focused specifically on ChatGPT/AI, with acceptance and use outcomes (behavioral intention and actual use). SEM-based direct/mediated effects are reported, indicating standardized path/effect-size data are available or highly likely in the full paper.","This quantitative empirical study focuses on students' acceptance and use of ChatGPT, an AI technology, within a higher education setting. It reports results from structural equation modeling, has an adequate sample size (n=520), and was published in 2024, fitting all inclusion criteria.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06516,Physics instructors' acceptance and implementation of generative AI,2025,WoS; Scopus,include,uncertain,0.97,0.0,,,"This is an empirical mixed-method study with primary survey data (n=320) on physics instructors, where GenAI is the focal technology and adoption/acceptance stages are explicitly measured. The abstract reports SEM results with path/effect-size indicators (e.g., beta values), and the study is in English within the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06527,Perception of AI tool adoption and training: initial validation using GSEM method,2024,WoS; Scopus,include,include,0.9,1.0,,,This is an empirical quantitative study in higher education (n=238) focused specifically on AI tool adoption/training perceptions among university students. The use of GSEM and reported significant construct relationships indicates likely availability of path/effect-size information suitable for meta-analytic coding.,"The study is an empirical quantitative study (N=238) published in 2024, focusing on AI tool adoption and training among university students, using GSEM which suggests available effect sizes.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10018,What is the influence of psychosocial factors on artificial intelligence appropriation in college students?,2025,WoS; Scopus; PsycINFO,include,uncertain,0.97,0.0,,,"This is a quantitative primary-data study (survey, n=482) of Peruvian university students, with AI as the focal technology and AI adoption/appropriation as the outcome. It reports standardized path coefficients (beta values) from PLS-SEM, is in English, and the 2025 publication year is within the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10029,Exploring the factors influencing the adoption of artificial intelligence technology by university teachers: the mediating role of confidence and AI readiness,2025,WoS; Scopus; PsycINFO,include,include,0.97,0.8,,,"This is an empirical quantitative survey study (n=504 university teachers) focused on AI technology adoption intention in an educational population, with statistical effect estimates reported (correlations and beta for chain mediation). The publication year (2025) is within the target window, and indexing in WoS/Scopus/PsycINFO makes peer-reviewed status likely.","The study title indicates an empirical focus on AI adoption by university teachers in education, aligning well with criteria for AI, education, participants, and adoption constructs. Publication details and explicit effect sizes are not provided in the title but are typically found in the abstract or full text.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14882,The adoption of ChatGPT marks the beginning of a new era in educational platforms,2024,Scopus,include,uncertain,0.89,0.0,,,"The abstract describes a quantitative SEM study of 241 graduate students focused on ChatGPT adoption intentions in an educational context, meeting core inclusion criteria. SEM-based impact findings imply standardized path/effect estimates are available or very likely reported.","gemini-flash empty response: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your qu",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06532,Discovering students' continuous intentions to use ChatGPT in higher education: a tale of two theories,2024,WoS; Scopus,include,include,0.97,1.0,,,"The abstract describes a quantitative empirical study using primary questionnaire data from 388 university students and analyzes continuous intention to use ChatGPT with PLS-SEM. AI (ChatGPT) is the focal technology in a higher-education context, and SEM studies typically report standardized path coefficients suitable for meta-analytic effect-size extraction.","This empirical quantitative study in higher education investigates university students' continuous intentions to use ChatGPT using PLS-SEM, published in 2024 with an adequate sample size (n=388), making it suitable for inclusion.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07876,Investigation of the moderation effect of gender and study level on the acceptance and use of generative AI by higher education students: Comparative evidence from Poland and Egypt,2024,WoS; Scopus; PsycINFO,include,include,0.94,0.9,,,"The abstract describes a primary-data, quantitative SEM study of ChatGPT acceptance/use among higher education students, with UTAUT constructs predicting intention and actual use. Given multi-university sampling across two countries and SEM analysis, adequate sample size and standardized path coefficients are very likely available.","The study title indicates an empirical quantitative study focusing on generative AI in higher education, measuring adoption/acceptance constructs among students, which aligns with the inclusion criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13753,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The Perception of Students Towards Accepting and Using Microsoft Copilot,2025,WoS; Scopus,include,uncertain,0.97,0.0,,,"The abstract reports a quantitative, primary-data study (online survey, n=760) of students in higher education focused on Microsoft Copilot (AI), with adoption constructs (acceptance, behavioral intention, actual use) analyzed via PLS-SEM path relationships. It is in English, within 2015-2025 (2025), and indexed in WoS/Scopus, making peer-reviewed status likely.","gemini-flash empty response: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your qu",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_04700,Use of ai-based mental health tools and psychological well-being among Chinese university students: a parallel mediation model of emotional self-efficacy and perceived autonomy,2025,WoS; Scopus,include,include,0.86,1.0,,,"This is an empirical quantitative study (cross-sectional survey, SEM) with a large university-student sample (n=3,859) and AI tool use as a focal construct. It reports standardized path coefficients/betas and mediation effects, meeting effect-size availability needs within the 2015-2025 window.","This study is an empirical quantitative study using SEM, focuses on AI-based mental health tools, involves university students, measures tool use, and reports beta coefficients for a large sample size (N=3859) within the specified publication window.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14884,Factors affecting ChatGPT use in education employing TAM: A Jordanian universities’ perspective,2024,Scopus,include,include,0.94,0.9,,,"This is a quantitative primary study (survey, n=523) in a university education context focused specifically on ChatGPT adoption using TAM constructs. Use of PLS-SEM and reported hypothesized relationships indicates standardized path/effect-size data are likely available.","The study focuses on ChatGPT (AI tool) in education, employs TAM (adoption/acceptance constructs), and is conducted in universities, aligning with most inclusion criteria. Specific publication details and methodology are not available in the provided text, hence confidence is not 1.0.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09832,Applying the technology acceptance model to examine factors influencing chatbot use in HPV prevention education among nursing students,2025,WoS; Scopus,uncertain,include,0.0,0.9,,,codex timed out after 300s,"The study applies the Technology Acceptance Model to analyze chatbot use in HPV prevention education among nursing students, aligning with AI adoption, educational context, and relevant constructs.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05489,A study on behavioral intentions of artificial intelligence learning platform: Comparing the perspectives of teachers and students,2025,PsycINFO,include,include,0.95,1.0,,,"This is an empirical quantitative study in an educational population (teachers and students) focused on AI learning platform adoption, with behavioral intention modeled using SEM. The sample size is large (n=646 total), publication year is 2025, and SEM studies typically report standardized path coefficients suitable for meta-analytic effect extraction.","This is an empirical quantitative study using SEM to assess behavioral intentions toward an AI Learning Platform in an educational context with teachers and students. It is within the publication window, has an adequate sample size, and likely provides effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06878,Can understanding self-congruency help educators in deterring students from using ChatGPT?,2025,WoS; Scopus,include,uncertain,0.96,0.5,,,"This is a quantitative primary-data study (survey, n=250) in a university student population, with ChatGPT as the focal AI technology and behavioral intention/attitude outcomes modeled via PLS-SEM. Given SEM reporting conventions, standardized path coefficients are likely available, and the 2025 WoS/Scopus-indexed publication is within the target window.","The study's title indicates a focus on AI (ChatGPT) in education with relevant participants (students, educators) and a construct related to adoption (deterrence). However, the abstract is missing, preventing assessment of methodology (quantitative, effect sizes) and publication details (year, language).",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06897,Exploring the effectiveness of AI-generated learning materials in facilitating active learning strategies and knowledge retention in higher education,2025,WoS; Scopus,include,include,0.91,0.95,,,"The abstract describes a primary quantitative study in higher education (n=218) focused on AI-generated learning materials, with regression/correlation/chi-square analyses. It explicitly discusses acceptance/regular use and adoption barriers, making it suitable for AI adoption meta-analysis within the 2015-2025 window.","The study is an empirical quantitative work with primary data from 2025, focusing on AI-generated learning materials and AI acceptance in higher education with an adequate sample size (n=218), and uses statistical methods (regression, correlation) implying effect size data. It's from a peer-reviewed source.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05491,"Predictors of higher education students' behavioural intention and usage of ChatGPT: the moderating roles of age, gender and experience",2025,WoS; Scopus; PsycINFO,include,include,0.97,0.9,,,"This is a quantitative, primary-data survey study in higher education students (n=486) focused specifically on ChatGPT adoption/use using UTAUT2. It models behavioral intention and actual use with PLS-SEM (implying path coefficients/effect sizes) and is within the 2015–2025 window.","The study is empirical, focuses on ChatGPT in higher education, measures adoption constructs (behavioral intention, usage), and involves students as participants. The title implies quantitative analysis likely yielding effect sizes.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05492,"Understanding teachers’ willingness to use artificial intelligence-based teaching analysis system: Extending TAM model with teaching efficacy, goal orientation, anxiety, and trust",2025,PsycINFO,include,include,0.95,0.9,,,"This is a quantitative survey study (n=330 teachers) focused on an AI-based teaching analysis system in an educational population, and it directly measures willingness to use/acceptance constructs via an extended TAM. The abstract reports predictive relationships among constructs, indicating likely standardized path/beta effect sizes suitable for meta-analysis.","This empirical quantitative study from 2025 investigates teachers' willingness to use AI-based teaching analysis systems in an educational setting, with an adequate sample size and reported relationships implying effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06907,The relationship between artificial intelligence usage and academic performance of students at a Malaysian public university,2025,WoS; Scopus,include,uncertain,0.96,0.0,,,"This is a primary quantitative survey study in higher education (n=377) focused on AI tool use and TAM-based adoption constructs (perceived usefulness, ease of use, attitude, behavioral intention). It reports Pearson correlations and is within the 2015-2025 window, with indexing in WoS/Scopus indicating likely peer-reviewed status.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_08184,Machine translation in language acquisition: A study on EFL students' perceptions and practices in Saudi Arabia and South Korea,2023,WoS; Scopus; PsycINFO,include,uncertain,0.95,0.0,,,"This is an empirical quantitative study in an educational population (university EFL students; n=470) focused on AI-based machine translation tool use/acceptance. It reports analyzable effect-size information (correlations, SEM, standardized path coefficients) and is within the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05493,Exploring the attitude and use of GenAI-image among art and design college students based on TAM and SDT,2025,WoS; Scopus; PsycINFO,include,uncertain,0.95,0.0,,,"This is a quantitative primary study (questionnaire, n=308) in an educational population (art and design college students) with AI-specific technology (GenAI-image/Midjourney) as the focal construct. It explicitly models acceptance/use via TAM+SDT using SEM, which typically reports standardized path coefficients suitable for meta-analytic effect sizes.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05494,Multidimensional analysis of art education teachers' attitudes and self-efficacy toward artificial intelligence: exploring relationships and strategies for enhancement,2025,WoS; Scopus; PsycINFO,include,include,0.91,1.0,,,"This is an empirical quantitative survey study of university art education teachers (n=384) focused specifically on AI attitudes and AI-related self-efficacy in classroom application. The abstract reports a significant correlation between key constructs, indicating likely usable effect-size data within the 2015-2025 window.","The study is a quantitative empirical study (n=384) on art education teachers' attitudes and self-efficacy towards AI in an educational context, with correlations reported, published in 2025 and indexed in academic databases.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_11946,Acceptance of AI-Powered Chatbots Among Physiotherapy Students: International Cross-Sectional Study,2025,WoS; Scopus,include,uncertain,0.97,0.0,,,"This is an empirical quantitative cross-sectional survey of physiotherapy students (n=1066) in an educational context, with AI-powered chatbots as the focal technology and TAM-based acceptance/intention/use outcomes. It reports usable effect-size information (e.g., standardized beta and correlation), is in English, and falls within 2015-2025.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14042,AI-Based Chatbots Adoption Model for Higher-Education Institutions: A Hybrid PLS-SEM-Neural Network Modelling Approach,2022,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is a quantitative primary-data survey study (n=302 postgraduate HEI students) on AI-based chatbot adoption in higher education, with behavioral intention and related adoption constructs explicitly modeled. The PLS-SEM approach indicates standardized path/beta estimates are likely reported, and the 2022 WoS/Scopus-indexed publication fits the target window and likely peer-reviewed venue.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06930,AI-powered VR/AR/metaverse integration for sustainable higher education (SDG4): a mixed-methods study of faculty and student perspectives in Vietnam,2025,WoS; Scopus,include,uncertain,0.96,0.0,,,"This mixed-methods study includes a large quantitative survey (649 faculty, 779 students) in higher education and explicitly models AI-powered VR/AR/metaverse acceptance/adoption outcomes (behavioral intention and usage) using TAM/UTAUT2 with SEM. The 2025 English-language record indexed in WoS/Scopus strongly suggests a peer-reviewed outlet and likely reports standardized path/effect-size information.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_08196,Factors Influencing University Students' Behavioural Intention to Use Generative Artificial Intelligence for Educational Purposes Based on a Revised UTAUT2 Model,2024,WoS; Scopus,include,uncertain,0.97,0.0,,,"This is a quantitative empirical study (PLS-SEM) with primary data from 380 university students, focused specifically on generative AI adoption in higher education. It measures behavioral intention and reports structural relationships/path effects, making effect sizes likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_04748,Factors influencing the acceptance and use of ChatGPT among English as a foreign language learners in Saudi Arabia,2025,WoS; Scopus,include,uncertain,0.94,0.0,,,"This is an empirical quantitative TAM study of ChatGPT adoption/use among post-secondary EFL learners (n=184) in Saudi Arabia, with clear acceptance/intention/use outcomes in an educational context. The abstract reports significant relationships among TAM constructs, making standardized path/beta effect sizes likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05497,Examining the influence of individual-level cultural values on CFL learners’ acceptance of ChatGPT for Chinese learning,2025,PsycINFO,include,uncertain,0.93,0.0,,,"This is an empirical mixed-method study with a clear quantitative component (n=132) in an educational population (CFL learners), focused on ChatGPT acceptance using TAM constructs. PLS-SEM was used, so standardized path coefficients are very likely available for meta-analytic effect-size extraction.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_04751,"Artificial intelligence, social influence, and AI anxiety: analyzing the intentions of science doctoral students to use ChatGPT with PLS-SEM",2025,WoS; Scopus,include,include,0.97,0.95,,,"This is an empirical quantitative study using primary survey data from 361 PhD students in higher education, with ChatGPT/AI as the focal technology and behavioral intention to use as the main outcome. Use of PLS-SEM strongly indicates standardized path coefficients/effect-size data are reported, and the 2025 publication year is within scope.","The study is an empirical quantitative analysis from 2025 focusing on PhD students' intention to use ChatGPT in higher education with a sample size of 361, using PLS-SEM for analysis.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_08198,College Students' Behavioural Intentions of AI-Assisted Language Learning: Based on the Technology Acceptance Model,2025,WoS; Scopus,include,include,0.95,1.0,,,"This is an empirical quantitative SEM study using primary questionnaire data from 425 college students in an educational setting, with AI-assisted language learning as the focal technology and behavioral intention as the adoption outcome. Given the SEM design and reported direct/mediated effects, standardized path coefficients are very likely available, and the 2025 publication year is within scope.","The study is a quantitative SEM analysis of college students' behavioral intentions towards AI-assisted language learning, with a sample size of 425, published in 2025 in a peer-reviewed source, meeting all inclusion criteria.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14052,"Determinants of Intentions to Use Digital Mental Healthcare Content among University Students, Faculty, and Staff: Motivation, Perceived Usefulness, Perceived Ease of Use, and Parasocial Interaction with AI Chatbot",2023,WoS; Scopus,include,include,0.78,0.95,,,"This is a quantitative survey study (n=278) in a university population (students and faculty/staff) examining intention to use an AI chatbot-based digital mental healthcare service via TAM-related constructs. The abstract reports significant predictor relationships consistent with regression/SEM path outputs, making effect-size data likely available.","This empirical quantitative study examines university students, faculty, and staff's intentions to use AI chatbots for mental healthcare content, featuring a sufficient sample size (n=278), published in 2023, and likely contains reportable effect sizes through TAM analysis.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_04752,Bridging AI literacy and UTAUT constructs: structural equation modeling of AI adoption among Chinese university students,2025,WoS; Scopus,include,include,0.98,1.0,,,"This is an empirical quantitative study in a university student population (n=359) focused on AI adoption intention, analyzed with PLS-SEM under UTAUT constructs. The SEM framework strongly implies standardized path coefficients/effect sizes are available, and the 2025 WoS/Scopus-indexed publication fits the target window and likely peer-reviewed venue.","The study is a quantitative empirical work using PLS-SEM on AI adoption intentions among university students (n=359), published in 2025, with clear AI focus and educational context.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06994,Students' adoption of AI-based teacher-bots (T-bots) for learning in higher education,2024,WoS; Scopus; PsycINFO,include,uncertain,0.97,0.0,,,"This study is a 2024 empirical quantitative investigation in higher education with AI-based teacher-bots as the focal technology, and it directly measures adoption intention and actual use. The large student sample (n=1,380) and PLS-SEM design indicate standardized path/beta estimates are available, fitting meta-analytic extraction needs.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05498,"Towards a model for primary students’ behavioral intention to learn AI: Programming ability, AI literacy and ethics as three fundamental pillars",2025,PsycINFO,include,include,0.95,0.95,,,"This is a quantitative primary-data study of 439 primary school students examining behavioral intention to learn AI, with AI literacy/ethics/programming ability as focal predictors in an educational setting. The mediation/path-style results imply standardized coefficients are likely available, and the 2025 English journal abstract falls within the target publication window.","The study is a quantitative empirical study with primary data from 439 primary school students, focusing on AI learning intention and reporting relationships between variables suggesting effect size data. It is in English, published in 2025, and from a peer-reviewed source.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_04767,Impact of AI chatbots on EFL learners' technology adoption,2024,WoS; Scopus; PsycINFO,include,uncertain,0.96,0.0,,,"This is a quantitative survey study (n=362) in an educational population (EFL undergraduates) focused specifically on AI chatbot adoption, with behavioral intention and actual use modeled via PLS-SEM. Given the UTAUT2/SEM design and indexed sources, standardized path coefficients are likely available and it is likely a peer-reviewed publication within 2015-2025.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07025,AI-powered learning application use and gratification: an integrative model,2022,WoS; Scopus; PsycINFO,include,uncertain,0.97,0.0,,,"This is a quantitative empirical survey study (n=478 students) in an educational context focused on an AI-powered learning app, with adoption-related outcomes (attitude and continuous intention to use). SEM analysis strongly suggests standardized path/effect-size data are available, and the 2022 publication year is within the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05503,Proposing a conceptual model for the adoption of artificial intelligence by teachers in STEM education,2025,PsycINFO,include,include,0.97,1.0,,,"The abstract describes a quantitative empirical study (SEM) with primary survey data from 582 science teachers, focused specifically on AI adoption in STEM education. It directly measures intention/adoption constructs and, given SEM model testing, standardized path coefficients are likely available in the full paper.","The study is an empirical quantitative study using SEM with primary data from 582 teachers in STEM education, focusing on AI adoption intentions, and falls within the publication window.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12010,Behavioral Intention to Use Artificial Intelligence (AI) Among Accounting Students: Evaluating the Effect of Job Relevance,2025,Scopus; WoS,include,include,0.93,1.0,,,"The abstract describes a quantitative, survey-based empirical study (n=136) of accounting students examining AI-focused behavioral intention using an extended TAM with mediation testing. It is in English, within 2025, education-specific, and the reported directional/mediation effects strongly suggest usable path/beta effect-size data in the full paper.","The study is a quantitative, empirical investigation of AI adoption intention among accounting students in an educational setting, with a sufficient sample size (n=136) and published in 2025, with likely effect size data from a TAM model.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
