study_id,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location,flag,notes
S006,PE,UB,0.469,1167.0,latest_human_R1_CORRELATIONS,Table 6,,
S006,SI,UB,0.334,1167.0,latest_human_R1_CORRELATIONS,Table 6,,
S003,EE,FC,0.271,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,EE,PE,0.496,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,EE,SI,0.414,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,EE,UB,0.241,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,FC,PE,0.448,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,FC,SI,0.565,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,FC,UB,0.609,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,PE,SI,0.644,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,PE,UB,0.726,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S003,SI,UB,0.73,195.0,latest_human_R1_CORRELATIONS,Table 5,,
S037,BI,EE,0.601,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,BI,PE,0.692,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,BI,SI,0.528,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,BI,TRU,0.72,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,EE,PE,0.664,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,EE,SI,0.542,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,EE,TRU,0.539,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,PE,SI,0.542,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,PE,TRU,0.601,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S037,SI,TRU,0.519,635.0,latest_human_R1_CORRELATIONS,Table 4,,
S112,BI,EE,0.16,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S112,BI,FC,0.16,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S112,BI,PE,0.23,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S112,BI,SI,0.29,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S112,EE,FC,0.43,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S112,EE,PE,0.3,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S112,PE,SI,0.27,500.0,latest_human_R1_CORRELATIONS,Table 9,,
S040,BI,EE,0.59,290.0,latest_human_R1_CORRELATIONS,Table 6,,
S040,BI,PE,0.55,290.0,latest_human_R1_CORRELATIONS,Table 6,,
S040,BI,TRU,0.84,290.0,latest_human_R1_CORRELATIONS,Table 6,,
S040,EE,PE,0.48,290.0,latest_human_R1_CORRELATIONS,Table 6,,
S040,EE,TRU,0.65,290.0,latest_human_R1_CORRELATIONS,Table 6,,
S040,PE,TRU,0.59,290.0,latest_human_R1_CORRELATIONS,Table 6,,
S116,BI,EE,0.35,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,BI,FC,0.37,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,BI,PE,0.43,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,BI,SI,0.32,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,BI,UB,0.66,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,EE,FC,0.57,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,EE,PE,0.61,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,EE,SI,0.28,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,EE,UB,0.4,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,FC,PE,0.49,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,FC,SI,0.29,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,FC,UB,0.5,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,PE,SI,0.22,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,PE,UB,0.41,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S116,SI,UB,0.32,8496.0,latest_human_R1_CORRELATIONS,Table 5,,
S172,BI,EE,0.889,330.0,latest_human_R1_CORRELATIONS,Table 4,,
S172,BI,PE,0.779,330.0,latest_human_R1_CORRELATIONS,Table 4,,
S172,BI,UB,0.881,330.0,latest_human_R1_CORRELATIONS,Table 4,,
S172,EE,PE,0.692,330.0,latest_human_R1_CORRELATIONS,Table 4,,
S172,EE,UB,0.878,330.0,latest_human_R1_CORRELATIONS,Table 4,,
S172,PE,UB,0.787,330.0,latest_human_R1_CORRELATIONS,Table 4,,
S159,BI,EE,0.103,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,BI,PE,0.127,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,BI,SI,0.053,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,BI,TRU,0.137,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,EE,PE,0.139,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,EE,SI,0.02,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,EE,TRU,0.087,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,PE,SI,0.154,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,PE,TRU,0.008,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S159,SI,TRU,0.037,483.0,latest_human_R1_CORRELATIONS,Table 5,,
S134,BI,EE,0.1,506.0,latest_human_R1_CORRELATIONS,Tables 8-9,,
S134,BI,FC,0.07,506.0,latest_human_R1_CORRELATIONS,Tables 8-9,,
S134,BI,PE,0.44,506.0,latest_human_R1_CORRELATIONS,Tables 8-9,,
S134,BI,SI,0.08,506.0,latest_human_R1_CORRELATIONS,Tables 8-9,,
S134,BI,UB,0.44,506.0,latest_human_R1_CORRELATIONS,Tables 8-9,,
S134,FC,UB,0.17,506.0,latest_human_R1_CORRELATIONS,Tables 8-9,,
S082,BI,EE,0.61,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,BI,FC,0.58,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,BI,PE,0.73,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,BI,SI,0.3,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,EE,FC,0.68,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,EE,PE,0.74,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,EE,SI,0.22,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,FC,PE,0.56,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,FC,SI,0.33,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S082,PE,SI,0.26,308.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,BI,EE,0.5,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,BI,FC,0.56,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,BI,PE,0.601,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,BI,SI,0.64,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,EE,FC,0.657,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,EE,PE,0.54,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,EE,SI,0.505,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,FC,PE,0.522,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,FC,SI,0.617,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S182,PE,SI,0.562,380.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,BI,EE,0.207,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,BI,FC,0.388,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,BI,PE,0.703,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,BI,SI,0.559,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,BI,UB,0.738,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,EE,FC,0.462,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,EE,PE,0.45,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,EE,SI,0.044,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,EE,UB,0.179,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,FC,PE,0.502,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,FC,SI,0.352,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,FC,UB,0.434,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,PE,SI,0.489,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,PE,UB,0.614,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S199,SI,UB,0.498,197.0,latest_human_R1_CORRELATIONS,Table 4,,
S148,ATT,BI,0.99,603.0,latest_human_R1_CORRELATIONS,Table 4 / results text,Y,Large path coefficient capped at converted r=.99 for workbook consistency.
S122,BI,EE,0.806,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,BI,FC,0.722,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,BI,PE,0.746,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,BI,SI,0.56,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,EE,FC,0.717,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,EE,PE,0.687,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,EE,SI,0.577,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,FC,PE,0.708,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,FC,SI,0.728,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S122,PE,SI,0.594,842.0,latest_human_R1_CORRELATIONS,Table 5,,
S034,BI,EE,0.62,148.0,latest_human_R1_CORRELATIONS,Figure 2 / results text,,
S034,BI,PE,0.65,148.0,latest_human_R1_CORRELATIONS,Figure 2 / results text,,
S062,ATT,EE,0.208,729.0,latest_human_R1_CORRELATIONS,Table 3,,
S062,ATT,PE,0.179,729.0,latest_human_R1_CORRELATIONS,Table 3,,
S062,ATT,UB,0.322,729.0,latest_human_R1_CORRELATIONS,Table 3,,
S062,EE,PE,0.167,729.0,latest_human_R1_CORRELATIONS,Table 3,,
S062,EE,UB,0.494,729.0,latest_human_R1_CORRELATIONS,Table 3,,
S062,PE,UB,0.554,729.0,latest_human_R1_CORRELATIONS,Table 3,,
S129,BI,EE,0.29,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,BI,PE,0.5,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,BI,SI,-0.14,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,BI,UB,0.46,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,EE,FC,0.28,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,EE,PE,0.52,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,EE,SI,-0.11,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,EE,TRU,0.4,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S129,PE,SI,0.42,300.0,latest_human_R1_CORRELATIONS,Table 5,,
S205,BI,EE,0.539,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,BI,FC,0.623,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,BI,PE,0.729,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,BI,SI,0.55,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,EE,FC,0.822,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,EE,PE,0.463,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,EE,SI,0.442,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,FC,PE,0.465,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,FC,SI,0.531,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S205,PE,SI,0.541,136.0,latest_human_R1_CORRELATIONS,Table 4,,
S126,BI,EE,0.58,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,BI,FC,0.511,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,BI,PE,0.757,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,BI,SI,0.483,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,BI,UB,0.613,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,EE,FC,0.662,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,EE,PE,0.55,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,EE,SI,0.381,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,EE,UB,0.498,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,FC,PE,0.543,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,FC,SI,0.283,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,FC,UB,0.432,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,PE,SI,0.584,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,PE,UB,0.534,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S126,SI,UB,0.359,194.0,latest_human_R1_CORRELATIONS,Table 5,,
S115,ATT,BI,0.78,112.0,latest_human_R1_CORRELATIONS,Figure 2 / results text,,
S115,BI,EE,0.68,112.0,latest_human_R1_CORRELATIONS,Figure 2 / results text,,
S115,BI,PE,0.62,112.0,latest_human_R1_CORRELATIONS,Figure 2 / results text,,
S029,BI,EE,0.488,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,BI,PE,0.665,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,BI,SI,0.435,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,BI,TRU,0.284,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,EE,PE,0.706,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,EE,SI,0.335,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,EE,TRU,0.247,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,PE,SI,0.472,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,PE,TRU,0.301,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S029,SI,TRU,0.281,411.0,latest_human_R1_CORRELATIONS,Table 3,,
S139,BI,EE,0.578,435.0,latest_human_R1_CORRELATIONS,Table 4,,
S139,BI,PE,0.356,435.0,latest_human_R1_CORRELATIONS,Table 4,,
S139,BI,TRU,0.515,435.0,latest_human_R1_CORRELATIONS,Table 4,,
S139,EE,PE,0.433,435.0,latest_human_R1_CORRELATIONS,Table 4,,
S139,EE,TRU,0.454,435.0,latest_human_R1_CORRELATIONS,Table 4,,
S139,PE,TRU,0.377,435.0,latest_human_R1_CORRELATIONS,Table 4,,
S014,PE,UB,0.31,750.0,latest_human_R1_CORRELATIONS,Table 4,Y,Freeze 2026-06-05: sensitivity-only indirect path via perceived risk; exclude from primary direct-r.
S014,SI,UB,0.3,750.0,latest_human_R1_CORRELATIONS,Table 4,Y,Freeze 2026-06-05: sensitivity-only indirect path via perceived risk; exclude from primary direct-r.
S036,ANX,BI,-0.336,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,ANX,EE,-0.321,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,ANX,PE,-0.366,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,ANX,SE,-0.318,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,ANX,SI,-0.374,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,ANX,TRU,-0.26,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,BI,EE,0.689,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,BI,PE,0.678,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,BI,SE,0.586,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,BI,SI,0.511,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,BI,TRU,0.535,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,EE,PE,0.566,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,EE,SE,0.46,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,EE,SI,0.427,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,EE,TRU,0.419,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,PE,SE,0.377,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,PE,SI,0.535,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,PE,TRU,0.537,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,SE,SI,0.51,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,SE,TRU,0.333,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S036,SI,TRU,0.43,480.0,latest_human_R1_CORRELATIONS,Table 4,,
S061,BI,EE,0.103,473.0,latest_human_R1_CORRELATIONS,Table 5,,
S061,BI,FC,-0.1,473.0,latest_human_R1_CORRELATIONS,Table 6,,
S061,BI,PE,0.127,473.0,latest_human_R1_CORRELATIONS,Table 5,,
S061,BI,SI,0.053,473.0,latest_human_R1_CORRELATIONS,Table 5,,
S061,EE,PE,0.139,473.0,latest_human_R1_CORRELATIONS,Table 5,,
S061,EE,SI,0.02,473.0,latest_human_R1_CORRELATIONS,Table 5,,
S061,PE,SI,0.154,473.0,latest_human_R1_CORRELATIONS,Table 5,,
S203,BI,EE,0.363,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,BI,PE,0.409,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,BI,SE,0.349,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,BI,TRU,0.342,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,EE,PE,0.367,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,EE,SE,0.549,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,EE,TRU,0.42,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,PE,SE,0.309,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,PE,TRU,0.437,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S203,SE,TRU,0.431,251.0,latest_human_R1_CORRELATIONS,Table 8,,
S179,BI,EE,0.19,928.0,latest_human_R1_CORRELATIONS,Figure 2,,
S179,BI,PE,0.46,928.0,latest_human_R1_CORRELATIONS,Figure 2,,
S179,BI,SI,0.33,928.0,latest_human_R1_CORRELATIONS,Figure 2,,
S179,BI,UB,0.55,928.0,latest_human_R1_CORRELATIONS,Figure 2,,
S179,FC,UB,0.24,928.0,latest_human_R1_CORRELATIONS,Figure 2,,
S138,ATT,BI,0.766,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,ATT,EE,0.707,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,ATT,PE,0.735,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,ATT,SE,0.534,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,ATT,SI,0.557,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,ATT,TRU,0.687,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,ATT,UB,0.552,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,BI,EE,0.686,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,BI,PE,0.733,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,BI,SE,0.469,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,BI,SI,0.561,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,BI,TRU,0.763,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,BI,UB,0.602,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,EE,PE,0.73,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,EE,SE,0.662,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,EE,SI,0.57,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,EE,TRU,0.719,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,EE,UB,0.582,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,PE,SE,0.584,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,PE,SI,0.516,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,PE,TRU,0.681,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,PE,UB,0.592,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,SE,SI,0.593,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,SE,TRU,0.521,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,SE,UB,0.524,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,SI,TRU,0.572,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,SI,UB,0.403,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S138,TRU,UB,0.597,200.0,latest_human_R1_CORRELATIONS,Table 5,,
S128,BI,EE,0.829,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,BI,FC,-0.216,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,BI,PE,0.124,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,BI,SI,0.357,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,BI,UB,0.432,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,EE,FC,-0.121,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,EE,PE,0.007,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,EE,SI,0.374,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,EE,UB,0.378,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,FC,PE,-0.065,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,FC,SI,-0.063,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,FC,UB,-0.101,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,PE,SI,-0.22,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,PE,UB,0.074,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S128,SI,UB,0.385,395.0,latest_human_R1_CORRELATIONS,Table 3,,
S152,ATT,BI,0.21,604.0,latest_human_R1_CORRELATIONS,Table 3,,
S152,BI,PE,0.11,604.0,latest_human_R1_CORRELATIONS,Table 3,,
S152,BI,SE,0.16,604.0,latest_human_R1_CORRELATIONS,Table 3,,
S113,BI,EE,0.45,118.0,latest_human_R1_CORRELATIONS,Table 7,,Structural path PEU -> IU; direct HTMT association also reported in Table 5.
S113,BI,PE,0.53,118.0,latest_human_R1_CORRELATIONS,Table 7,,Structural path PU -> IU; direct HTMT association also reported in Table 5.
S113,BI,SE,0.7,118.0,latest_human_R1_CORRELATIONS,Table 5,,HTMT value used as the only reported interconstruct association.
S113,EE,PE,0.78,118.0,latest_human_R1_CORRELATIONS,Table 5,,HTMT value used as the only reported interconstruct association.
S113,EE,SE,0.76,118.0,latest_human_R1_CORRELATIONS,Table 5,,HTMT value used as the only reported interconstruct association.
S113,PE,SE,0.7,118.0,latest_human_R1_CORRELATIONS,Table 5,,HTMT value used as the only reported interconstruct association.
S070,BI,EE,0.581,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,BI,FC,0.469,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,BI,PE,0.502,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,BI,SI,0.712,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,BI,UB,0.832,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,EE,FC,0.576,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,
S070,EE,PE,0.502,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,
S070,EE,SI,0.84,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,
S070,EE,UB,0.563,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,FC,PE,0.346,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,
S070,FC,SI,0.611,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,
S070,FC,UB,0.488,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,PE,SI,0.471,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,
S070,PE,UB,0.524,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S070,SI,UB,0.675,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,
S140,BI,TRU,0.495,823.0,latest_human_R1_CORRELATIONS,Section 4.3 / Pearson correlation,,
S200,BI,EE,0.21,431.0,latest_human_R1_CORRELATIONS,Table 6,,Bootstrapped structural path also reported.
S200,BI,FC,-0.17,431.0,latest_human_R1_CORRELATIONS,Table 6,,Bootstrapped structural path also reported.
S200,BI,PE,0.45,431.0,latest_human_R1_CORRELATIONS,Table 6,,Bootstrapped structural path also reported.
S200,BI,SI,0.09,431.0,latest_human_R1_CORRELATIONS,Table 6,,Bootstrapped structural path also reported.
S200,BI,UB,0.39,431.0,latest_human_R1_CORRELATIONS,Table 6,,Bootstrapped structural path BI -> USE also reported.
S200,EE,FC,0.831,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,EE,PE,0.525,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,EE,SI,0.089,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,EE,UB,0.351,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,FC,PE,0.565,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,FC,SI,0.034,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,FC,UB,0.322,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,PE,SI,0.241,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,PE,UB,0.344,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S200,SI,UB,0.313,431.0,latest_human_R1_CORRELATIONS,Table 5,,
S218,ATT,BI,0.784,242.0,latest_human_R2_CORRELATIONS,Table1,,
S218,ATT,EE,0.688,242.0,latest_human_R2_CORRELATIONS,Table1,,
S218,ATT,PE,0.701,242.0,latest_human_R2_CORRELATIONS,Table1,,
S218,BI,EE,0.59,242.0,latest_human_R2_CORRELATIONS,Table1,,
S218,BI,PE,0.632,242.0,latest_human_R2_CORRELATIONS,Table1,,
S218,EE,PE,0.66,242.0,latest_human_R2_CORRELATIONS,Table1,,
S185,ATT,BI,0.453,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,ATT,EE,0.473,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,ATT,PE,0.504,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,ATT,SI,0.207,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,BI,EE,0.524,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,BI,PE,0.459,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,BI,SI,0.216,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,EE,PE,0.482,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,EE,SI,0.279,298.0,latest_human_R2_CORRELATIONS,Table3,,
S185,PE,SI,0.28,298.0,latest_human_R2_CORRELATIONS,Table3,,
S194,BI,EE,0.44,469.0,latest_human_R2_CORRELATIONS,Table3,,
S194,BI,FC,0.49,469.0,latest_human_R2_CORRELATIONS,Table3,,
S194,BI,PE,-0.08,469.0,latest_human_R2_CORRELATIONS,Table3,,
S194,BI,SI,0.62,469.0,latest_human_R2_CORRELATIONS,Table3,,
