coder,sheet,study_id,construct_1,construct_2,pair,r_value,original_beta,r_source,source_location,flag,notes,sample_size
R1,CORRELATIONS,S191,PE,SI,PE-SI,0.53,,direct,Table 2,,,331.0
R1,CORRELATIONS,S191,PE,UB,PE-UB,0.45,,direct,Table 2,,,331.0
R1,CORRELATIONS,S191,SE,SI,SE-SI,0.35,,direct,Table 2,review,Computer self-efficacy mapped to SE.,331.0
R1,CORRELATIONS,S191,SE,UB,SE-UB,0.58,,direct,Table 2,review,Computer self-efficacy mapped to SE.,331.0
R1,CORRELATIONS,S191,SI,UB,SI-UB,0.5,,direct,Table 2,,,331.0
R1,CORRELATIONS,S217,ATT,BI,ATT-BI,0.77,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,ATT,EE,ATT-EE,0.77,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,ATT,PE,ATT-PE,0.77,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,ATT,TRU,ATT-TRU,0.73,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,BI,EE,BI-EE,0.81,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,BI,PE,BI-PE,0.75,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,BI,TRU,BI-TRU,0.78,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,EE,PE,EE-PE,0.83,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,EE,TRU,EE-TRU,0.8,,direct,Table 4,,,344.0
R1,CORRELATIONS,S217,PE,TRU,PE-TRU,0.77,,direct,Table 4,,,344.0
R1,CORRELATIONS,S166,BI,EE,BI-EE,-0.15,-0.096,beta_converted,Table 4,review,Beta converted because only structural paths and HTMT were reported.,104.0
R1,CORRELATIONS,S166,BI,PE,BI-PE,0.55,0.495,beta_converted,Table 4,review,Beta converted because only structural paths and HTMT were reported.,104.0
R1,CORRELATIONS,S166,BI,SI,BI-SI,0.15,0.098,beta_converted,Table 4,review,Beta converted because only structural paths and HTMT were reported.,104.0
R1,CORRELATIONS,S166,BI,UB,BI-UB,0.63,0.579,beta_converted,Table 4,review,Beta converted because only structural paths and HTMT were reported.,104.0
R1,CORRELATIONS,S166,FC,UB,FC-UB,-0.14,-0.09,beta_converted,Table 4,review,Beta converted because only structural paths and HTMT were reported.,104.0
R1,CORRELATIONS,S033,ATT,EE,ATT-EE,0.06,0.013,beta_converted,Table 5,review,Beta converted because no construct correlation matrix was reported. Ethics not coded as target construct.,437.0
R1,CORRELATIONS,S033,ATT,PE,ATT-PE,0.84,0.793,beta_converted,Table 5,review,Beta converted because no construct correlation matrix was reported. Ethics not coded as target construct.,437.0
R1,CORRELATIONS,S033,ATT,UB,ATT-UB,0.34,0.292,beta_converted,Table 5,review,Beta converted because no construct correlation matrix was reported. Ethics not coded as target construct.,437.0
R1,CORRELATIONS,S033,EE,PE,EE-PE,0.54,0.493,beta_converted,Table 5,review,Beta converted because no construct correlation matrix was reported. Ethics not coded as target construct.,437.0
R1,CORRELATIONS,S033,SI,UB,SI-UB,0.21,0.158,beta_converted,Table 5,review,Beta converted because no construct correlation matrix was reported. Ethics not coded as target construct.,437.0
R1,CORRELATIONS,S033,TRU,UB,TRU-UB,0.29,0.237,beta_converted,Table 5,review,Beta converted because no construct correlation matrix was reported. Ethics not coded as target construct.,437.0
R1,CORRELATIONS,S089,BI,EE,BI-EE,0.46,0.412,beta_converted,Table 8,,No usable correlation matrix; standardized PLS path converted.,322.0
R1,CORRELATIONS,S089,BI,PE,BI-PE,0.36,0.308,beta_converted,Table 8,,No usable correlation matrix; standardized PLS path converted.,322.0
R1,CORRELATIONS,S089,BI,UB,BI-UB,0.72,0.667,beta_converted,Table 8,,No usable correlation matrix; standardized PLS path converted.,322.0
R1,CORRELATIONS,S089,EE,UB,EE-UB,0.33,0.275,beta_converted,Table 8,,No usable correlation matrix; standardized PLS path converted.,322.0
R1,CORRELATIONS,S089,PE,UB,PE-UB,0.26,0.205,beta_converted,Table 8,,No usable correlation matrix; standardized PLS path converted.,322.0
R1,CORRELATIONS,S075,BI,EE,BI-EE,0.591,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,BI,FC,BI-FC,0.561,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,BI,PE,BI-PE,0.525,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,BI,SI,BI-SI,0.473,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,BI,UB,BI-UB,0.584,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,EE,FC,EE-FC,0.404,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,EE,PE,EE-PE,0.4,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,EE,SI,EE-SI,0.514,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,EE,UB,EE-UB,0.322,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,FC,PE,FC-PE,0.287,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,FC,SI,FC-SI,0.322,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,FC,UB,FC-UB,0.319,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,PE,SI,PE-SI,0.306,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,PE,UB,PE-UB,0.217,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S075,SI,UB,SI-UB,0.28,,direct,Table 4,,Fornell-Larcker off-diagonal latent correlation.,402.0
R1,CORRELATIONS,S058,ATT,BI,ATT-BI,0.86,0.81,beta_converted,Table 4,,No usable correlation matrix; standardized SEM path converted.,541.0
R1,CORRELATIONS,S058,ATT,EE,ATT-EE,0.42,0.369,beta_converted,Table 4,,No usable correlation matrix; standardized SEM path converted.,541.0
R1,CORRELATIONS,S058,ATT,PE,ATT-PE,0.53,0.484,beta_converted,Table 4,,No usable correlation matrix; standardized SEM path converted.,541.0
R1,CORRELATIONS,S058,BI,EE,BI-EE,0.19,0.142,beta_converted,Table 4,,No usable correlation matrix; standardized SEM path converted.,541.0
R1,CORRELATIONS,S058,BI,PE,BI-PE,0.46,0.406,beta_converted,Table 4,,No usable correlation matrix; standardized SEM path converted.,541.0
R1,CORRELATIONS,S058,EE,PE,EE-PE,0.86,0.806,beta_converted,Table 4,,No usable correlation matrix; standardized SEM path converted.,541.0
R1,CORRELATIONS,S067,ATT,BI,ATT-BI,0.672,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,ATT,EE,ATT-EE,0.264,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,ATT,PE,ATT-PE,0.457,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,ATT,SI,ATT-SI,0.236,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,ATT,TRU,ATT-TRU,0.334,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,BI,EE,BI-EE,0.338,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,BI,PE,BI-PE,0.507,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,BI,SI,BI-SI,0.204,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,BI,TRU,BI-TRU,0.347,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,EE,PE,EE-PE,0.354,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,EE,SI,EE-SI,0.228,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,EE,TRU,EE-TRU,0.276,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,PE,SI,PE-SI,0.214,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,PE,TRU,PE-TRU,0.291,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S067,SI,TRU,SI-TRU,0.714,,direct,Table 4,,Fornell-Larcker off-diagonal correlation; PC mapped to TRU.,598.0
R1,CORRELATIONS,S103,ATT,BI,ATT-BI,0.701,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,ATT,FC,ATT-FC,0.57,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,ATT,PE,ATT-PE,0.727,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,ATT,SI,ATT-SI,0.265,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,BI,FC,BI-FC,0.567,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,BI,PE,BI-PE,0.639,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,BI,SI,BI-SI,0.288,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,FC,PE,FC-PE,0.638,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,FC,SI,FC-SI,0.497,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S103,PE,SI,PE-SI,0.363,,direct,Table 2,,Pearson r matrix.,770.0
R1,CORRELATIONS,S069,BI,EE,BI-EE,0.345,,direct,Table 2,,Fornell-Larcker off-diagonal correlation; perceived ethics excluded.,597.0
R1,CORRELATIONS,S069,BI,PE,BI-PE,0.421,,direct,Table 2,,Fornell-Larcker off-diagonal correlation; perceived ethics excluded.,597.0
R1,CORRELATIONS,S069,BI,SI,BI-SI,0.635,,direct,Table 2,,Fornell-Larcker off-diagonal correlation; perceived ethics excluded.,597.0
R1,CORRELATIONS,S069,EE,PE,EE-PE,0.69,,direct,Table 2,,Fornell-Larcker off-diagonal correlation; perceived ethics excluded.,597.0
R1,CORRELATIONS,S069,EE,SI,EE-SI,0.551,,direct,Table 2,,Fornell-Larcker off-diagonal correlation; perceived ethics excluded.,597.0
R1,CORRELATIONS,S069,PE,SI,PE-SI,0.493,,direct,Table 2,,Fornell-Larcker off-diagonal correlation; perceived ethics excluded.,597.0
R1,CORRELATIONS,S063,ATT,BI,ATT-BI,0.688,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,ATT,EE,ATT-EE,0.638,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,ATT,PE,ATT-PE,0.6,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,ATT,UB,ATT-UB,0.584,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,BI,EE,BI-EE,0.599,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,BI,PE,BI-PE,0.544,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,BI,UB,BI-UB,0.639,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,EE,PE,EE-PE,0.622,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,EE,UB,EE-UB,0.47,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S063,PE,UB,PE-UB,0.511,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; AH mapped to UB.,388.0
R1,CORRELATIONS,S119,BI,EE,BI-EE,0.72,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,BI,FC,BI-FC,0.699,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,BI,PE,BI-PE,0.737,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,BI,SI,BI-SI,0.632,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,EE,FC,EE-FC,0.677,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,EE,PE,EE-PE,0.854,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,EE,SI,EE-SI,0.66,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,FC,PE,FC-PE,0.604,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,FC,SI,FC-SI,0.873,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S119,PE,SI,PE-SI,0.596,,direct,Table 5,,Fornell-Larcker off-diagonal correlation; PU selected as primary PE.,432.0
R1,CORRELATIONS,S093,ATT,BI,ATT-BI,0.89,0.84,beta_converted,Table 3,,No usable correlation matrix; standardized SEM path converted.,127.0
R1,CORRELATIONS,S093,ATT,EE,ATT-EE,0.48,0.428,beta_converted,Table 3,,No usable correlation matrix; standardized SEM path converted.,127.0
R1,CORRELATIONS,S093,ATT,PE,ATT-PE,0.39,0.344,beta_converted,Table 3,,No usable correlation matrix; standardized SEM path converted.,127.0
R1,CORRELATIONS,S093,BI,FC,BI-FC,-0.08,-0.032,beta_converted,Table 3,,No usable correlation matrix; standardized SEM path converted.,127.0
R1,CORRELATIONS,S093,BI,UB,BI-UB,0.62,0.575,beta_converted,Table 3,,No usable correlation matrix; standardized SEM path converted.,127.0
R1,CORRELATIONS,S093,EE,FC,EE-FC,0.15,0.098,beta_converted,Table 3,,No usable correlation matrix; standardized SEM path converted.,127.0
R1,CORRELATIONS,S153,BI,EE,BI-EE,0.502,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,BI,PE,BI-PE,0.56,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,BI,SI,BI-SI,0.672,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,BI,TRU,BI-TRU,0.577,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,EE,PE,EE-PE,0.613,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,EE,SI,EE-SI,0.333,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,EE,TRU,EE-TRU,0.536,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,PE,SI,PE-SI,0.433,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,PE,TRU,PE-TRU,0.654,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S153,SI,TRU,SI-TRU,0.487,,direct,Table 4,,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",207.0
R1,CORRELATIONS,S049,BI,EE,BI-EE,0.49,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,BI,FC,BI-FC,0.507,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,BI,PE,BI-PE,0.478,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,BI,SI,BI-SI,0.566,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,BI,UB,BI-UB,0.684,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,EE,FC,EE-FC,0.56,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,EE,PE,EE-PE,0.397,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,EE,SI,EE-SI,0.48,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,EE,UB,EE-UB,0.493,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,FC,PE,FC-PE,0.385,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,FC,SI,FC-SI,0.565,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,FC,UB,FC-UB,0.443,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,PE,SI,PE-SI,0.497,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,PE,UB,PE-UB,0.412,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S049,SI,UB,SI-UB,0.474,,direct,Table 3,,Fornell-Larcker off-diagonal correlation.,419.0
R1,CORRELATIONS,S066,ANX,BI,ANX-BI,0.12,0.07,beta_converted,Table 7,Y,"HTMT not coded; standardized PLS path converted. Table 7 prints beta as 0.700, but Table 8 indirect effect implies 0.070; coded as source-corrected typo and flagged.",175.0
R1,CORRELATIONS,S066,ANX,EE,ANX-EE,0.14,0.087,beta_converted,Table 7,Y,HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.,175.0
R1,CORRELATIONS,S066,ANX,FC,ANX-FC,0.18,0.132,beta_converted,Table 7,Y,HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.,175.0
R1,CORRELATIONS,S066,ANX,PE,ANX-PE,0.27,0.215,beta_converted,Table 7,Y,HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.,175.0
R1,CORRELATIONS,S066,ANX,SI,ANX-SI,0.38,0.332,beta_converted,Table 7,Y,HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.,175.0
R1,CORRELATIONS,S066,ANX,TRU,ANX-TRU,0.19,0.14,beta_converted,Table 7,Y,HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.,175.0
R1,CORRELATIONS,S066,BI,EE,BI-EE,0.23,0.177,beta_converted,Table 7,,HTMT not coded; standardized PLS path converted.,175.0
R1,CORRELATIONS,S066,BI,FC,BI-FC,0.17,0.123,beta_converted,Table 7,,HTMT not coded; standardized PLS path converted.,175.0
R1,CORRELATIONS,S066,BI,PE,BI-PE,0.09,0.037,beta_converted,Table 7,,HTMT not coded; standardized PLS path converted.,175.0
R1,CORRELATIONS,S066,BI,SI,BI-SI,0.39,0.339,beta_converted,Table 7,,HTMT not coded; standardized PLS path converted.,175.0
R1,CORRELATIONS,S066,BI,TRU,BI-TRU,0.26,0.206,beta_converted,Table 7,,HTMT not coded; standardized PLS path converted.,175.0
R1,CORRELATIONS,S066,BI,UB,BI-UB,0.55,0.497,beta_converted,Table 7,,HTMT not coded; standardized PLS path converted.,175.0
R1,CORRELATIONS,S162,ANX,ATT,ANX-ATT,-0.323,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ANX,BI,ANX-BI,0.184,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ANX,EE,ANX-EE,0.412,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ANX,PE,ANX-PE,0.54,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ANX,UB,ANX-UB,0.132,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ATT,BI,ATT-BI,0.234,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ATT,EE,ATT-EE,0.087,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ATT,PE,ATT-PE,-0.591,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,ATT,UB,ATT-UB,0.166,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,BI,EE,BI-EE,0.019,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,BI,PE,BI-PE,0.021,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,BI,UB,BI-UB,0.619,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,EE,PE,EE-PE,0.427,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,EE,UB,EE-UB,0.081,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S162,PE,UB,PE-UB,-0.079,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,156.0
R1,CORRELATIONS,S136,BI,EE,BI-EE,0.418,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,BI,PE,BI-PE,0.25,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,BI,SI,BI-SI,0.358,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,BI,UB,BI-UB,0.55,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,EE,PE,EE-PE,0.283,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,EE,SI,EE-SI,0.397,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,EE,UB,EE-UB,0.374,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,PE,SI,PE-SI,0.142,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,PE,UB,PE-UB,0.057,,direct,Table 3,,,105.0
R1,CORRELATIONS,S136,SI,UB,SI-UB,0.484,,direct,Table 3,,,105.0
R1,CORRELATIONS,S188,BI,EE,BI-EE,0.647,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,147.0
R1,CORRELATIONS,S188,BI,PE,BI-PE,0.645,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,147.0
R1,CORRELATIONS,S188,BI,TRU,BI-TRU,0.478,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,147.0
R1,CORRELATIONS,S188,EE,PE,EE-PE,0.679,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,147.0
R1,CORRELATIONS,S188,EE,TRU,EE-TRU,0.519,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,147.0
R1,CORRELATIONS,S188,PE,TRU,PE-TRU,0.369,,direct,Table 3,,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,147.0
R1,CORRELATIONS,S080,BI,EE,BI-EE,0.49,0.436,beta_converted,Table III,,,251.0
R1,CORRELATIONS,S080,BI,FC,BI-FC,-0.11,-0.058,beta_converted,Table III,,,251.0
R1,CORRELATIONS,S080,BI,PE,BI-PE,0.26,0.207,beta_converted,Table III,,,251.0
R1,CORRELATIONS,S080,BI,SI,BI-SI,0.12,0.066,beta_converted,Table III,,,251.0
R1,CORRELATIONS,S216,ANX,EE,ANX-EE,0.14,0.085,beta_converted,Table 5,,,348.0
R1,CORRELATIONS,S216,BI,EE,BI-EE,0.25,0.203,beta_converted,Table 5,,,348.0
R1,CORRELATIONS,S216,BI,PE,BI-PE,0.25,0.203,beta_converted,Table 5,,,348.0
R1,CORRELATIONS,S216,BI,SI,BI-SI,0.21,0.159,beta_converted,Table 5,,,348.0
R1,CORRELATIONS,S216,EE,PE,EE-PE,0.28,0.229,beta_converted,Table 5,,,348.0
R1,CORRELATIONS,S216,EE,SE,EE-SE,0.28,0.231,beta_converted,Table 5,,,348.0
R1,CORRELATIONS,S088,BI,EE,BI-EE,0.29,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,BI,FC,BI-FC,0.353,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,BI,PE,BI-PE,0.41,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,BI,SI,BI-SI,0.152,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,BI,TRU,BI-TRU,0.128,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,BI,UB,BI-UB,0.399,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,EE,FC,EE-FC,0.409,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,EE,PE,EE-PE,0.319,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,EE,SI,EE-SI,0.175,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,EE,TRU,EE-TRU,0.141,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,EE,UB,EE-UB,0.184,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,FC,PE,FC-PE,0.393,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,FC,SI,FC-SI,0.164,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,FC,TRU,FC-TRU,0.093,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,FC,UB,FC-UB,0.246,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,PE,SI,PE-SI,0.346,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,PE,TRU,PE-TRU,0.194,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,PE,UB,PE-UB,0.29,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,SI,TRU,SI-TRU,0.132,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,SI,UB,SI-UB,0.207,,direct,Table 3,,,353.0
R1,CORRELATIONS,S088,TRU,UB,TRU-UB,0.224,,direct,Table 3,,,353.0
R1,CORRELATIONS,S192,BI,EE,BI-EE,0.08,0.03,beta_converted,Table 5,,,693.0
