coder,study_id,sample_size,title,first_author,year
R3,S222,50.0,Effects and acceptance of precision education in an AI-supported smart learning environment,Hu,2022.0
R3,S218,242.0,To use or not to use? Understanding doctoral students' acceptance of ChatGPT in writing through technology acceptance model,Zou,2023.0
R3,S185,298.0,Factors Influencing the Acceptance of ChatGPT in High Education: An Integrated Model With PLS-SEM and fsQCA Approach,Zhao,2024.0
R3,S194,469.0,Exploring Factors Influencing Gen Z's Acceptance and Adoption of AI and Cloud-Based Applications and Tools in Academic Attainment,Hail,2024.0
R3,S208,526.0,"Artificial intelligence in Jordanian education: Assessing acceptance via perceived cybersecurity, novelty value, and perceived trust",Alzyoud,2024.0
R3,S028,508.0,Impact of perceived ease of use and perceived usefulness of humanoid robots on students' intention to use,Chen,2025.0
R3,S059,645.0,Predictors of university students' acceptance of ChatGPT in Chinese academic context,Wang,2025.0
R3,S145,374.0,Determinants of Student Adoption of Generative AI in Higher Education,Aldreabi,2025.0
R3,S110,353.0,Factors Driving ChatGPT Adoption in Higher Education: A UTAUT-Based Analysis of Student Behavioural Intentions,Siddiqui,2025.0
R3,S147,410.0,Battle of AI chatbots: Graduate students’ perceptions of ChatGPT versus Gemini for learning purposes in Egyptian higher education,Sobaih,2025.0
R3,S016,382.0,Exploring the acceptance of generative artificial intelligence-assisted learning and design creation among students in art design specialties: based on the extended TAM model,Zhu,2025.0
R3,S097,210.0,Applying the technology acceptance model to examine factors influencing chatbot use in HPV prevention education among nursing students,Lai,2025.0
R3,S090,681.0,Generative AI Use Among Saudi and Korean Language Learners in Higher Education: Examination Through a Modified TAM Framework,Almusharraf,2025.0
R3,S176,1214.0,Examining ChatGPT adoption among educators in higher educational institutions using extended UTAUT model,Bhat,2024.0
R3,S047,359.0,Bridging AI literacy and UTAUT constructs: structural equation modeling of AI adoption among Chinese university students,Qi,2025.0
R3,S072,500.0,AI as my teacher: adoption of AI-driven virtual teaching assistants among students using the unified theory of acceptance and use of technology 2,Tran,2025.0
R3,S219,432.0,Modeling Students' Perceptions of Chatbots in Learning: Integrating Technology Acceptance with the Value-Based Adoption Model,Al-Abdullatif,2023.0
R3,S052,524.0,Modeling students’ perceptions of artificial intelligence assisted language learning,An,2025.0
R3,S146,346.0,The Role of Learning Motivation Factors in Deepseek Generative AI Adoption among Higher Education Students in India,Pasupulet,2025.0
R3,S111,224.0,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDENTS: A PARTIAL LEAST SQUARE-STRUCTURAL EQUATION MODELING APPROACH,Nasidi,2025.0
R3,S045,184.0,Factors influencing the acceptance and use of ChatGPT among English as a foreign language learners in Saudi Arabia,Alotaibi,2025.0
R3,S212,465.0,Every Coin has Two Sides: Navigating Factors of Generative Pre-Trained Transformer Adoption Intentions Among Educators in Thailand,Phongsath,2024.0
R3,S186,657.0,AI in medical education: the moderating role of the chilling effect and STARA awareness,Wu,2024.0
R3,S163,300.0,Extended TAM based acceptance of AI-Powered ChatGPT for supporting metacognitive self-regulated learning in education: A mixed-methods study,Dahri,2024.0
R3,S048,355.0,"Understanding students' adoption of the ChatGPT chatbot in higher education: the role of anthropomorphism, trust, design novelty and institutional policy",Polyportis,2025.0
R3,S105,148.0,The Use of ChatGPT in Academic Writing by University Students in Jordan,Al-Harahsheh,2025.0
R3,S007,363.0,"Artificial intelligence teaching assistant adoption in university education: Key drivers through the ability, motivation and opportunity framework",Chanda,2025.0
R3,S017,249.0,Are university teachers ready for generative artificial intelligence? Unpacking faculty anxiety in the ChatGPT era,Verano‑Tacoronte,2025.0
R3,S142,368.0,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in Peruvian University Teachers: A Structural Equation Modeling Analysis,Acosta-Enriquez,2025.0
R3,S117,245.0,Factors Influencing International Students' Adoption of Generative Artificial Intelligence: The Mediating Role of Perceived Values and Attitudes,Ittefaq,2025.0
R3,S012,1190.0,College students' use behavior of generative AI and its influencing factors under the unified theory of acceptance and use of technology model,Xu,2025.0
R3,S073,405.0,Developing enrollment intentions for work-based learning that uses artificial intelligence (AI): aspects for marketing interventions for higher education institutions,Negm,2025.0
R3,S184,907.0,Development and Validation of the Artificial Intelligence Learning Intention Scale (AILIS) for University Students,Chai,2024.0
R3,S214,1117.0,ChatGPT in higher education learning: Acceptance and use,Habibi,2023.0
R3,S013,460.0,Exploring factors that influence graduate students' intention to use generative artificial intelligence in academic research: PLS-SEM and fsQCA methods,Yu,2025.0
R3,S167,458.0,Factors Influencing Learner Attitudes Towards ChatGPT-Assisted Language Learning in Higher Education,Cai,2024.0
R3,S198,520.0,Examining Students' Acceptance and Use of ChatGPT in Saudi Arabian Higher Education,Sobaih,2024.0
R3,S020,249.0,Is Anxiety Affecting the Adoption of ChatGPT in University Teaching? A Gender Perspective,Bolívar-Cruz,2025.0
R3,S055,486.0,"Predictors of higher education students' behavioural intention and usage of ChatGPT: the moderating roles of age, gender and experience",Arthur,2025.0
R3,S026,510.0,Exploring the usage behavior of generative artificial intelligence: a case study of ChatGPT with insights into the moderating effects of habit and personal innovativeness,Wu,2025.0
R3,S100,682.0,In GenAI we trust: An investigation of university students' reliance on and resistance to generative AI in language learning,Wang,2025.0
R3,S050,500.0,Examining factors influencing university students' adoption of generative artificial intelligence: a cross-country study,Zhao,2025.0
R3,S109,1066.0,Acceptance of AI-Powered Chatbots Among Physiotherapy Students: International Cross-Sectional Study,El-Sobkey,2025.0
R3,S144,392.0,Research Article A detailed examination of faculty acceptance of artificial intelligence: Insights from key variables,Bilgin,2025.0
R3,S125,498.0,"Exploring AI tool adoption in higher education: evidence from a PLS-SEM model integrating multimodal literacy, self-efficacy, and university support",Zhao,2025.0
R3,S010,586.0,International perspectives on artificial intelligence in higher education: An explorative study of students' intention to use ChatGPT across the Nordic countries and the USA,Faraon,2025.0
R3,S215,330.0,The impact of technology readiness and use perceptions on students’ adoption of artificial intelligence: the moderating role of gender,Nouraldeen,2023.0
R3,S057,582.0,Proposing a conceptual model for the adoption of artificial intelligence by teachers in STEM education,Ateş,2025.0
R3,S174,,Students' adoption of AI-based teacher-bots (T-bots) for learning in higher education,,2024.0
R3,S154,,Factors influencing students' intention to adopt and use ChatGPT in higher education: A study in the Vietnamese context,,2024.0
R3,S170,,Exploring pre-service biology teachers' intention to teach genetics using an AI intelligent tutoring - based system,,2024.0
R3,S130,,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mindset in Generative Artificial Intelligence Usage in Higher Education,,2025.0
R3,S225,,AI-Based Chatbots Adoption Model for Higher-Education Institutions: A Hybrid PLS-SEM-Neural Network Modelling Approach,,2022.0
R3,S193,,Using Artificial Intelligence Technology to Improve Business English Language Teaching Effectiveness,,2024.0
R3,S060,,Factors affecting EFL students' behavioral intention to use AI in EFL writing development,,2025.0
R3,S160,,"Exploring the paradoxical use of ChatGPT in education: Analyzing benefits, risks, and coping strategies through integrated UTAUT and PMT theories using a hybrid approach of SEM and fsQCA",,2024.0
R3,S141,,Artificial Intelligence Adoption Amongst Digitally Proficient Trainee Teachers: A Structural Equation Modelling Approach,,2025.0
R3,S043,,University EFL instructors' engagement with generative AI: A cross-cultural analysis,,2025.0
R3,S213,,Exploring the role of intrinsic motivation in ChatGPT adoption to support active learning: An extension of the technology acceptance model,,2023.0
R3,S127,,Academic Level as a Moderator in University Students' Acceptance of Educational AI Chatbots: An Extended TAM3 Model,,2025.0
R3,S204,214.0,Understanding Chinese University EFL Learners' Perceptions of AI in English Writing,Liang,2024.0
R3,S161,315.0,Do in-service teachers accept artificial intelligence-driven technology? The mediating role of school support and resources,Molefi,2024.0
R3,S135,302.0,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Education: A TAM and UTAUT-Based PLS-SEM and Cluster Analysis,Koteczki,2025.0
R3,S175,639.0,Second language writing anxiety and ChatGPT adoption as an automated writing evaluation tool,Liu,2024.0
R3,S032,804.0,A cross-national assessment of artificial intelligence (AI) Chatbot user perceptions in collegiate physics education,Agyare,2025.0
R3,S133,611.0,Habit Predicting Higher Education EFL Students' Intention and Use of AI: A Nexus of UTAUT-2 Model and Metacognition Theory,Rashid,2025.0
R3,S149,254.0,Measuring Graduate Students' Use of ChatGPT in Academic Writing Based on the Technology Acceptance Model,Asiri,2025.0
R3,S157,633.0,Examining the moderating effect of motivation on technology acceptance of generative AI for English as a foreign language learning,Zheng,2024.0
R3,S107,400.0,Integrating AI in Academia: A SEM Evaluation of Research Scholars’ Usage Intentions on ChatGPT,Sharma,2025.0
R3,S025,361.0,What Factors Affect the Adoption Intention and Actual Use of ChatGPT in Higher Education? The Moderating Role of Academic Integrity,Subhani,2025.0
R3,S114,255.0,Predicting EFL Students’ Use of Artificial Intelligence Tool in Advancing Their Writing Skills,Alrishan,2025.0
R3,S124,301.0,Exploring pre-service music teachers' acceptance of generative artificial intelligence: a PLS-SEM-ANN approach,He,2025.0
R3,S098,482.0,What is the influence of psychosocial factors on artificial intelligence appropriation in college students?,Acosta-Enriquez,2025.0
R3,S099,294.0,Artificial intelligence and communication technologies in academia: faculty perceptions and the adoption of generative AI,Shata,2025.0
R3,S008,289.0,Students' behavioural intention to use content generative AI for learning and research: A UTAUT theoretical perspective,Yakubu,2025.0
R3,S083,425.0,College Students' Behavioural Intentions of AI-Assisted Language Learning: Based on the Technology Acceptance Model,Wang,2025.0
R3,S155,242.0,Gen-AI integration in higher education: Predicting intentions using SEM-ANN approach,Jain,2024.0
R3,S173,306.0,Economics students' behavioural intention and usage of ChatGPT in higher education: a hybrid structural equation modelling-artificial neural network approach,Salifua,2024.0
R3,S039,505.0,Patients' Acceptance and Intentions on Using Artificial Intelligence in Dental Diagnosis: Insights From Unified Theory of Acceptance and Use of Technology 2 Model,Naik,2025.0
R3,S123,711.0,Balancing generative AI integration and faculty well-being: evidence from Chinese higher education,Liu,2025.0
R3,S210,400.0,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance with Extended TAM,Kavitha,2024.0
R3,S078,668.0,What Motivates Second Language Majors to Use Generative AI for Informal Learning? Insights From the Theory of Planned Behavior,Wu,2025.0
R3,S143,390.0,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of Assistive Technologies in Academic Success,Elshaer,2025.0
R3,S150,124.0,The Use of Artificial Intelligence in Accounting Classes: Behavioral Insights from Students,Fachrurrozie,2025.0
R3,S024,486.0,Understanding pre-service teachers' acceptance of generative artificial intelligence: an extended technology acceptance model approach,Sun,2025.0
R3,S092,526.0,"Chatting Heavily with ChatGPT: Investigating Usefulness, Privacy, Integrity, Ease, and Intention as Drivers of Technology Acceptance Among Business Communication Students",Qamar,2025.0
R3,S021,,Generative AI in Action: Acceptance and Use Among Higher Education Staff Pre- and Post-training,Møgelvang,2025.0
R3,S171,351.0,Investigating the adoption of AI in higher education: a study of public universities in Indonesia,Helmiatin,2024.0
R3,S137,760.0,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The Perception of Students Towards Accepting and Using Microsoft Copilot,Hasanein,2025.0
R3,S101,332.0,Determining Factors Influencing Indonesian Higher Education Students' Intention to Adopt Artificial Intelligence Tools for Self-Directed Learning Management,Darmono,2025.0
R3,S096,264.0,Insights into the relationship between anxiety and attitudes toward artificial intelligence among nursing students,Ayed,2025.0
R3,S094,517.0,Using Generative AI in nursing education: Students' perceptions,Khlaif,2025.0
R3,S068,320.0,Physics instructors' acceptance and implementation of generative AI,Wattanakasiwich,2025.0
R3,S106,353.0,Unleashing the determinants of adoption of ChatGPT in medical education: A student perspective,Gupta,2025.0
R3,S056,132.0,Examining the influence of individual-level cultural values on CFL learners’ acceptance of ChatGPT for Chinese learning,Sun,2025.0
R3,S085,156.0,Understanding the Effect of Risk Perception on the Acceptance and Use of Large Language Models Among University Students,Rücker,2025.0
R3,S181,347.0,University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Development and Validation,Luo,2024.0
R3,S221,400.0,Use of ChatGPT at University as a Tool for Complex Thinking: Students' Perceived Usefulness,Romero-Rodríguez,2023.0
R3,S183,430.0,Factors Shaping the Adoption of AI Tools among Gen Z: An Extended UTAUT2 Model Investigation Using CB-SEM,Kavitha,2024.0
R3,S004,485.0,Unveiling the drivers of ChatGPT utilization in higher education sectors: the direct role of perceived knowledge and the mediating role of trust in ChatGPT,Amin,2025.0
R3,S121,4861.0,Motivational and appraisal factors shaping generative AI use and intention in Austrian higher education students and teachers,Kinskofer,2025.0
R3,S027,415.0,Factors influencing Chinese college students' intention to use AIGC: a study based on the UTAUT model,Guo,2025.0
R3,S077,308.0,The Influence of Social Support Theory on AI Acceptance: Examining Educational Support and Perceived Usefulness Using SEM Analysis,Aldraiweesh,2025.0
R3,S031,353.0,Association between Generative AI self-efficacy and Generative AI acceptance: The mediating role of Generative AI trust and the moderating role of Generative AI risk perception,Zhang,2025.0
R3,S022,729.0,Instrumental and integrative motivations predict intention to use generative AI chatbots for English learning among undergraduates with non English majors in Chinese private universities,Sun,2025.0
R3,S165,362.0,Impact of AI chatbots on EFL learners' technology adoption,Huang,2024.0
R3,S002,300.0,Determinants of Adopting 3D Technology Integrated With Artificial Intelligence in STEM Higher Education: A UTAUT2 Model Approach,Truong,2025.0
R3,S065,517.0,Examining factors influencing university students' perceptions of AI technologies in academic writing,Qadhi,2025.0
R3,S118,208.0,Faculty acceptance and use of generative artificial intelligence in their practice,Montes,2025.0
R3,S158,503.0,Students' Acceptance of ChatGPT in Higher Education: An Extended Unified Theory of Acceptance and Use of Technology,Strzelecki,2024.0
R3,S207,880.0,Antecedents of adoption and usage of ChatGPT among Jordanian university students: Empirical study,Masa'deh,2024.0
R3,S202,1991.0,The Use of AI-Driven Automation to Enhance Student Learning Experiences in the KSA: An Alternative Pathway to Sustainable Education,Mutambik,2024.0
R3,S131,277.0,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Education,Zaim,2025.0
R3,S206,74.0,Examining generative artificial intelligence adoption in academia: a UTAUT perspective,Patterson,2024.0
R3,S209,523.0,Factors affecting ChatGPT use in education employing TAM: A Jordanian universities’ perspective,Alshurideh,2024.0
R3,S197,237.0,"Modeling Teachers' Acceptance of Generative Artificial Intelligence Use in Higher Education: The Role of AI Literacy, Intelligent TPACK, and Perceived Trust",Al-Abdullatif,2024.0
R4,S222,50.0,Effects and acceptance of precision education in an AI-supported smart learning environment,Hu,2022.0
R4,S218,242.0,To use or not to use? Understanding doctoral students' acceptance of ChatGPT in writing through technology acceptance model,Zou,2023.0
R4,S185,298.0,Factors Influencing the Acceptance of ChatGPT in High Education: An Integrated Model With PLS-SEM and fsQCA Approach,Zhao,2024.0
R4,S194,469.0,Exploring Factors Influencing Gen Z's Acceptance and Adoption of AI and Cloud-Based Applications and Tools in Academic Attainment,Hail,2024.0
R4,S208,526.0,"Artificial intelligence in Jordanian education: Assessing acceptance via perceived cybersecurity, novelty value, and perceived trust",Alzyoud,2024.0
R4,S028,508.0,Impact of perceived ease of use and perceived usefulness of humanoid robots on students' intention to use,Chen,2025.0
R4,S059,645.0,Predictors of university students' acceptance of ChatGPT in Chinese academic context,Wang,2025.0
R4,S145,374.0,Determinants of Student Adoption of Generative AI in Higher Education,Aldreabi,2025.0
R4,S110,353.0,Factors Driving ChatGPT Adoption in Higher Education: A UTAUT-Based Analysis of Student Behavioural Intentions,Siddiqui,2025.0
R4,S147,410.0,Battle of AI chatbots: Graduate students’ perceptions of ChatGPT versus Gemini for learning purposes in Egyptian higher education,Sobaih,2025.0
R4,S016,382.0,Exploring the acceptance of generative artificial intelligence-assisted learning and design creation among students in art design specialties: based on the extended TAM model,Zhu,2025.0
R4,S097,210.0,Applying the technology acceptance model to examine factors influencing chatbot use in HPV prevention education among nursing students,Lai,2025.0
R4,S090,681.0,Generative AI Use Among Saudi and Korean Language Learners in Higher Education: Examination Through a Modified TAM Framework,Almusharraf,2025.0
R4,S176,1214.0,Examining ChatGPT adoption among educators in higher educational institutions using extended UTAUT model,Bhat,2024.0
R4,S047,359.0,Bridging AI literacy and UTAUT constructs: structural equation modeling of AI adoption among Chinese university students,Qi,2025.0
R4,S072,500.0,AI as my teacher: adoption of AI-driven virtual teaching assistants among students using the unified theory of acceptance and use of technology 2,Tran,2025.0
R4,S219,432.0,Modeling Students' Perceptions of Chatbots in Learning: Integrating Technology Acceptance with the Value-Based Adoption Model,Al-Abdullatif,2023.0
R4,S052,524.0,Modeling students’ perceptions of artificial intelligence assisted language learning,An,2025.0
R4,S146,346.0,The Role of Learning Motivation Factors in Deepseek Generative AI Adoption among Higher Education Students in India,Pasupuleti,2025.0
R4,S111,224.0,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDENTS: A PARTIAL LEAST SQUARE-STRUCTURAL EQUATION MODELING APPROACH,Nasidi,2025.0
R4,S045,184.0,Factors influencing the acceptance and use of ChatGPT among English as a foreign language learners in Saudi Arabia,Alotaibi,2025.0
R4,S212,465.0,Every Coin has Two Sides: Navigating Factors of Generative Pre-Trained Transformer Adoption Intentions Among Educators in Thailand,Phongsatha,2024.0
R4,S186,657.0,AI in medical education: the moderating role of the chilling effect and STARA awareness,Wu,2024.0
R4,S163,300.0,Extended TAM based acceptance of AI-Powered ChatGPT for supporting metacognitive self-regulated learning in education: A mixed-methods study,Dahri,2024.0
R4,S048,355.0,"Understanding students' adoption of the ChatGPT chatbot in higher education: the role of anthropomorphism, trust, design novelty and institutional policy",Polyportis,2025.0
R4,S105,40.0,The Use of ChatGPT in Academic Writing by University Students in Jordan,Al-Harahsheh,2025.0
R4,S007,363.0,"Artificial intelligence teaching assistant adoption in university education: Key drivers through the ability, motivation and opportunity framework",Chanda,2025.0
R4,S017,249.0,Are university teachers ready for generative artificial intelligence? Unpacking faculty anxiety in the ChatGPT era,Verano‐Tacoronte,2025.0
R4,S142,368.0,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in Peruvian University Teachers: A Structural Equation Modeling Analysis,Acosta-Enriquez,2025.0
R4,S117,245.0,Factors Influencing International Students' Adoption of Generative Artificial Intelligence: The Mediating Role of Perceived Values and Attitudes,Ittefaq,2025.0
R4,S012,1190.0,College students' use behavior of generative AI and its influencing factors under the unified theory of acceptance and use of technology model,Xu,2025.0
R4,S073,405.0,Developing enrollment intentions for work-based learning that uses artificial intelligence (AI): aspects for marketing interventions for higher education institutions,Negm,2025.0
R4,S184,907.0,Development and Validation of the Artificial Intelligence Learning Intention Scale (AILIS) for University Students,Chai,2024.0
R4,S214,1117.0,ChatGPT in higher education learning: Acceptance and use,Habibi,2023.0
R4,S013,460.0,Exploring factors that influence graduate students' intention to use generative artificial intelligence in academic research: PLS-SEM and fsQCA methods,Yu,2025.0
R4,S167,509.0,Factors Influencing Learner Attitudes Towards ChatGPT-Assisted Language Learning in Higher Education,Cai,2024.0
R4,S198,520.0,Examining Students' Acceptance and Use of ChatGPT in Saudi Arabian Higher Education,Sobaih,2024.0
R4,S020,249.0,Is Anxiety Affecting the Adoption of ChatGPT in University Teaching? A Gender Perspective,Bolívar-Cruz,2025.0
R4,S055,486.0,"Predictors of higher education students' behavioural intention and usage of ChatGPT: the moderating roles of age, gender and experience",Arthur,2025.0
R4,S026,510.0,Exploring the usage behavior of generative artificial intelligence: a case study of ChatGPT with insights into the moderating effects of habit and personal innovativeness,Wu,2025.0
R4,S100,682.0,AI in medical education: the moderating role of the chilling effect and STARA awareness,Wang,2024.0
R4,S050,500.0,Examining factors influencing university students' adoption of generative artificial intelligence: a cross-country study,Zhao,2025.0
R4,S109,1066.0,Acceptance of AI-Powered Chatbots Among Physiotherapy Students: International Cross-Sectional Study,El-Sobkey,2025.0
R4,S144,392.0,Research Article A detailed examination of faculty acceptance of artificial intelligence: Insights from key variables,Bilgin,2025.0
R4,S125,498.0,"Exploring AI tool adoption in higher education: evidence from a PLS-SEM model integrating multimodal literacy, self-efficacy, and university support",Zhao,2025.0
R4,S010,296.0,International perspectives on artificial intelligence in higher education: An explorative study of students' intention to use ChatGPT across the Nordic countries and the USA,Faraon,2025.0
R4,S215,330.0,The impact of technology readiness and use perceptions on students’ adoption of artificial intelligence: the moderating role of gender,Nouraldeen,2023.0
R4,S057,582.0,Proposing a conceptual model for the adoption of artificial intelligence by teachers in STEM education,Ateş,2025.0
R4,S174,1380.0,Students' adoption of AI-based teacher-bots (T-bots) for learning in higher education,Pillai,2024.0
R4,S154,108.0,Factors influencing students' intention to adopt and use ChatGPT in higher education: A study in the Vietnamese context,Maheshwari,2024.0
R4,S170,90.0,Exploring pre-service biology teachers' intention to teach genetics using an AI intelligent tutoring - based system,Adelana,2024.0
R4,S130,500.0,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mindset in Generative Artificial Intelligence Usage in Higher Education,Chow,2025.0
R4,S225,302.0,AI-Based Chatbots Adoption Model for Higher-Education Institutions: A Hybrid PLS-SEM-Neural Network Modelling Approach,Mohd Rahim,2022.0
R4,S193,186.0,Using Artificial Intelligence Technology to Improve Business English Language Teaching Effectiveness,Huang,2024.0
R4,S060,415.0,Factors affecting EFL students' behavioral intention to use AI in EFL writing development,Guo,2025.0
R4,S160,351.0,"Exploring the paradoxical use of ChatGPT in education: Analyzing benefits, risks, and coping strategies through integrated UTAUT and PMT theories using a hybrid approach of SEM and fsQCA",Hsu,2024.0
R4,S141,793.0,Artificial Intelligence Adoption Amongst Digitally Proficient Trainee Teachers: A Structural Equation Modelling Approach,Morales-Cevallos,2025.0
R4,S043,210.0,University EFL instructors' engagement with generative AI: A cross-cultural analysis,Abdelhalim,2025.0
R4,S213,473.0,Exploring the role of intrinsic motivation in ChatGPT adoption to support active learning: An extension of the technology acceptance model,Lai,2023.0
R4,S127,265.0,Academic Level as a Moderator in University Students' Acceptance of Educational AI Chatbots: An Extended TAM3 Model,Xiao,2025.0
R4,S089,322.0,Impact of AI adoption on the digital workplace and accounting education for university students,Tran,2025.0
R4,S075,402.0,Exploring student adoption of ChatGPT: an extended UTAUT2 framework analysis using structural equation modeling,Rana,2025.0
R4,S058,485.0,The Implications of Generative Artificial Intelligence in Gastronomy and Culinary Arts Education: An Extended TAM Approach,Boz,2025.0
R4,S108,114.0,The impact of artificial intelligence on maker education: Motivation and technology acceptance in teacher training,Quintana-Ordorika,2025.0
R4,S067,598.0,Understanding behavioral intentions of UG and PG students in Tier II Indian cities toward AI-technology adoption in higher education: a mixed-methods approach using the SOR model,Yadav,2025.0
R4,S103,770.0,Antecedents of students' behavioral intention to use generative artificial intelligence: Quantitative research,Lenart,2025.0
R4,S069,597.0,"Dimensions of artificial intelligence acceptance among pre-service EFL teachers: exploring usability, usefulness, social norms, ethics and intentions using ChatGPT",AL-Qadri,2025.0
R4,S063,388.0,Student utilization and perceptions of AI technology for academic purposes: a mixed-method analysis,Sustaningrum,2025.0
R4,S119,432.0,The moderating role of ethnic culture on adoption intention of generative artificial intelligence among university students,Cao,2025.0
R4,S093,127.0,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approach,Alqaisi,2025.0
R4,S153,207.0,Investigating student acceptance of an academic advising chatbot in higher education institutions,Bilquise,2024.0
R4,S132,147.0,Understanding the Role of Mentorship in Technology Adoption among College Students,Lee,2024.0
R4,S049,419.0,Generative AI-Assisted L2 Writing: Acceptance and Behavioral Intention among Graduate Students,Yang,2024.0
R4,S066,300.0,The role of perceived trust and technology anxiety in intention to use technology tools in HEI: applying the modified UTAUT from user behavior context,Joshi,2025.0
R4,S162,156.0,Chat-GPT; validating Technology Acceptance Model (TAM) in education sector via ubiquitous learning mechanism,Saif,2024.0
R4,S136,105.0,Factors Influencing the Reported Intention of Higher Vocational Computer Science Students in China to Use AI After Ethical Training: A Study in Guangdong Province,Zou,2025.0
R4,S188,147.0,New Challenges of Learning Accounting With Artificial Intelligence: The Role of Innovation and Trust in Technology,Musyaffi,2023.0
R4,S080,251.0,Determinants of Generative AI Adoption Through the UTAUT Model: Insights From Postgraduate Business Students,Lazarte-Aguirre,2025.0
R4,S216,348.0,Understanding the Factors Influencing Higher Education Students' Intention to Adopt Artificial Intelligence-Based Robots,AlGerafi,2023.0
R4,S088,353.0,Generative AI in Higher Education Assessments: Examining Risk and Tech-Savviness on Student's Adoption,Oc,2025.0
R4,S192,693.0,"Utilization of, Perceptions on, and Intention to Use AI Chatbots Among Medical Students in China: National Cross-Sectional Study",Tao,2024.0
R4,S006,1167.0,Exploring the adoption of AI-enabled English learning applications among university students using extended UTAUT2 model,Liu,2025.0
R4,S003,195.0,The moderating role of technology proficiency and academic discipline in AI-chatbot adoption within higher education: Insights from a PLS-SEM analysis,Saihi,2025.0
R4,S037,635.0,"Factors influencing intention to adopt an AI chatbot for learning in higher education: An integrated PLS-SEM, IPMA, and ANN approach",Guo,2025.0
R4,S112,500.0,Determinants of Generative AI Adoption in Higher Education: A Social Science Perspective on Thai Faculty Behavioral Intentions,Liang,2025.0
R4,S040,290.0,Integrating AI chatbots for enhancing academic support in business education: A SEM-Based study toward sustainable learning,Alwakid,2025.0
R4,S224,301.0,"Adoption, use and enhancement of virtual learning during COVID-19",Zhou,2022.0
R4,S116,8496.0,Higher education students' ChatGPT use behavior: Structural equation modelling of contributing factors through a modified UTAUT model,Owan,2025.0
R4,S172,330.0,An exploratory study of artificial intelligence adoption in higher education,Nagy,2024.0
R4,S159,483.0,"Integrating the adapted UTAUT model with moral obligation, trust and perceived risk to predict ChatGPT adoption for assessment support: A survey with students",Lai,2024.0
R4,S134,484.0,Learners' Acceptance of ChatGPT in School,Conrad,2025.0
R4,S082,308.0,What Drives University Students to Use ChatGPT for Translation? Disciplinary and Experiential Influences,Wang,2025.0
R4,S182,380.0,Factors Influencing University Students' Behavioural Intention to Use Generative Artificial Intelligence for Educational Purposes Based on a Revised UTAUT2 Model,Tang,2024.0
R4,S199,197.0,Determinants of Humanities and Social Sciences Students' Intentions to Use Artificial Intelligence Applications for Academic Purposes,Lavidas,2024.0
R4,S148,603.0,"Student acceptance of ChatGPT in higher education: A mixed-method study of attitudes, intentions, and concerns",Stroud,2025.0
R4,S122,842.0,Adoption intention of generative artificial intelligence among Chinese college students: an extended TAM-UTAUT2 model from the four-helix perspective,Jiang,2025.0
R4,S034,148.0,What influences college students using AI for academic writing? - A quantitative analysis based on HISAM and TRI theory,Cui,2025.0
R4,S062,729.0,Factors influencing the acceptance and usage of ChatGPT as an emerging learning tool among higher education students in Bangladesh: a structural equation modeling,Howlader,2025.0
R4,S129,300.0,Examining the Influence of AI on Python Programming Education: An Empirical Study and Analysis of Student Acceptance Through TAM3,Alanazi,2025.0
R4,S205,136.0,Factors Affecting the Adoption and Use of ChatGPT in Higher Education,Alshammari,2024.0
R4,S126,194.0,Prediction of the Use of Generative Artificial Intelligence Through ChatGPT Among Costa Rican University Students: A PLS Model Based on UTAUT2,Cabero-Almenara,2025.0
R4,S115,112.0,Investigating EFL Learners’ Perceptions of Using AI to Enhance English Vocabulary Acquisition Based on The Technology Acceptance Model,Alsakaker,2025.0
R4,S029,411.0,Key factors influencing intention to use ChatGPT: An empirical study of U. S. students,Pham,2025.0
R4,S139,435.0,Determinants of ChatGPT Adoption Intention in Higher Education: Expanding on TAM with the Mediating Roles of Trust and Risk,Balaskas,2025.0
R4,S014,750.0,The role of perceived utility and ethical concerns in the adoption of AI-based data analysis tools: A multi-group structural equation model analysis among academic researchers,Zhang,2025.0
R4,S036,480.0,Factors affecting acceptance of ChatGPT-4o by English language instructors: The extended TAM approach,Kilic,2025.0
R4,S061,473.0,Leveraging AI in academia: university students' adoption of ChatGPT for writing coursework (take home) assignments through the lens of UTAUT2,Namatovu,2025.0
R4,S203,303.0,Exploring the Key Factors Influencing College Students' Willingness to Use AI Coding Assistant Tools: An Expanded Technology Acceptance Model,Pan,2024.0
