coder,sheet,study_id,construct_1,construct_2,pair,r_value,original_beta,r_source,source_location,flag,notes,sample_size
R2,CORRELATIONS,S005,ANX,ATT,ANX-ATT,,0.189,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ANX,BI,ANX-BI,,0.174,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ANX,EE,ANX-EE,,,,,,,230.0
R2,CORRELATIONS,S005,ANX,FC,ANX-FC,,,,,,,230.0
R2,CORRELATIONS,S005,ANX,PE,ANX-PE,,0.233,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ANX,SE,ANX-SE,,0.173,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ANX,SI,ANX-SI,,,,,,,230.0
R2,CORRELATIONS,S005,ANX,TRU,ANX-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,ANX,UB,ANX-UB,,,,,,,230.0
R2,CORRELATIONS,S005,ATT,BI,ATT-BI,,0.653,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ATT,EE,ATT-EE,,,,,,,230.0
R2,CORRELATIONS,S005,ATT,FC,ATT-FC,,,,,,,230.0
R2,CORRELATIONS,S005,ATT,PE,ATT-PE,,0.639,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ATT,SE,ATT-SE,,0.656,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,ATT,SI,ATT-SI,,,,,,,230.0
R2,CORRELATIONS,S005,ATT,TRU,ATT-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,ATT,UB,ATT-UB,,,,,,,230.0
R2,CORRELATIONS,S005,BI,EE,BI-EE,,,,,,,230.0
R2,CORRELATIONS,S005,BI,FC,BI-FC,,,,,,,230.0
R2,CORRELATIONS,S005,BI,PE,BI-PE,,0.706,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,BI,SE,BI-SE,,0.722,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,BI,SI,BI-SI,,,,,,,230.0
R2,CORRELATIONS,S005,BI,TRU,BI-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,BI,UB,BI-UB,,,,,,,230.0
R2,CORRELATIONS,S005,EE,FC,EE-FC,,,,,,,230.0
R2,CORRELATIONS,S005,EE,PE,EE-PE,,,,,,,230.0
R2,CORRELATIONS,S005,EE,SE,EE-SE,,,,,,,230.0
R2,CORRELATIONS,S005,EE,SI,EE-SI,,,,,,,230.0
R2,CORRELATIONS,S005,EE,TRU,EE-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,EE,UB,EE-UB,,,,,,,230.0
R2,CORRELATIONS,S005,FC,PE,FC-PE,,,,,,,230.0
R2,CORRELATIONS,S005,FC,SE,FC-SE,,,,,,,230.0
R2,CORRELATIONS,S005,FC,SI,FC-SI,,,,,,,230.0
R2,CORRELATIONS,S005,FC,TRU,FC-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,FC,UB,FC-UB,,,,,,,230.0
R2,CORRELATIONS,S005,PE,SE,PE-SE,,0.663,direct,Table 2,,,230.0
R2,CORRELATIONS,S005,PE,SI,PE-SI,,,,,,,230.0
R2,CORRELATIONS,S005,PE,TRU,PE-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,PE,UB,PE-UB,,,,,,,230.0
R2,CORRELATIONS,S005,SE,SI,SE-SI,,,,,,,230.0
R2,CORRELATIONS,S005,SE,TRU,SE-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,SE,UB,SE-UB,,,,,,,230.0
R2,CORRELATIONS,S005,SI,TRU,SI-TRU,,,,,,,230.0
R2,CORRELATIONS,S005,SI,UB,SI-UB,,,,,,,230.0
R2,CORRELATIONS,S005,TRU,UB,TRU-UB,,,,,,,230.0
R2,CORRELATIONS,S168,ANX,ATT,ANX-ATT,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,BI,ANX-BI,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,EE,ANX-EE,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,FC,ANX-FC,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,PE,ANX-PE,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,SE,ANX-SE,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,SI,ANX-SI,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,TRU,ANX-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,ANX,UB,ANX-UB,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,BI,ATT-BI,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,EE,ATT-EE,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,FC,ATT-FC,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,PE,ATT-PE,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,SE,ATT-SE,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,SI,ATT-SI,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,TRU,ATT-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,ATT,UB,ATT-UB,,,,,,,534.0
R2,CORRELATIONS,S168,BI,EE,BI-EE,,0.085,beta_converted,Table 4,,,534.0
R2,CORRELATIONS,S168,BI,FC,BI-FC,,-0.005,beta_converted,Table 4,,,534.0
R2,CORRELATIONS,S168,BI,PE,BI-PE,,0.261,beta_converted,Table 4,,,534.0
R2,CORRELATIONS,S168,BI,SE,BI-SE,,,,,,,534.0
R2,CORRELATIONS,S168,BI,SI,BI-SI,,0.099,beta_converted,Table 4,,,534.0
R2,CORRELATIONS,S168,BI,TRU,BI-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,BI,UB,BI-UB,,0.415,beta_converted,Table 4,,,534.0
R2,CORRELATIONS,S168,EE,FC,EE-FC,,,,,,,534.0
R2,CORRELATIONS,S168,EE,PE,EE-PE,,,,,,,534.0
R2,CORRELATIONS,S168,EE,SE,EE-SE,,,,,,,534.0
R2,CORRELATIONS,S168,EE,SI,EE-SI,,,,,,,534.0
R2,CORRELATIONS,S168,EE,TRU,EE-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,EE,UB,EE-UB,,,,,,,534.0
R2,CORRELATIONS,S168,FC,PE,FC-PE,,,,,,,534.0
R2,CORRELATIONS,S168,FC,SE,FC-SE,,,,,,,534.0
R2,CORRELATIONS,S168,FC,SI,FC-SI,,,,,,,534.0
R2,CORRELATIONS,S168,FC,TRU,FC-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,FC,UB,FC-UB,,0.179,beta_converted,Table 4,,,534.0
R2,CORRELATIONS,S168,PE,SE,PE-SE,,,,,,,534.0
R2,CORRELATIONS,S168,PE,SI,PE-SI,,,,,,,534.0
R2,CORRELATIONS,S168,PE,TRU,PE-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,PE,UB,PE-UB,,,,,,,534.0
R2,CORRELATIONS,S168,SE,SI,SE-SI,,,,,,,534.0
R2,CORRELATIONS,S168,SE,TRU,SE-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,SE,UB,SE-UB,,,,,,,534.0
R2,CORRELATIONS,S168,SI,TRU,SI-TRU,,,,,,,534.0
R2,CORRELATIONS,S168,SI,UB,SI-UB,,,,,,,534.0
R2,CORRELATIONS,S168,TRU,UB,TRU-UB,,,,,,,534.0
R2,CORRELATIONS,S054,ANX,ATT,ANX-ATT,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,BI,ANX-BI,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,EE,ANX-EE,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,FC,ANX-FC,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,PE,ANX-PE,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,SE,ANX-SE,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,SI,ANX-SI,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,TRU,ANX-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,ANX,UB,ANX-UB,,,,,,,299.0
R2,CORRELATIONS,S054,ATT,BI,ATT-BI,,0.635,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,ATT,EE,ATT-EE,,0.604,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,ATT,FC,ATT-FC,,0.522,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,ATT,PE,ATT-PE,,0.737,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,ATT,SE,ATT-SE,,,,,,,299.0
R2,CORRELATIONS,S054,ATT,SI,ATT-SI,,0.521,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,ATT,TRU,ATT-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,ATT,UB,ATT-UB,,,,,,,299.0
R2,CORRELATIONS,S054,BI,EE,BI-EE,,0.618,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,BI,FC,BI-FC,,0.615,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,BI,PE,BI-PE,,0.48,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,BI,SE,BI-SE,,,,,,,299.0
R2,CORRELATIONS,S054,BI,SI,BI-SI,,0.542,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,BI,TRU,BI-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,BI,UB,BI-UB,,,,,,,299.0
R2,CORRELATIONS,S054,EE,FC,EE-FC,,0.708,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,EE,PE,EE-PE,,0.491,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,EE,SE,EE-SE,,,,,,,299.0
R2,CORRELATIONS,S054,EE,SI,EE-SI,,0.617,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,EE,TRU,EE-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,EE,UB,EE-UB,,,,,,,299.0
R2,CORRELATIONS,S054,FC,PE,FC-PE,,0.421,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,FC,SE,FC-SE,,,,,,,299.0
R2,CORRELATIONS,S054,FC,SI,FC-SI,,0.68,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,FC,TRU,FC-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,FC,UB,FC-UB,,,,,,,299.0
R2,CORRELATIONS,S054,PE,SE,PE-SE,,,,,,,299.0
R2,CORRELATIONS,S054,PE,SI,PE-SI,,0.472,direct,Table 4,,,299.0
R2,CORRELATIONS,S054,PE,TRU,PE-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,PE,UB,PE-UB,,,,,,,299.0
R2,CORRELATIONS,S054,SE,SI,SE-SI,,,,,,,299.0
R2,CORRELATIONS,S054,SE,TRU,SE-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,SE,UB,SE-UB,,,,,,,299.0
R2,CORRELATIONS,S054,SI,TRU,SI-TRU,,,,,,,299.0
R2,CORRELATIONS,S054,SI,UB,SI-UB,,,,,,,299.0
R2,CORRELATIONS,S054,TRU,UB,TRU-UB,,,,,,,299.0
R2,CORRELATIONS,S220,ANX,ATT,ANX-ATT,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,BI,ANX-BI,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,EE,ANX-EE,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,FC,ANX-FC,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,PE,ANX-PE,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,SE,ANX-SE,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,SI,ANX-SI,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,TRU,ANX-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,ANX,UB,ANX-UB,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,BI,ATT-BI,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,EE,ATT-EE,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,FC,ATT-FC,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,PE,ATT-PE,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,SE,ATT-SE,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,SI,ATT-SI,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,TRU,ATT-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,ATT,UB,ATT-UB,,,,,,,278.0
R2,CORRELATIONS,S220,BI,EE,BI-EE,,,,,,,278.0
R2,CORRELATIONS,S220,BI,FC,BI-FC,,,,,,,278.0
R2,CORRELATIONS,S220,BI,PE,BI-PE,,0.37,beta_converted,Figure 2,,,278.0
R2,CORRELATIONS,S220,BI,SE,BI-SE,,,,,,,278.0
R2,CORRELATIONS,S220,BI,SI,BI-SI,,,,,,,278.0
R2,CORRELATIONS,S220,BI,TRU,BI-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,BI,UB,BI-UB,,,,,,,278.0
R2,CORRELATIONS,S220,EE,FC,EE-FC,,,,,,,278.0
R2,CORRELATIONS,S220,EE,PE,EE-PE,,0.22,beta_converted,Figure 2,,,278.0
R2,CORRELATIONS,S220,EE,SE,EE-SE,,,,,,,278.0
R2,CORRELATIONS,S220,EE,SI,EE-SI,,,,,,,278.0
R2,CORRELATIONS,S220,EE,TRU,EE-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,EE,UB,EE-UB,,,,,,,278.0
R2,CORRELATIONS,S220,FC,PE,FC-PE,,,,,,,278.0
R2,CORRELATIONS,S220,FC,SE,FC-SE,,,,,,,278.0
R2,CORRELATIONS,S220,FC,SI,FC-SI,,,,,,,278.0
R2,CORRELATIONS,S220,FC,TRU,FC-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,FC,UB,FC-UB,,,,,,,278.0
R2,CORRELATIONS,S220,PE,SE,PE-SE,,,,,,,278.0
R2,CORRELATIONS,S220,PE,SI,PE-SI,,,,,,,278.0
R2,CORRELATIONS,S220,PE,TRU,PE-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,PE,UB,PE-UB,,,,,,,278.0
R2,CORRELATIONS,S220,SE,SI,SE-SI,,,,,,,278.0
R2,CORRELATIONS,S220,SE,TRU,SE-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,SE,UB,SE-UB,,,,,,,278.0
R2,CORRELATIONS,S220,SI,TRU,SI-TRU,,,,,,,278.0
R2,CORRELATIONS,S220,SI,UB,SI-UB,,,,,,,278.0
R2,CORRELATIONS,S220,TRU,UB,TRU-UB,,,,,,,278.0
R2,CORRELATIONS,S011,ANX,ATT,ANX-ATT,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,BI,ANX-BI,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,EE,ANX-EE,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,FC,ANX-FC,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,PE,ANX-PE,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,SE,ANX-SE,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,SI,ANX-SI,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,TRU,ANX-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,ANX,UB,ANX-UB,,,,,,,304.0
R2,CORRELATIONS,S011,ATT,BI,ATT-BI,,0.241,beta_converted,Table 6,,,304.0
R2,CORRELATIONS,S011,ATT,EE,ATT-EE,,0.242,beta_converted,Table 6,,,304.0
R2,CORRELATIONS,S011,ATT,FC,ATT-FC,,,,,,,304.0
R2,CORRELATIONS,S011,ATT,PE,ATT-PE,,0.227,beta_converted,Table 6,,,304.0
R2,CORRELATIONS,S011,ATT,SE,ATT-SE,,,,,,,304.0
R2,CORRELATIONS,S011,ATT,SI,ATT-SI,,,,,,,304.0
R2,CORRELATIONS,S011,ATT,TRU,ATT-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,ATT,UB,ATT-UB,,,,,,,304.0
R2,CORRELATIONS,S011,BI,EE,BI-EE,,,,,,,304.0
R2,CORRELATIONS,S011,BI,FC,BI-FC,,,,,,,304.0
R2,CORRELATIONS,S011,BI,PE,BI-PE,,,,,,,304.0
R2,CORRELATIONS,S011,BI,SE,BI-SE,,,,,,,304.0
R2,CORRELATIONS,S011,BI,SI,BI-SI,,,,,,,304.0
R2,CORRELATIONS,S011,BI,TRU,BI-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,BI,UB,BI-UB,,,,,,,304.0
R2,CORRELATIONS,S011,EE,FC,EE-FC,,,,,,,304.0
R2,CORRELATIONS,S011,EE,PE,EE-PE,,,,,,,304.0
R2,CORRELATIONS,S011,EE,SE,EE-SE,,,,,,,304.0
R2,CORRELATIONS,S011,EE,SI,EE-SI,,,,,,,304.0
R2,CORRELATIONS,S011,EE,TRU,EE-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,EE,UB,EE-UB,,,,,,,304.0
R2,CORRELATIONS,S011,FC,PE,FC-PE,,,,,,,304.0
R2,CORRELATIONS,S011,FC,SE,FC-SE,,,,,,,304.0
R2,CORRELATIONS,S011,FC,SI,FC-SI,,,,,,,304.0
R2,CORRELATIONS,S011,FC,TRU,FC-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,FC,UB,FC-UB,,,,,,,304.0
R2,CORRELATIONS,S011,PE,SE,PE-SE,,,,,,,304.0
R2,CORRELATIONS,S011,PE,SI,PE-SI,,,,,,,304.0
R2,CORRELATIONS,S011,PE,TRU,PE-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,PE,UB,PE-UB,,,,,,,304.0
R2,CORRELATIONS,S011,SE,SI,SE-SI,,,,,,,304.0
R2,CORRELATIONS,S011,SE,TRU,SE-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,SE,UB,SE-UB,,,,,,,304.0
R2,CORRELATIONS,S011,SI,TRU,SI-TRU,,,,,,,304.0
R2,CORRELATIONS,S011,SI,UB,SI-UB,,,,,,,304.0
R2,CORRELATIONS,S011,TRU,UB,TRU-UB,,,,,,,304.0
R2,CORRELATIONS,S180,ANX,ATT,ANX-ATT,,,,,,,
R2,CORRELATIONS,S180,ANX,BI,ANX-BI,,,,,,,
R2,CORRELATIONS,S180,ANX,EE,ANX-EE,,,,,,,
R2,CORRELATIONS,S180,ANX,FC,ANX-FC,,,,,,,
R2,CORRELATIONS,S180,ANX,PE,ANX-PE,,,,,,,
R2,CORRELATIONS,S180,ANX,SE,ANX-SE,,,,,,,
R2,CORRELATIONS,S180,ANX,SI,ANX-SI,,,,,,,
R2,CORRELATIONS,S180,ANX,TRU,ANX-TRU,,,,,,,
R2,CORRELATIONS,S180,ANX,UB,ANX-UB,,,,,,,
R2,CORRELATIONS,S180,ATT,BI,ATT-BI,,,,,,,
R2,CORRELATIONS,S180,ATT,EE,ATT-EE,,,,,,,
R2,CORRELATIONS,S180,ATT,FC,ATT-FC,,,,,,,
R2,CORRELATIONS,S180,ATT,PE,ATT-PE,,,,,,,
R2,CORRELATIONS,S180,ATT,SE,ATT-SE,,,,,,,
R2,CORRELATIONS,S180,ATT,SI,ATT-SI,,,,,,,
R2,CORRELATIONS,S180,ATT,TRU,ATT-TRU,,,,,,,
R2,CORRELATIONS,S180,ATT,UB,ATT-UB,,,,,,,
R2,CORRELATIONS,S180,BI,EE,BI-EE,,,,,,,
R2,CORRELATIONS,S180,BI,FC,BI-FC,,,,,,,
R2,CORRELATIONS,S180,BI,PE,BI-PE,,,,,,,
R2,CORRELATIONS,S180,BI,SE,BI-SE,,,,,,,
R2,CORRELATIONS,S180,BI,SI,BI-SI,,,,,,,
R2,CORRELATIONS,S180,BI,TRU,BI-TRU,,,,,,,
R2,CORRELATIONS,S180,BI,UB,BI-UB,,,,,,,
R2,CORRELATIONS,S180,EE,FC,EE-FC,,,,,,,
R2,CORRELATIONS,S180,EE,PE,EE-PE,,,,,,,
R2,CORRELATIONS,S180,EE,SE,EE-SE,,,,,,,
R2,CORRELATIONS,S180,EE,SI,EE-SI,,,,,,,
R2,CORRELATIONS,S180,EE,TRU,EE-TRU,,,,,,,
R2,CORRELATIONS,S180,EE,UB,EE-UB,,,,,,,
R2,CORRELATIONS,S180,FC,PE,FC-PE,,,,,,,
R2,CORRELATIONS,S180,FC,SE,FC-SE,,,,,,,
R2,CORRELATIONS,S180,FC,SI,FC-SI,,,,,,,
R2,CORRELATIONS,S180,FC,TRU,FC-TRU,,,,,,,
R2,CORRELATIONS,S180,FC,UB,FC-UB,,,,,,,
R2,CORRELATIONS,S180,PE,SE,PE-SE,,,,,,,
R2,CORRELATIONS,S180,PE,SI,PE-SI,,,,,,,
R2,CORRELATIONS,S180,PE,TRU,PE-TRU,,,,,,,
R2,CORRELATIONS,S180,PE,UB,PE-UB,,,,,,,
R2,CORRELATIONS,S180,SE,SI,SE-SI,,,,,,,
R2,CORRELATIONS,S180,SE,TRU,SE-TRU,,,,,,,
R2,CORRELATIONS,S180,SE,UB,SE-UB,,,,,,,
R2,CORRELATIONS,S180,SI,TRU,SI-TRU,,,,,,,
R2,CORRELATIONS,S180,SI,UB,SI-UB,,,,,,,
R2,CORRELATIONS,S180,TRU,UB,TRU-UB,,,,,,,
R2,CORRELATIONS,S044,ANX,ATT,ANX-ATT,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,BI,ANX-BI,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,EE,ANX-EE,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,FC,ANX-FC,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,PE,ANX-PE,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,SE,ANX-SE,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,SI,ANX-SI,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,TRU,ANX-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,ANX,UB,ANX-UB,,,,,,,441.0
R2,CORRELATIONS,S044,ATT,BI,ATT-BI,,,,,,,441.0
R2,CORRELATIONS,S044,ATT,EE,ATT-EE,,0.532,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,ATT,FC,ATT-FC,,0.569,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,ATT,PE,ATT-PE,,0.655,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,ATT,SE,ATT-SE,,,,,,,441.0
R2,CORRELATIONS,S044,ATT,SI,ATT-SI,,0.635,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,ATT,TRU,ATT-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,ATT,UB,ATT-UB,,,,,,,441.0
R2,CORRELATIONS,S044,BI,EE,BI-EE,,,,,,,441.0
R2,CORRELATIONS,S044,BI,FC,BI-FC,,,,,,,441.0
R2,CORRELATIONS,S044,BI,PE,BI-PE,,,,,,,441.0
R2,CORRELATIONS,S044,BI,SE,BI-SE,,,,,,,441.0
R2,CORRELATIONS,S044,BI,SI,BI-SI,,,,,,,441.0
R2,CORRELATIONS,S044,BI,TRU,BI-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,BI,UB,BI-UB,,,,,,,441.0
R2,CORRELATIONS,S044,EE,FC,EE-FC,,0.635,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,EE,PE,EE-PE,,0.543,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,EE,SE,EE-SE,,,,,,,441.0
R2,CORRELATIONS,S044,EE,SI,EE-SI,,0.546,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,EE,TRU,EE-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,EE,UB,EE-UB,,,,,,,441.0
R2,CORRELATIONS,S044,FC,PE,FC-PE,,0.677,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,FC,SE,FC-SE,,,,,,,441.0
R2,CORRELATIONS,S044,FC,SI,FC-SI,,0.472,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,FC,TRU,FC-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,FC,UB,FC-UB,,,,,,,441.0
R2,CORRELATIONS,S044,PE,SE,PE-SE,,,,,,,441.0
R2,CORRELATIONS,S044,PE,SI,PE-SI,,0.546,direct,Table 2,,,441.0
R2,CORRELATIONS,S044,PE,TRU,PE-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,PE,UB,PE-UB,,,,,,,441.0
R2,CORRELATIONS,S044,SE,SI,SE-SI,,,,,,,441.0
R2,CORRELATIONS,S044,SE,TRU,SE-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,SE,UB,SE-UB,,,,,,,441.0
R2,CORRELATIONS,S044,SI,TRU,SI-TRU,,,,,,,441.0
R2,CORRELATIONS,S044,SI,UB,SI-UB,,,,,,,441.0
R2,CORRELATIONS,S044,TRU,UB,TRU-UB,,,,,,,441.0
R2,CORRELATIONS,S151,ANX,ATT,ANX-ATT,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,BI,ANX-BI,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,EE,ANX-EE,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,FC,ANX-FC,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,PE,ANX-PE,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,SE,ANX-SE,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,SI,ANX-SI,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,TRU,ANX-TRU,,,,,,,295.0
R2,CORRELATIONS,S151,ANX,UB,ANX-UB,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,BI,ATT-BI,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,EE,ATT-EE,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,FC,ATT-FC,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,PE,ATT-PE,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,SE,ATT-SE,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,SI,ATT-SI,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,TRU,ATT-TRU,,,,,,,295.0
R2,CORRELATIONS,S151,ATT,UB,ATT-UB,,,,,,,295.0
R2,CORRELATIONS,S151,BI,EE,BI-EE,,,,,,,295.0
R2,CORRELATIONS,S151,BI,FC,BI-FC,,,,,,,295.0
R2,CORRELATIONS,S151,BI,PE,BI-PE,,,,,,,295.0
R2,CORRELATIONS,S151,BI,SE,BI-SE,,,,,,,295.0
R2,CORRELATIONS,S151,BI,SI,BI-SI,,,,,,,295.0
R2,CORRELATIONS,S151,BI,TRU,BI-TRU,,,,,,,295.0
R2,CORRELATIONS,S151,BI,UB,BI-UB,,,,,,,295.0
R2,CORRELATIONS,S151,EE,FC,EE-FC,,0.536,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,EE,PE,EE-PE,,0.46,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,EE,SE,EE-SE,,0.42,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,EE,SI,EE-SI,,,,,,,295.0
R2,CORRELATIONS,S151,EE,TRU,EE-TRU,,,,,,,295.0
R2,CORRELATIONS,S151,EE,UB,EE-UB,,0.544,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,FC,PE,FC-PE,,0.469,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,FC,SE,FC-SE,,0.504,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,FC,SI,FC-SI,,,,,,,295.0
R2,CORRELATIONS,S151,FC,TRU,FC-TRU,,,,,,,295.0
R2,CORRELATIONS,S151,FC,UB,FC-UB,,0.504,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,PE,SE,PE-SE,,0.481,direct,Table 2,,,295.0
R2,CORRELATIONS,S151,PE,SI,PE-SI,,,,,,,295.0
R2,CORRELATIONS,S151,PE,TRU,PE-TRU,,,,,,,295.0
R2,CORRELATIONS,S151,PE,UB,PE-UB,,0.571,direct,Table 2,,,295.0
