study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location,source_packet_exists,pdf_exists,pdf_path,value_found_in_source_packet_text,value_found_in_pdf_text,flag,notes
S138,BI-SI,BI,SI,0.561,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,BI-TRU,BI,TRU,0.763,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,BI-UB,BI,UB,0.602,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,EE-PE,EE,PE,0.73,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,EE-SI,EE,SI,0.57,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,EE-TRU,EE,TRU,0.719,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,EE-UB,EE,UB,0.582,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,PE-SI,PE,SI,0.516,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,PE-TRU,PE,TRU,0.681,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,PE-UB,PE,UB,0.592,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,SI-TRU,SI,TRU,0.572,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,SI-UB,SI,UB,0.403,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,TRU-UB,TRU,UB,0.597,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,BI-EE,BI,EE,0.686,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,BI-PE,BI,PE,0.733,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,BI-SI,BI,SI,0.561,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,BI-TRU,BI,TRU,0.763,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,BI-UB,BI,UB,0.602,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,EE-PE,EE,PE,0.73,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,EE-SI,EE,SI,0.57,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,EE-TRU,EE,TRU,0.719,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,EE-UB,EE,UB,0.582,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,PE-SI,PE,SI,0.516,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,PE-TRU,PE,TRU,0.681,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,PE-UB,PE,UB,0.592,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,SI-TRU,SI,TRU,0.572,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,SI-UB,SI,UB,0.403,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S138,TRU-UB,TRU,UB,0.597,200.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,Table 5 Fornell-Larcker. NOTE: paper 'PE'=Perceived Ease of Use->EE; 'PU'=Perceived Usefulness->PE; ST=Students' Trust->TRU. HTMT (Table 6) not used.
S173,BI-EE,BI,EE,0.689,306.0,latest_human_R3_(합의) CORRELATIONS,"p. 11, Table 2",True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-PE,BI,PE,0.692,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-SI,BI,SI,0.649,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-TRU,BI,TRU,0.713,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-UB,BI,UB,0.845,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,EE-PE,EE,PE,0.8,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,EE-SI,EE,SI,0.55,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,EE-TRU,EE,TRU,0.631,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,EE-UB,EE,UB,0.764,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,PE-SI,PE,SI,0.53,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,PE-TRU,PE,TRU,0.685,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,PE-UB,PE,UB,0.741,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,SI-TRU,SI,TRU,0.469,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,SI-UB,SI,UB,0.68,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,TRU-UB,TRU,UB,0.737,306.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-EE,BI,EE,0.689,306.0,latest_human_R3_CORRELATIONS,"p. 11, Table 2",True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-PE,BI,PE,0.692,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-SI,BI,SI,0.649,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-TRU,BI,TRU,0.713,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,BI-UB,BI,UB,0.845,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,PE-SI,PE,SI,0.53,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,PE-TRU,PE,TRU,0.685,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,PE-UB,PE,UB,0.741,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,SI-TRU,SI,TRU,0.469,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,SI-UB,SI,UB,0.68,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S173,TRU-UB,TRU,UB,0.737,306.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S173.pdf,True,True,,
S176,BI-EE,BI,EE,0.23,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-PE,BI,PE,0.05,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-SI,BI,SI,0.09,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-TRU,BI,TRU,0.57,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-UB,BI,UB,0.63,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-PE,EE,PE,0.15,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-SI,EE,SI,0.02,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-TRU,EE,TRU,0.31,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-UB,EE,UB,0.25,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,PE-SI,PE,SI,0.75,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,PE-TRU,PE,TRU,0.25,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,PE-UB,PE,UB,0.47,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,SI-TRU,SI,TRU,0.32,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,SI-UB,SI,UB,0.37,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,TRU-UB,TRU,UB,0.67,1214.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-EE,BI,EE,0.23,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-PE,BI,PE,0.05,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-SI,BI,SI,0.09,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-TRU,BI,TRU,0.57,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-UB,BI,UB,0.63,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-PE,EE,PE,0.15,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-SI,EE,SI,0.02,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-TRU,EE,TRU,0.31,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,EE-UB,EE,UB,0.25,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,PE-SI,PE,SI,0.75,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,PE-TRU,PE,TRU,0.25,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,PE-UB,PE,UB,0.47,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,SI-TRU,SI,TRU,0.32,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,SI-UB,SI,UB,0.37,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,TRU-UB,TRU,UB,0.67,1214.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-EE,BI,EE,0.23,1214.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
S176,BI-PE,BI,PE,0.05,1214.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf,True,True,,
