record_id,decision,confidence,code,reason,model,timestamp
REC_05930,include,0.88,,"AI합의include확인, Towards informed policy decisions: assessing student percept",claude-opus-4-6,2026-02-26 14:56:39
REC_08967,include,0.88,,"AI합의include확인, Impact of technology literacy, information literacy, and use",claude-opus-4-6,2026-02-26 14:56:39
REC_14247,include,0.85,,"GenAI 수용, 정보품질인식, SEM, n=522",claude-opus-4-6,2026-02-26 14:56:39
REC_08981,include,0.88,,"AI합의include확인, Factors Shaping the Adoption of AI Tools among Gen Z: An Ext",claude-opus-4-6,2026-02-26 14:56:39
REC_08993,include,0.88,,"AI합의include확인, Generative AI in Higher Education Assessments: Examining Ris",claude-opus-4-6,2026-02-26 14:56:39
REC_07997,include,0.85,,TPACK/자기효능감→교사 GenAI통합 의지,claude-opus-4-6,2026-02-26 14:56:39
REC_06005,include,0.88,,"AI합의include확인, Generative AI in engineering education: understanding accept",claude-opus-4-6,2026-02-26 14:56:39
REC_07999,include,0.88,,"AI합의include확인, Gen AI Literacy and Acceptance Among EFL Teachers: An Explor",claude-opus-4-6,2026-02-26 14:56:39
REC_06019,uncertain,0.55,,AI 고등교육 혁명 - 일반적/기술적 가능성,claude-opus-4-6,2026-02-26 14:56:39
REC_12266,include,0.88,,"AI합의include확인, Determinants of Generative AI Adoption in Higher Education: ",claude-opus-4-6,2026-02-26 14:56:39
REC_06020,include,0.88,,"AI합의include확인, Exploring pre-service biology teachers' intention to teach g",claude-opus-4-6,2026-02-26 14:56:39
REC_09044,include,0.88,,"AI합의include확인, A ChatBot for learning Chinese: Learning achievement and tec",claude-opus-4-6,2026-02-26 14:56:39
REC_12297,include,0.88,,"AI합의include확인, Determinants of Intention to Use ChatGPT for Professional De",claude-opus-4-6,2026-02-26 14:56:39
REC_15014,include,0.88,,"ChatGPT 사용, 습관/사회적영향/촉진조건 (UTAUT구인)",claude-opus-4-6,2026-02-26 14:56:39
REC_06031,include,0.82,,AI수용 고등교육 인도네시아 공립대학,claude-opus-4-6,2026-02-26 14:56:39
REC_12306,include,0.88,,"AI합의include확인, Generative AI in Higher Education: Investigating How Perceiv",claude-opus-4-6,2026-02-26 14:56:39
REC_15025,include,0.88,,"AI합의include확인, Factors influencing satisfaction and continued use intention",claude-opus-4-6,2026-02-26 14:56:39
REC_12310,include,0.88,,"AI합의include확인, Decoding EFL Learners’ Intention to Use ChatGPT for Academic",claude-opus-4-6,2026-02-26 14:56:39
REC_06040,include,0.88,,"AI합의include확인, Modeling artificial intelligence-enabled teaching continuanc",claude-opus-4-6,2026-02-26 14:56:39
REC_06041,include,0.88,,"AI합의include확인, Leveraging AI in academia: university students' adoption of ",claude-opus-4-6,2026-02-26 14:56:39
REC_06042,include,0.88,,"AI합의include확인, Factors influencing the acceptance and usage of ChatGPT as a",claude-opus-4-6,2026-02-26 14:56:39
REC_08053,include,0.88,,"AI합의include확인, What Drives University Students to Use ChatGPT for Translati",claude-opus-4-6,2026-02-26 14:56:39
REC_06043,include,0.88,,"AI합의include확인, Assessing the use of AI tools for EFL exam preparation at Sa",claude-opus-4-6,2026-02-26 14:56:39
REC_12349,uncertain,0.55,,학생/교수 ChatGPT KAP - KAP 기술통계 위주 가능성,claude-opus-4-6,2026-02-26 14:56:39
REC_05135,uncertain,0.55,,AI챗봇 캠퍼스 인식/사용 - 기술통계 위주,claude-opus-4-6,2026-02-26 14:59:45
REC_10262,include,0.88,,"AI SDL의도, TPB, n=322 인도네시아학생",claude-opus-4-6,2026-02-26 14:59:45
REC_10933,exclude,0.95,E-FT3,평화학 사례연구 - AI 무관,claude-opus-4-6,2026-02-26 14:59:45
REC_12377,exclude,0.85,E-FT3,메타버스 TESOL 몰입학습 - 메타버스 초점,claude-opus-4-6,2026-02-26 14:59:45
REC_15449,exclude,0.8,E-FT4,AI+문학 불소건강인식 - 교육AI수용 아님,claude-opus-4-6,2026-02-26 14:59:45
REC_15347,uncertain,0.55,,커뮤니케이션학생 GenAI인식 - 기술통계 가능,claude-opus-4-6,2026-02-26 14:59:45
REC_00843,exclude,0.78,E-FT5,"AI적응학습 동기/몰입 효과 - 실험연구, 수용 아님",claude-opus-4-6,2026-02-26 14:59:45
REC_07207,include,0.78,,"회계학자 AI사용, UTAUT, 쿠웨이트",claude-opus-4-6,2026-02-26 14:59:45
REC_10922,exclude,0.85,E-FT1,AI 교수학습 효과 - 기술분석적 문헌검토,claude-opus-4-6,2026-02-26 14:59:45
REC_00855,exclude,0.78,E-FT2,AI리터러시 L2작문 척도개발 - 수용 아닌 리터러시,claude-opus-4-6,2026-02-26 14:59:45
REC_10926,uncertain,0.5,,AI 학술작문 수용/효과 - 기술통계 위주 가능,claude-opus-4-6,2026-02-26 14:59:45
REC_00856,uncertain,0.6,,ChatGPT 교수자도구 개발/타당화 - 척도개발,claude-opus-4-6,2026-02-26 14:59:45
REC_00859,exclude,0.82,E-FT2,"변혁적리더십→취업능력, GenAI맥락 - 수용 미측정",claude-opus-4-6,2026-02-26 14:59:45
REC_15417,exclude,0.8,E-FT2,정보공학학생 학업부정행위 태도 - 수용 아님,claude-opus-4-6,2026-02-26 14:59:45
REC_00863,exclude,0.8,E-FT2,GenAI 학업성과 양날의검 - 수용 아닌 성과,claude-opus-4-6,2026-02-26 14:59:45
REC_07465,exclude,0.78,E-FT2,온라인튜터링 효과성 - 수용 미측정,claude-opus-4-6,2026-02-26 14:59:45
REC_00899,uncertain,0.55,,"AI기능적태도 척도개발 - FAAI 개발, 수용모델 아님",claude-opus-4-6,2026-02-26 14:59:45
REC_00922,include,0.85,,"GenAI수용 HE스태프, 사전/사후, UTAUT",claude-opus-4-6,2026-02-26 14:59:45
REC_00923,uncertain,0.6,,GenAI준비도 국제비교 4개국 - 기술통계 비교 가능,claude-opus-4-6,2026-02-26 14:59:45
REC_12499,uncertain,0.55,,"AI수용 HE 세르비아, 사용자vs비사용자 - 기술비교",claude-opus-4-6,2026-02-26 14:59:45
REC_07680,exclude,0.9,E-FT1,ReAct! AI로보틱스 교육도구 - 소프트웨어 기술논문,claude-opus-4-6,2026-02-26 14:59:45
REC_09760,uncertain,0.55,,"건강전문직학생 ChatGPT인식 - 혼합연구, 기술통계 가능",claude-opus-4-6,2026-02-26 14:59:45
REC_12538,uncertain,0.6,,"GenAI사용 사회인구통계, 로지스틱회귀 - 수용구인 없음",claude-opus-4-6,2026-02-26 14:59:45
REC_07690,exclude,0.85,E-FT2,ITS 시리어스게임 디지털논리교육 - 시스템설계,claude-opus-4-6,2026-02-26 14:59:45
REC_14695,exclude,0.78,E-FT4,"AI온라인학습 구매의도 - 상업적 구매, 교육수용 아님",claude-opus-4-6,2026-02-26 14:59:45
REC_06082,exclude,0.8,E-FT2,"기업가적의도, AI교육 매개 - 수용 아님",claude-opus-4-6,2026-02-26 14:59:45
REC_14748,exclude,0.75,E-FT4,AI 윤리/신뢰/위험 일반 - 교육맥락 아님,claude-opus-4-6,2026-02-26 14:59:45
REC_13702,include,0.78,,"AI기반평가, 신뢰/행동의도, 고등교육",claude-opus-4-6,2026-02-26 14:59:45
REC_12568,uncertain,0.55,,IT학생 AI수용수준 - 기술통계 가능,claude-opus-4-6,2026-02-26 14:59:45
REC_12567,include,0.78,,"GenAI HE강사인식, AETGE/GATE모델",claude-opus-4-6,2026-02-26 14:59:45
REC_14752,exclude,0.75,E-FT5,학생AI인식 현황 - 기술통계 설문,claude-opus-4-6,2026-02-26 14:59:45
REC_09790,exclude,0.85,E-FT2,학업부정행위+AI사용 - 수용 아님,claude-opus-4-6,2026-02-26 14:59:45
REC_07721,exclude,0.82,E-FT2,"교육게임 RIASEC+AI - 직업지도, 수용 아님",claude-opus-4-6,2026-02-26 14:59:45
REC_09823,uncertain,0.55,,교수 AI챗봇인식 간호교육 - 기술통계/MANCOVA,claude-opus-4-6,2026-02-26 14:59:45
REC_06272,uncertain,0.55,,"인간-기계 관계, 사회인지 프레임워크 - 이론적 가능",claude-opus-4-6,2026-02-26 14:59:45
REC_14853,exclude,0.8,E-FT5,커뮤니케이션학생 AI사용 KAP - 기술통계,claude-opus-4-6,2026-02-26 14:59:45
REC_12680,include,0.85,,"국제학생 GenAI수용, PEU/PU/태도/신뢰",claude-opus-4-6,2026-02-26 14:59:45
REC_06363,exclude,0.85,E-FT2,GenAI 성별생산성격차 DID - 수용 아닌 생산성,claude-opus-4-6,2026-02-26 14:59:45
REC_09969,include,0.82,,"AI수용+기업가의도, SEM AMOS, 페루/에콰도르",claude-opus-4-6,2026-02-26 14:59:45
REC_13739,include,0.82,,"GenAI 위키북 협업작문, TAM, 성별차이",claude-opus-4-6,2026-02-26 14:59:45
REC_02531,uncertain,0.5,,AI수용 데이터셋 인도네시아 - 데이터기술자 논문,claude-opus-4-6,2026-02-26 14:59:45
REC_13975,include,0.9,,"AI수용 예비교사, SEM, 디지털역량",claude-opus-4-6,2026-02-26 14:59:45
REC_04702,uncertain,0.55,,"AI리터러시+CT리터러시, TAM - t검정/ANOVA/피어슨만",claude-opus-4-6,2026-02-26 14:59:45
REC_06879,include,0.82,,"ChatGPT수용→디지털기업가의도, SCCT+TPB",claude-opus-4-6,2026-02-26 14:59:45
REC_06912,include,0.78,,"챗봇의인화, 고객경험/사용의도, TAM, SEM, n=369 학생",claude-opus-4-6,2026-02-26 14:59:45
REC_05496,exclude,0.78,E-FT2,AI불안→동기학습 - 수용 아닌 학습동기,claude-opus-4-6,2026-02-26 14:59:45
REC_14049,uncertain,0.55,,"IoET챗봇 스마트학교, SEM - IoET=AI? 모호",claude-opus-4-6,2026-02-26 14:59:45
REC_08199,include,0.78,,"GenAI 윤리적수용, 대학생 학습",claude-opus-4-6,2026-02-26 14:59:45
REC_05502,uncertain,0.55,,"ChatGPT 윤리적사용, TRGP - 질적절차포함",claude-opus-4-6,2026-02-26 14:59:45
REC_05505,include,0.85,,"ChatGPT수용확산, TOE프레임워크, n=440 중국교수",claude-opus-4-6,2026-02-26 14:59:45
REC_14088,uncertain,0.5,,GenAI 비판적사고/협업 영향 - 기술통계,claude-opus-4-6,2026-02-26 14:59:45
REC_02728,include,0.88,,"ChatGPT TAM확장, 메타인지SRL, n=300 예비교사",claude-opus-4-6,2026-02-26 14:59:45
REC_07045,uncertain,0.55,,ChatGPT 프라이버시인식 - 수용보다 프라이버시 초점,claude-opus-4-6,2026-02-26 14:59:45
REC_08189,uncertain,0.6,,"AI 교사교육, 정량연구, n=202+68 - 수용프레임워크 불명확",claude-opus-4-6,2026-02-26 14:59:45
REC_12047,uncertain,0.55,,GenAI수용 독일대학커뮤니케이션 - 조직적/기술적,claude-opus-4-6,2026-02-26 14:59:45
REC_04848,uncertain,0.55,,"스마트도서관서비스 ECM - 도서관맥락, AI초점 모호",claude-opus-4-6,2026-02-26 14:59:45
REC_07046,exclude,0.8,E-FT3,온라인토론포럼 행동의도 UTAUT - AI 아님,claude-opus-4-6,2026-02-26 14:59:45
REC_08497,exclude,0.78,E-FT4,LLM 정신건강연구 사용 - 교육 아닌 연구커뮤니티,claude-opus-4-6,2026-02-26 14:59:45
REC_13124,exclude,0.95,E-FT3,코로나 PTSD+백신수용 - AI 무관,claude-opus-4-6,2026-02-26 14:59:45
REC_05510,exclude,0.78,E-FT5,"AI L2작문도구 효과 실험 - 사전사후실험, 수용 아님",claude-opus-4-6,2026-02-26 14:59:45
REC_05512,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Cognitive and behavioral determinants of ChatGPT adoption in,claude-opus-4-6,2026-02-26 14:59:45
REC_04899,include,0.85,,수용프레임워크+정량분석: Understanding students' adoption of the ChatGPT chatbot in h,claude-opus-4-6,2026-02-26 14:59:45
REC_08504,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Handover training for medical students: a controlled educati,claude-opus-4-6,2026-02-26 14:59:45
REC_12073,uncertain,0.65,,ChatGPT/GenAI 의도/수용 관련: Perception of ChatGPT Usage for Homework Assignments: Studen,claude-opus-4-6,2026-02-26 14:59:45
REC_14103,include,0.82,,TPB/수용구인+정량분석: Exploring the Determinants of the Sustainable Use of Artific,claude-opus-4-6,2026-02-26 14:59:45
REC_05513,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: AI literacy as a key driver of user experience in AI-powered,claude-opus-4-6,2026-02-26 14:59:45
REC_08549,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Standard patient training versus Vik-Asthme chatbot-guided t,claude-opus-4-6,2026-02-26 14:59:45
REC_02738,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Factors influencing pre-service special education teachers' ,claude-opus-4-6,2026-02-26 14:59:45
REC_04901,exclude,0.75,E-FT4,교육맥락 없음: Intent mining framework for understanding online conversatio,claude-opus-4-6,2026-02-26 14:59:45
REC_08559,exclude,0.85,E-FT1,비경험연구: Social media and postsecondary student adoption of mental he,claude-opus-4-6,2026-02-26 14:59:45
REC_07061,uncertain,0.6,,수용관련이론 있으나 분석방법 불명확: Predicting students' continuance use of learning management ,claude-opus-4-6,2026-02-26 14:59:45
REC_05514,uncertain,0.6,,수용관련이론 있으나 분석방법 불명확: Mechanisms of academic stress affecting AI-assisted cheating,claude-opus-4-6,2026-02-26 14:59:45
REC_07062,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Acceptance of ChatGPT by undergraduates in Sri Lanka: a hybr,claude-opus-4-6,2026-02-26 14:59:45
REC_14104,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Students' Attitudes Towards AI and How They Perceive the Eff,claude-opus-4-6,2026-02-26 14:59:45
REC_04905,uncertain,0.65,,ChatGPT/GenAI 의도/수용 관련: Examining business students' intentions to misuse ChatGPT th,claude-opus-4-6,2026-02-26 14:59:45
REC_02745,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Impact of ChatGPT usage on nursing students education: A cro,claude-opus-4-6,2026-02-26 14:59:45
REC_05507,include,0.85,,수용프레임워크+정량분석: Determinants of Generative Artificial Intelligence (GenAI) a,claude-opus-4-6,2026-02-26 14:59:45
REC_08581,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Randomised controlled trial of VR-based observation meditati,claude-opus-4-6,2026-02-26 14:59:45
REC_12090,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Behavioral Determinants of AI-Driven Arabic Language Learnin,claude-opus-4-6,2026-02-26 14:59:45
REC_04941,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Exploring factors influencing L2 learners’ use of GAI-assist,claude-opus-4-6,2026-02-26 14:59:45
REC_14107,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Ethical Use of Generative Artificial Intelligence Among Ecua,claude-opus-4-6,2026-02-26 14:59:45
REC_14108,uncertain,0.6,,수용관련이론 있으나 분석방법 불명확: AI Literacy in Achieving Sustainable Development Goals: The ,claude-opus-4-6,2026-02-26 14:59:45
REC_04943,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: The role of AI in education: a Southeast Asian student persp,claude-opus-4-6,2026-02-26 14:59:45
REC_05518,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: How to develop student-preferred virtual teachers in AI-driv,claude-opus-4-6,2026-02-26 14:59:45
REC_05525,exclude,0.75,E-FT4,교육맥락 없음: Using machine learning methods to identify trajectories of c,claude-opus-4-6,2026-02-26 14:59:45
REC_12092,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Between Documentation and Pedagogy: ESL/EFL Teacher Burnout ,claude-opus-4-6,2026-02-26 14:59:45
REC_04944,uncertain,0.6,,수용관련이론 있으나 분석방법 불명확: The role of AI and entrepreneurial ecosystem in shaping stud,claude-opus-4-6,2026-02-26 14:59:45
REC_08614,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Investigating University Students' Attitudes and Understandi,claude-opus-4-6,2026-02-26 14:59:45
REC_05529,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: “ENHANCING LEARNING POTENTIAL: INVESTIGATING MARKETING STUDE,claude-opus-4-6,2026-02-26 14:59:45
REC_14110,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Sustainable AI Solutions for Empowering Visually Impaired St,claude-opus-4-6,2026-02-26 14:59:45
REC_08625,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: When Biased Humans Meet Debiased AI: A Case Study in College,claude-opus-4-6,2026-02-26 14:59:45
REC_12094,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Exploring the Role of ChatGPT in English Teaching and Learni,claude-opus-4-6,2026-02-26 14:59:45
REC_07079,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: E-learning in higher education during COVID-19: evidence fro,claude-opus-4-6,2026-02-26 14:59:45
REC_07085,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Enhancing teachers' job satisfaction through the artificial ,claude-opus-4-6,2026-02-26 14:59:45
REC_13199,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Influence of deep learning-based journal reading guidance sy,claude-opus-4-6,2026-02-26 14:59:45
REC_13177,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: The Influence of College Students' Innovation and Entreprene,claude-opus-4-6,2026-02-26 14:59:45
REC_14111,include,0.85,,수용프레임워크+정량분석: Understanding Continuance Intention of Generative AI in Educ,claude-opus-4-6,2026-02-26 14:59:45
REC_02766,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: A two-staged SEM-ANN approach to predict learning presence i,claude-opus-4-6,2026-02-26 14:59:45
REC_13207,include,0.85,,수용프레임워크+정량분석: Deep learning course development and evaluation of artificia,claude-opus-4-6,2026-02-26 14:59:45
REC_05549,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Awareness and Perception of the Artificial Intelligence in t,claude-opus-4-6,2026-02-26 14:59:45
REC_04961,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Empirical investigation of critical factors influencing Ghat,claude-opus-4-6,2026-02-26 14:59:45
REC_07092,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: The role of AI chatbots in enhancing performance expectancy ,claude-opus-4-6,2026-02-26 14:59:45
REC_04986,exclude,0.75,E-FT4,교육맥락 없음: Beliefs affecting concussion reporting among military cadets,claude-opus-4-6,2026-02-26 14:59:45
REC_08631,uncertain,0.5,,"수용/AI/교육 기준 충족 불명확: Gender Bias in Self-Perception of AI Knowledge, Impact, and ",claude-opus-4-6,2026-02-26 14:59:45
REC_05589,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Integrating artificial intelligence into medical education: ,claude-opus-4-6,2026-02-26 14:59:45
REC_02770,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Exploring undergraduate students' perceptions of AI vs. huma,claude-opus-4-6,2026-02-26 14:59:45
REC_02771,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Can theory-driven learning analytics dashboard enhance human,claude-opus-4-6,2026-02-26 14:59:45
REC_14118,exclude,0.75,E-FT4,교육맥락 없음: AI-Enabled Strategic Transformation and Sustainable Outcomes,claude-opus-4-6,2026-02-26 14:59:45
REC_05594,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Acceptance of and Satisfaction with ChatGPT as Learning Tool,claude-opus-4-6,2026-02-26 14:59:45
REC_02787,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Students' attitudes toward generative artificial intelligenc,claude-opus-4-6,2026-02-26 14:59:45
REC_13265,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Exploring the potential of ChatGPT for foreign language educ,claude-opus-4-6,2026-02-26 14:59:45
REC_13278,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: AI performance assessment in blended learning: mechanisms an,claude-opus-4-6,2026-02-26 14:59:45
REC_08672,exclude,0.8,E-FT3,비AI기술 초점: Robots in Tourism and Hospitality: The Perception of Future ,claude-opus-4-6,2026-02-26 14:59:45
REC_02792,uncertain,0.5,,"ChatGPT/GenAI 연구이나 수용 불명확: The perceived relationship between self-directed learning, a",claude-opus-4-6,2026-02-26 14:59:45
REC_12126,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: The Hidden Sexual Minorities: Machine Learning Approaches to,claude-opus-4-6,2026-02-26 14:59:45
REC_08685,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Application of Artificial Neural Networks to Predict the Use,claude-opus-4-6,2026-02-26 14:59:45
REC_05619,include,0.85,,수용프레임워크+정량분석: The Implications of Generative Artificial Intelligence in Ga,claude-opus-4-6,2026-02-26 14:59:45
REC_02827,exclude,0.75,E-FT4,교육맥락 없음: Novel deep learning approach for forecasting daily hotel dem,claude-opus-4-6,2026-02-26 14:59:45
REC_12128,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: AN INEVITABILITY OF GENERATIVE ARTIFICIAL INTELLIGENCE ERA A,claude-opus-4-6,2026-02-26 14:59:45
REC_13281,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Analysis of willingness to use health management APP for fem,claude-opus-4-6,2026-02-26 14:59:45
REC_08687,include,0.85,,수용프레임워크+정량분석: Determinants of AI Use in University Teachers: The Role of L,claude-opus-4-6,2026-02-26 14:59:45
REC_07110,include,0.82,,TPB/수용구인+정량분석: Unveiling the impact of ChatGPT: investigating self-efficacy,claude-opus-4-6,2026-02-26 14:59:45
REC_05099,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Empowering educators: A multi-case study investigating the t,claude-opus-4-6,2026-02-26 14:59:45
REC_02868,uncertain,0.5,,"ChatGPT/GenAI 연구이나 수용 불명확: Deskilling, reskilling, or upskilling? Unpacking the pathway",claude-opus-4-6,2026-02-26 14:59:45
REC_12130,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Understanding Student Attitudes toward GenAI Tools: A Compar,claude-opus-4-6,2026-02-26 14:59:45
REC_05103,exclude,0.75,E-FT4,교육맥락 없음: Indirect media effects on the adoption of artificial intelli,claude-opus-4-6,2026-02-26 14:59:45
REC_14124,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: The Role of Generative AI in Architecture Education from Stu,claude-opus-4-6,2026-02-26 14:59:45
REC_14115,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Digital Trust in Transition: Student Perceptions of AI-Enhan,claude-opus-4-6,2026-02-26 14:59:45
REC_02886,include,0.82,,TPB/수용구인+정량분석: The crisis effect in TPB as a moderator for post-pandemic en,claude-opus-4-6,2026-02-26 14:59:45
REC_08689,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Acceptance of Artificial Intelligence as a Teaching Strategy,claude-opus-4-6,2026-02-26 14:59:45
REC_05672,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Adoption and perceptions of generative AI among South Africa,claude-opus-4-6,2026-02-26 14:59:45
REC_02890,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Enhancing academic performance of business students using ge,claude-opus-4-6,2026-02-26 14:59:45
REC_05106,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Research on financial field integrating artificial intellige,claude-opus-4-6,2026-02-26 14:59:45
REC_08692,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Determinants of Postgraduate Students′ Use of Artificial Int,claude-opus-4-6,2026-02-26 14:59:45
REC_07114,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Implementation of generative AI tools in accounting educatio,claude-opus-4-6,2026-02-26 14:59:45
REC_05685,exclude,0.75,E-FT4,교육맥락 없음: Psychological characteristics and stress differentiate betwe,claude-opus-4-6,2026-02-26 14:59:45
REC_05107,include,0.85,,수용프레임워크+정량분석: Understanding University Students' Acceptance of ChatGPT: In,claude-opus-4-6,2026-02-26 14:59:45
REC_12137,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Understanding EFL Students' Adoption of Generative AI for En,claude-opus-4-6,2026-02-26 14:59:45
REC_08699,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Development and validation of artificial intelligence addict,claude-opus-4-6,2026-02-26 14:59:45
REC_08703,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Perceptions of Nursing Faculty on Utilizing AI Tools in Acad,claude-opus-4-6,2026-02-26 14:59:45
REC_08724,exclude,0.75,E-FT4,교육맥락 없음: Predicting the users’ level of engagement with a smartphone ,claude-opus-4-6,2026-02-26 14:59:45
REC_12144,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: AI Writing Assistants and Student Competence: A Linguistic A,claude-opus-4-6,2026-02-26 14:59:45
REC_05767,uncertain,0.6,,수용관련이론 있으나 분석방법 불명확: Learning approaches and high-impact educational practices at,claude-opus-4-6,2026-02-26 14:59:45
REC_14136,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Towards a New Conceptual Model of AI-Enhanced Learning for C,claude-opus-4-6,2026-02-26 14:59:45
REC_05205,include,0.85,,수용프레임워크+정량분석: Technostress and academicians performance: from the perspect,claude-opus-4-6,2026-02-26 14:59:45
REC_13309,uncertain,0.5,,"수용/AI/교육 기준 충족 불명확: Perceived satisfaction, perceived usefulness, and interactiv",claude-opus-4-6,2026-02-26 14:59:45
REC_05771,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: The effect of gamified project-based learning with AIGC in i,claude-opus-4-6,2026-02-26 14:59:45
REC_12147,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: TESL Pre-Service Teachers' Perceptions on the Use of ChatGPT,claude-opus-4-6,2026-02-26 14:59:45
REC_08738,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: AI in Moroccan education: evaluating student acceptance usin,claude-opus-4-6,2026-02-26 14:59:45
REC_00769,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: Effectiveness of artificial intelligence integration in desi,claude-opus-4-6,2026-02-26 14:59:45
REC_05774,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: The role of social influence in generative artificial intell,claude-opus-4-6,2026-02-26 14:59:45
REC_00770,uncertain,0.5,,"ChatGPT/GenAI 연구이나 수용 불명확: Students' perceptions, attitudes and utilisation of ChatGPT ",claude-opus-4-6,2026-02-26 14:59:45
REC_10273,uncertain,0.5,,수용/AI/교육 기준 충족 불명확: A Universal Design for an Adaptive Context-Aware Mobile Clou,claude-opus-4-6,2026-02-26 14:59:45
REC_14411,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: Receptivity Level of Faculty Members in Universities Using D,claude-opus-4-6,2026-02-26 14:59:45
REC_14141,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: From Perception to Practice: Artificial Intelligence as a Pa,claude-opus-4-6,2026-02-26 14:59:45
REC_00772,uncertain,0.65,,수용프레임워크 있으나 SEM 불명확: ChatGPT adoption and its influence on faculty well-being: An,claude-opus-4-6,2026-02-26 14:59:45
REC_13557,include,0.85,,수용프레임워크+정량분석: Predicting College Student Engagement in Physical Education ,claude-opus-4-6,2026-02-26 14:59:45
REC_10285,exclude,0.8,E-FT3,비AI기술 초점: Machine Learning Clustering Analysis Towards Educator’s Read,claude-opus-4-6,2026-02-26 14:59:45
REC_10303,uncertain,0.65,,"수용프레임워크 있으나 SEM 불명확: Structural equation modeling of Nigerian science, technology",claude-opus-4-6,2026-02-26 14:59:45
REC_13313,uncertain,0.5,,"수용/AI/교육 기준 충족 불명확: Building a triadic model of technology, motivation, and enga",claude-opus-4-6,2026-02-26 14:59:45
REC_15084,include,0.85,,수용프레임워크+정량분석: THE ROLE OF ARTIFICIAL INTELLIGENCE IN THE SELF-PROFESSIONAL,claude-opus-4-6,2026-02-26 14:59:45
REC_00774,uncertain,0.6,,"수용관련이론 있으나 분석방법 불명확: Is artificial intelligence use related to self-control, self",claude-opus-4-6,2026-02-26 14:59:45
REC_00035,uncertain,0.5,,ChatGPT/GenAI 연구이나 수용 불명확: Determinants of Knowledge and Usage of Generative Artificial,claude-opus-4-6,2026-02-26 14:59:45
