relpath,status,classification,academic_size,onedrive_size,academic_sha256,onedrive_sha256,recommendation
.DS_Store,same_relative_path_different_content,runtime_or_session_state,12292,8196,7bbc226046239bb670b398ea9a68c81c9e3f32499a765e770fa98933f1507b7d,0f48f135a1f877595081b8ddeeebdc69b8276655bf3cc5851563583ceb0574f7,preserve old OneDrive version in archive snapshot; canonical Academic version wins for mirror unless researcher reopens
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S099.pdf,academic_only,runtime_or_session_state,1507089,,53ce46b067fe4b2f1cf086ef858d9177001a6841aa040f52b132cd0a2a466dc1,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S100.pdf,academic_only,runtime_or_session_state,1682960,,b87658d01ce9e7143e26924b166eafdba9cebf72b9b33f19a76be3d5d65e7002,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S101.pdf,academic_only,runtime_or_session_state,791171,,b358024f39d856b4f5c2cbec3cfe7d237879afd1e3ac2267d4a3a82ad982096e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S102.pdf,academic_only,runtime_or_session_state,854118,,7d0d729075cebc35735659819642d6e1f755db53cda3df82b32a527a1ee37fe6,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S103.pdf,academic_only,runtime_or_session_state,339932,,9f25bd31a3cc767fbd7ee89a8768a05f42614bd60cc9ae45cf0e02b0f580d964,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S106.pdf,academic_only,runtime_or_session_state,831405,,376c6277b1bb2255db03aff4d66eb8a5c623cf958a1f0e73fc7d557e4679210e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S107.pdf,academic_only,runtime_or_session_state,693546,,6fa1b72ac2731006acad653b5ea8d0c3d4a0a87635786925b55c58cf287753be,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S108.pdf,academic_only,runtime_or_session_state,368041,,d1701264e1a639974ae54923b5fa4b752de21af56dbcb2bb18a643b503b5e664,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S109.pdf,academic_only,runtime_or_session_state,343926,,5f1b82652d7dc934b13645b78f16bc4c61eb92f7dfc4637e3bcc689e5ac77e77,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S111.pdf,academic_only,runtime_or_session_state,425135,,3cf6c4d23c9b7e46ec71f9e68c487a2cd0e8b9fda76c58fbf7c0c291dd01924c,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S112.pdf,academic_only,runtime_or_session_state,563699,,d9b81629c0be6780b49fb9289fe03e1a21b8bcd74f9cde32a2e3c7050b3074f5,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S114.pdf,academic_only,runtime_or_session_state,1384764,,5e36a00a3ac12270b210ba7a1f702912328c69e9ac654b8df2446dbcfdefcd29,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S116.pdf,academic_only,runtime_or_session_state,890443,,8c5a0b2d753938abb77e443efdfc8b9163e691ad11c11e9de0c078ca7dc8551e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S117.pdf,academic_only,runtime_or_session_state,671664,,26fce0ec3b27715dcb9f371e771d7c772717a042f525fc266dc0c47252957fbc,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S118.pdf,academic_only,runtime_or_session_state,843178,,24be758f1d7bc5078d2559f5bacd22e6972f4264a68a730accd4997c68f34167,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S119.pdf,academic_only,runtime_or_session_state,1483302,,935a2c98dfbb981e2f7aedb5ddc6e1254d59f8079cb755491c796a16c137c737,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S120.pdf,academic_only,runtime_or_session_state,745838,,6803e0fdb9656f11a351ee1fdcc56171a721bdcddec999472ef13640e32e2708,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S121.pdf,academic_only,runtime_or_session_state,2223022,,e8a33abb38d8065c349201740657381bf08bf71e846c081ad2c2094ec58ee37f,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S122.pdf,academic_only,runtime_or_session_state,2736144,,8ca881fca145d11ecb35a733344c3c682927eea35a89ef243f72afc6b8208c0a,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S123.pdf,academic_only,runtime_or_session_state,1092023,,1738ce5124803260a8f60235b520fbac3c6bce722e163ae24edbab1d23723f50,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S124.pdf,academic_only,runtime_or_session_state,1526849,,6773f6aba26a5a8d2e9fd6d64ec80ec38b0b5105e477d909d37b310b3aa5a8c2,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S125.pdf,academic_only,runtime_or_session_state,583217,,ffa1008e9483d067c27221296c9a009f1540b64628ab902041c42fd8490c0013,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S126.pdf,academic_only,runtime_or_session_state,618018,,e8a166a663dadbbf3b02fae636497f20bd853dbc4a07871a9cb333de9b8fcae7,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S127.pdf,academic_only,runtime_or_session_state,586409,,2db38b7f1b117eed5f613a98ae7e2ecd2d735488ad718ec3620607296a366556,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S128.pdf,academic_only,runtime_or_session_state,727885,,97bf723b7fa04db0557bba5d91b52d5028d71998724ae4b0ad0698a40a7f756a,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S129.pdf,academic_only,runtime_or_session_state,2579560,,14c188a572a24ff6c78597ea7e552fa1112bf21038042a36a32f768534fe7858,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S130.pdf,academic_only,runtime_or_session_state,521064,,cc11d1d629bee143ddd50ca0eb8f78c5da7dce73e7896d86a8e981a34eebf6d7,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S132.pdf,academic_only,runtime_or_session_state,1038123,,df04cf812bec03fa170834392d99bc77b06b4ba2f3c1930c3d2df4addc12218f,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S133.pdf,academic_only,runtime_or_session_state,1045239,,1770ffd84dad0f196e6911c05076b43b6b4441548765e676ad8da9a2e228f764,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S134.pdf,academic_only,runtime_or_session_state,541665,,52aa1f191e284705d64a615e7420761e9c63f4c9be3e0243d883f7c49992f501,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S135.pdf,academic_only,runtime_or_session_state,1413725,,2e95bca89f6bc8485ef3699dce0867e9ccf8a4a86d20aed547d4f283942a70d2,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S137.pdf,academic_only,runtime_or_session_state,633365,,029934f81cf8d2903398230f54802344d9ebbc659b7930a406c75e5d3e5709ed,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S139.pdf,academic_only,runtime_or_session_state,741767,,dd9570e2f749b0a47eb49108c5819aeeeed58a0cf51e14d8af6b62e8ee9f1672,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S140.pdf,academic_only,runtime_or_session_state,334776,,d0b76b2f4f85e5d2270542c67c4e6c23f66269fd60a71a18231e65afcf0a4896,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S141.pdf,academic_only,runtime_or_session_state,1385436,,05fd802a98c382af9e7c2d52887275ae3b828f61dcf872acb0959a3422a30f3d,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S142.pdf,academic_only,runtime_or_session_state,1291411,,22c83f47c3d32be69a1d4f361879683d52511ed06be19506c397afbbb347eb7e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S143.pdf,academic_only,runtime_or_session_state,592508,,2eab523a1233f018a0871845bdb1553d7b53c793a6028e8dee540aeecac86239,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S144.pdf,academic_only,runtime_or_session_state,499262,,3075cce60986b91645256402e98ac4645ac6cc59ee835ca994d52ba6a24b9eb2,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S145.pdf,academic_only,runtime_or_session_state,719653,,d93240970117d82180c693366cd24c4d43ca7629d2cdeb8b43663ec050d4c4c1,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S146.pdf,academic_only,runtime_or_session_state,751151,,86dff8e1e9eee800741afb14a5e54f74a071d622e20d5d771fdb44c34dd73f94,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S147.pdf,academic_only,runtime_or_session_state,866268,,b1da1447690369a368f53bb7388e64f460bf561d190bddab2387fcadf8a69707,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S148.pdf,academic_only,runtime_or_session_state,738724,,2316e66d2d2fef4fa105fbef83bb4c47feff2d4be3ba22e5b8771847baf90d8e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S158.pdf,academic_only,runtime_or_session_state,745632,,5d23d8faee64367a6e712391d99f44c0b92533d8328522cf2b181c5ffda78c2d,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S186.pdf,academic_only,runtime_or_session_state,4255155,,5967666ba45239d267ae975c74ee1891d4ff9d5b51763a1a706c3132a9d819e6,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S187.pdf,academic_only,runtime_or_session_state,1078456,,e5cf92ebc986cd822ce7d1ec57bfc9ff3fba9c870e89f57b836dd9073c230fdc,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S188.pdf,academic_only,runtime_or_session_state,497144,,23ce128dc8394361e9a0c109ccae73f01ce3d881eb0764c1dd24fbcaa8d1d7d2,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S189.pdf,academic_only,runtime_or_session_state,1741538,,7291c973342da9dd07370ea2d7c69a6c6742308e79ba46daecefd916ddbc540b,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S190.pdf,academic_only,runtime_or_session_state,2320296,,72650e94c3e786f98ffaf6d1b233f19d1aad6e5792b3a94e7233b976a1fc5cb0,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S194.pdf,academic_only,runtime_or_session_state,928128,,4eb08629a27c75ef8bcd6b00d91f8207da9db2e55a69f1f29d32633cdf56e6c1,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S195.pdf,academic_only,runtime_or_session_state,412116,,46479063603e21fb40a977740eee6e1cab22f4ced5c259cea400d78eb0c4f259,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S196.pdf,academic_only,runtime_or_session_state,628613,,29d4c12b8dd6205bae9ce0e04736d3e48504b07e55436bc8fcd73acab33b2096,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S197.pdf,academic_only,runtime_or_session_state,1066144,,9c3cef5eb5395905e379db76073bd3a410a65b81d3d13cf90f1893aabf659ea5,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S198.pdf,academic_only,runtime_or_session_state,959032,,37924f198c48a6b0850fc96a30df17d092550155b1a7ebcd8233fe670a5e0d90,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S199.pdf,academic_only,runtime_or_session_state,428175,,93d2e913a5a4a7499372fde658ca852853cd83284fe25cc5954aedb515a9481e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S200.pdf,academic_only,runtime_or_session_state,2565502,,e115f010bc9ee18c4d296d61a7649838c4e53bb9a0cd7704f5a925d1b280a924,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S201.pdf,academic_only,runtime_or_session_state,637429,,85726c0f7544b4582e8cf3a37a8b00d2a45184855fe1461f644b240fe70d79a0,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S202.pdf,academic_only,runtime_or_session_state,2050543,,5d3e0bc95edfdaa5239a68e876c8d02477515677911f840caed773e8d024ee77,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S203.pdf,academic_only,runtime_or_session_state,975518,,138de0714de90c40089a36df65f08248f8a67a9bc043af7af80dda8d205f890e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S206.pdf,academic_only,runtime_or_session_state,412116,,46479063603e21fb40a977740eee6e1cab22f4ced5c259cea400d78eb0c4f259,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S207.pdf,academic_only,runtime_or_session_state,631167,,728c9d48653130b9099e157b121f2948284fff4e52dc9d1b7454e1e02f37c38f,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S208.pdf,academic_only,runtime_or_session_state,1007347,,493df3e7d9b38d62a772f1a91dd9364c36679e084ebb7dcf9b60ffc35166060e,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S209.pdf,academic_only,runtime_or_session_state,486678,,5dc8fc6a106d289cdad7f712ba462f170f5d170842bbb4911a35e7f358e12e55,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S210.pdf,academic_only,runtime_or_session_state,759462,,861a38e135c0e4917727f068f83f0c4b6ac8cc1172e4be51d3621b411f3ff001,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S212.pdf,academic_only,runtime_or_session_state,767633,,7e049d73fe62e2dc3266ff7efbb46e63df32806261e2b79f85dc62d901b1011d,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S216.pdf,academic_only,runtime_or_session_state,752908,,88ada4f945e48c55f5691ef3e2a7a1e28c7a09c3bbf74636ef215682c2c213d4,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S217.pdf,academic_only,runtime_or_session_state,686524,,d030290b8cec0958a434b697936f1d977112704f0e79f46a02eec12dbbc0b4c2,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S218.pdf,academic_only,runtime_or_session_state,806046,,2b9201eefce95a996f25ea68022d951830f7c4919906528ab9c344421427734d,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S219.pdf,academic_only,runtime_or_session_state,961404,,8967e03d56bb7b6277063b272e15c2380a95015d3c15dc38c1954db4c190f18b,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S220.pdf,academic_only,runtime_or_session_state,1570343,,3043daec64abefa0aae00b2e230c151b573888377d719168bd91c26e9d985393,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S224.pdf,academic_only,runtime_or_session_state,1283993,,3bd9bc198246a887ad3a2fa4d9d4deb397c774bd166869bad7ef08eb6fb961d6,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/pdfs/S225.pdf,academic_only,runtime_or_session_state,1255094,,e0542cede233e2233ce1658a8024c5c2942419f70fe8e9f315d0e762317118ae,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/screening_ai_dual.csv,academic_only,runtime_or_session_state,36133344,,e32c438cd7a27af8432fe94260a1c7e79632851456a2178e99fbfc1b169d93ee,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/02_screening/screening_summary.json,academic_only,runtime_or_session_state,371,,aafe003b9c906fb60ba4e4a7246e37671c634cd84e88b21a435716152c0d60ad,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/03_eligibility/.gitkeep,academic_only,runtime_or_session_state,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/AI_Adoption_MASEM_Coding_Manual_v2.docx,academic_only,runtime_or_session_state,34717,,a42e7c06643c2145a566f9bf9c03f5aa893d7e9d09aee495cd8a9d4a14f81a17,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/AI_Adoption_MASEM_Coding_Manual_v2.md,academic_only,runtime_or_session_state,44196,,60cb560062cb316f14b030862d6d10b9b1a1c8504e5fd1058238cff22232cec5,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/README.md,academic_only,runtime_or_session_state,447,,e7db199fa563d4137c6d210f5919729b8b192f370fc0025e29235b7e4d83545d,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/calibration/AI_Adoption_MASEM_Calibration_Consensus.xlsx,academic_only,runtime_or_session_state,206005,,44dc46d4750179b5d6f3226c7443e86c48f906be8d21028a7e8bbd4b4c195fb0,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/calibration/Calibration_Consensus_Meeting_v1.docx,academic_only,runtime_or_session_state,26378,,dd888632efd3a75fd2da610307370f20bead53181c38abdf189934a89cb7ff4a,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/calibration/calibration_report_v1.md,academic_only,runtime_or_session_state,13617,,99795934783d896bf390de1ec68503a48cf57918ed901dca0f7ea78edaa4e967,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/construct_harmonization.docx,academic_only,runtime_or_session_state,595071,,a0ce0f6bdb1b88b216178b2248abeaf1fb857c3deed83b74b5e453a36663f528,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/pdf_download_tracker.xlsx,academic_only,runtime_or_session_state,44557,,2d302b04081aa767572cf10bd0443960f08b979d6f1aec3481af07c38649a6dc,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/scripts/generate_coder_packages.py,academic_only,runtime_or_session_state,30460,,1ebb7fa0b6d3c44b9d37833028f9aacd2d86d7849e6cda48dc8022c9bef0c9e6,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/scripts/generate_coding_manual_docx.py,academic_only,runtime_or_session_state,75459,,42f299aadab43d696bafd297cd02774211892532baf66ab772e378ee7b97c57b,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/scripts/generate_phase2_combined_coder_packages.py,academic_only,runtime_or_session_state,9460,,5ad426e47d6377c8c73fc7b90b499b6e82e15f98b0b8f4576753a8addaf964ee,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-2-methods_critic/data/04_extraction/00_protocol/scripts/prepare_combined_coding_disagreement.py,academic_only,runtime_or_session_state,22705,,d7dec343ae64dc2d1f058d2905452fb2b9cb51901624198fc7a12b344429b074,,copy to new OneDrive mirror if not runtime; keep canonical in Academic
