collection,source_file,file_name,line_or_row,study_id,analysis_record_id,task_unit_id,reference_record_id,construct_pair,numeric_value,source_type,denominator_family,include_primary,include_expanded,include_sensitivity,classification
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3856,S160,,P2-TASK-03855,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3922,S141,,P2-TASK-03921,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3988,S043,,P2-TASK-03987,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4054,S213,,P2-TASK-04053,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4120,S127,,P2-TASK-04119,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4186,S204,,P2-TASK-04185,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4252,S161,,P2-TASK-04251,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4318,S135,,P2-TASK-04317,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4384,S175,,P2-TASK-04383,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4450,S032,,P2-TASK-04449,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4516,S133,,P2-TASK-04515,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4582,S149,,P2-TASK-04581,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4648,S157,,P2-TASK-04647,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4714,S107,,P2-TASK-04713,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4780,S025,,P2-TASK-04779,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4846,S114,,P2-TASK-04845,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4912,S124,,P2-TASK-04911,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4978,S098,,P2-TASK-04977,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5044,S099,,P2-TASK-05043,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5110,S008,,P2-TASK-05109,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5176,S083,,P2-TASK-05175,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5242,S155,,P2-TASK-05241,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5308,S173,,P2-TASK-05307,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5374,S039,,P2-TASK-05373,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5440,S123,,P2-TASK-05439,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5506,S210,,P2-TASK-05505,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5572,S078,,P2-TASK-05571,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5638,S143,,P2-TASK-05637,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5704,S150,,P2-TASK-05703,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5770,S024,,P2-TASK-05769,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5836,S092,,P2-TASK-05835,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5902,S021,,P2-TASK-05901,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,5968,S171,,P2-TASK-05967,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6034,S137,,P2-TASK-06033,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6100,S101,,P2-TASK-06099,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6166,S096,,P2-TASK-06165,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6232,S094,,P2-TASK-06231,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6298,S068,,P2-TASK-06297,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6364,S106,,P2-TASK-06363,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6430,S056,,P2-TASK-06429,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6496,S085,,P2-TASK-06495,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6562,S181,,P2-TASK-06561,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6628,S221,,P2-TASK-06627,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6694,S183,,P2-TASK-06693,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6760,S004,,P2-TASK-06759,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6826,S121-1,,P2-TASK-06825,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6892,S121-2,,P2-TASK-06891,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,6958,S027,,P2-TASK-06957,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7024,S077,,P2-TASK-07023,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7090,S031,,P2-TASK-07089,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7156,S022,,P2-TASK-07155,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7222,S165,,P2-TASK-07221,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7288,S002,,P2-TASK-07287,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7354,S065,,P2-TASK-07353,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7420,S118,,P2-TASK-07419,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7486,S158,,P2-TASK-07485,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7552,S207,,P2-TASK-07551,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7618,S202,,P2-TASK-07617,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/.longtable/panel-runs/panel_run_mqa9xcrl_lu4nm7/worktrees/worker-3-measurement_auditor/data/04_extraction/05_llm_masem_substitution/results/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,7684,S131,,P2-TASK-07683,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
