task_unit_id,study_id,construct_pair,evidence_family_current,denominator_family_current,reference_r_source,reference_evidence_type,caveat_ids,path_compatible_for_model_prompt,route_review_flag,recommended_step5_model_input_route,human_reference_value_changed
FC-S5-TASK-00694,S067,BI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00695,S067,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00696,S067,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00697,S067,EE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00698,S067,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00699,S067,PE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00700,S067,SI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00701,S068,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00702,S068,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00703,S068,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00704,S068,BI-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00705,S068,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00706,S068,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00707,S068,SE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00714,S070,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00715,S070,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00716,S070,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00717,S070,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00718,S070,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00719,S070,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00720,S070,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00721,S070,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00722,S070,EE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00723,S070,FC-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00724,S070,FC-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00725,S070,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00726,S070,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00727,S070,PE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00728,S070,SI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00729,S071,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00730,S071,ATT-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00731,S071,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00732,S071,ATT-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00733,S071,ATT-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00749,S073,ANX-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00750,S073,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00751,S073,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00752,S073,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00753,S073,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00754,S073,EE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00755,S073,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00771,S075,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00772,S075,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00773,S075,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00774,S075,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00775,S075,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00776,S075,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00777,S075,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00778,S075,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00779,S075,EE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00780,S075,FC-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00781,S075,FC-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00782,S075,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00783,S075,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00784,S075,PE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00785,S075,SI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00817,S079,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00818,S079,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00819,S079,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00820,S079,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00821,S079,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00822,S080,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00823,S080,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00824,S080,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00825,S080,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00852,S085,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00853,S085,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00854,S085,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00907,S089,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00908,S089,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00909,S089,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00910,S089,EE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00911,S089,PE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00915,S091,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00916,S091,ATT-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00917,S091,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00918,S091,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00919,S091,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00920,S091,FC-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00921,S092,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_sem_path,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00922,S092,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_sem_path,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00923,S092,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_sem_path,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00924,S093,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00925,S093,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00926,S093,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00927,S093,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00928,S093,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00929,S093,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00930,S094,PE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00931,S095,ANX-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00932,S095,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00933,S095,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00934,S095,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00935,S095,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_path_or_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00936,S095,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00937,S095,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00938,S095,FC-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00939,S095,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00940,S096,ANX-ATT,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00941,S096,ANX-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-00958,S099,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00959,S099,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00960,S099,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
