task_unit_id,study_id,decision_id,analysis_record_id,review_priority,denominator_family,rerun_input_role,expert_review_decision,construct_pair,statistic_value,source_locator,source_location,pdf_path,pdf_text_pages_extracted,pdf_text_review_status,pdf_text_review_decision,pdf_page,matched_value_variant,construct_1_terms_found,construct_2_terms_found,source_type_terms_found,pdf_text_snippet
P2-TASK-02677,S020,R2R3-CORR-V2-02462,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,ATT-TRU,0.693000,source_sheet_row=2463,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02678,S020,R2R3-CORR-V2-02463,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,ATT-UB,0.679000,source_sheet_row=2464,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02688,S020,R2R3-CORR-V2-02473,P1-PRIMARY-00327,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-EE,0.523000,source_sheet_row=2474,0.523,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,11,0.523,BI,effort expectancy,correlation|correlations|matrix,"ChatGPT, while men perceive more conditions that facilitate its use. Men also have higher Table 3 Descriptive statistics and correlation matrix Average (SD) 1 2 3 4 5 6 7 8 1. BI 3.08 (1.39) 2. ANXP 1.97 -0.109 -- (1.18) 3. ANXU 2.17 -0.303** 0.458** -- (1.21) 4. ANXS 3.49 -0.380** 0.304** 0.404** -- (1.38) 5. EE 3.69 0.523** -0.081 -0.192** -0.226** -- (1.10) 6. FC 3.33 0.586** -0.033 -0.236** -0.306** 0.677** -- (1.10) 7. PE 3.25 0.876** -0.108 -0.209** -0.287** 0.477** 0.468** -- (1.42) 8. Age - -0.012 -0.036 -0.109 -0.002 -0.065 -0.131 -0.088 -- 9. Gender - -0.311** 0.070 0.173* 0.110 -0.075 -0.194** -0.246** -0.094 **p < 0.01; *p < 0.05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy 13"
P2-TASK-02689,S020,R2R3-CORR-V2-02474,P1-PRIMARY-00328,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-FC,0.586000,source_sheet_row=2475,0.586,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,11,0.586,BI,facilitating condition|facilitating conditions,correlation|correlations|matrix,itate its use. Men also have higher Table 3 Descriptive statistics and correlation matrix Average (SD) 1 2 3 4 5 6 7 8 1. BI 3.08 (1.39) 2. ANXP 1.97 -0.109 -- (1.18) 3. ANXU 2.17 -0.303** 0.458** -- (1.21) 4. ANXS 3.49 -0.380** 0.304** 0.404** -- (1.38) 5. EE 3.69 0.523** -0.081 -0.192** -0.226** -- (1.10) 6. FC 3.33 0.586** -0.033 -0.236** -0.306** 0.677** -- (1.10) 7. PE 3.25 0.876** -0.108 -0.209** -0.287** 0.477** 0.468** -- (1.42) 8. Age - -0.012 -0.036 -0.109 -0.002 -0.065 -0.131 -0.088 -- 9. Gender - -0.311** 0.070 0.173* 0.110 -0.075 -0.194** -0.246** -0.094 **p < 0.01; *p < 0.05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy 13
P2-TASK-02690,S020,R2R3-CORR-V2-02475,P1-PRIMARY-00329,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-PE,0.876000,source_sheet_row=2476,0.876,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,11,0.876,BI,performance expectancy|usefulness,correlation|correlations|matrix,tics and correlation matrix Average (SD) 1 2 3 4 5 6 7 8 1. BI 3.08 (1.39) 2. ANXP 1.97 -0.109 -- (1.18) 3. ANXU 2.17 -0.303** 0.458** -- (1.21) 4. ANXS 3.49 -0.380** 0.304** 0.404** -- (1.38) 5. EE 3.69 0.523** -0.081 -0.192** -0.226** -- (1.10) 6. FC 3.33 0.586** -0.033 -0.236** -0.306** 0.677** -- (1.10) 7. PE 3.25 0.876** -0.108 -0.209** -0.287** 0.477** 0.468** -- (1.42) 8. Age - -0.012 -0.036 -0.109 -0.002 -0.065 -0.131 -0.088 -- 9. Gender - -0.311** 0.070 0.173* 0.110 -0.075 -0.194** -0.246** -0.094 **p < 0.01; *p < 0.05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy 13
P2-TASK-02692,S020,R2R3-CORR-V2-02477,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-SI,0.703000,source_sheet_row=2478,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,intention to use|BI,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02694,S020,R2R3-CORR-V2-02479,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-TRU,0.732000,source_sheet_row=2480,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,intention to use|BI,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02695,S020,R2R3-CORR-V2-02480,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-UB,0.799000,source_sheet_row=2481,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,1,,intention to use,,,"ers’ intentions to use ChatGPT. A questionnaire was developed and sent to professors at Spanish public universities, resulting in a sample of 249 valid responses. The results indicate that performance expectancy, facilitating condi- tions, anxiety related to student learning and gender are the main determinants of the intention to use ChatGPT by teachers. After conducting an exploratory analysis segmented by gender, it was found that men and women analyze the possibility of adopting ChatGPT through different variables. For male teachers, performance expectancy and facilitating conditions are the variables that affect the intention to use ChatGPT. In contrast, female teachers’ intention is influenced by anxiety related to student learning and anxiety re- lated to technology use, in addition to performance expectancy and facilitating conditions. Therefore, these results suggest that it is crucial to consider individual perceptions, gender as well as contextual factors when promoting the adoption of tools such as ChatGPT among "
P2-TASK-02696,S020,R2R3-CORR-V2-02481,P1-PRIMARY-00330,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,EE-FC,0.677000,source_sheet_row=2482,0.677,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,11,0.677,effort expectancy,facilitating condition|facilitating conditions,correlation|correlations|matrix,er Table 3 Descriptive statistics and correlation matrix Average (SD) 1 2 3 4 5 6 7 8 1. BI 3.08 (1.39) 2. ANXP 1.97 -0.109 -- (1.18) 3. ANXU 2.17 -0.303** 0.458** -- (1.21) 4. ANXS 3.49 -0.380** 0.304** 0.404** -- (1.38) 5. EE 3.69 0.523** -0.081 -0.192** -0.226** -- (1.10) 6. FC 3.33 0.586** -0.033 -0.236** -0.306** 0.677** -- (1.10) 7. PE 3.25 0.876** -0.108 -0.209** -0.287** 0.477** 0.468** -- (1.42) 8. Age - -0.012 -0.036 -0.109 -0.002 -0.065 -0.131 -0.088 -- 9. Gender - -0.311** 0.070 0.173* 0.110 -0.075 -0.194** -0.246** -0.094 **p < 0.01; *p < 0.05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy 13
P2-TASK-02697,S020,R2R3-CORR-V2-02482,P1-PRIMARY-00331,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,EE-PE,0.477000,source_sheet_row=2483,0.477,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,11,0.477,effort expectancy,performance expectancy|usefulness,correlation|correlations|matrix,ge (SD) 1 2 3 4 5 6 7 8 1. BI 3.08 (1.39) 2. ANXP 1.97 -0.109 -- (1.18) 3. ANXU 2.17 -0.303** 0.458** -- (1.21) 4. ANXS 3.49 -0.380** 0.304** 0.404** -- (1.38) 5. EE 3.69 0.523** -0.081 -0.192** -0.226** -- (1.10) 6. FC 3.33 0.586** -0.033 -0.236** -0.306** 0.677** -- (1.10) 7. PE 3.25 0.876** -0.108 -0.209** -0.287** 0.477** 0.468** -- (1.42) 8. Age - -0.012 -0.036 -0.109 -0.002 -0.065 -0.131 -0.088 -- 9. Gender - -0.311** 0.070 0.173* 0.110 -0.075 -0.194** -0.246** -0.094 **p < 0.01; *p < 0.05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy 13
P2-TASK-02699,S020,R2R3-CORR-V2-02484,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-SI,0.413000,source_sheet_row=2485,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,3,,effort expectancy,social influence,,"ws that BI is one of the predictors of technology use, also in the educational domain (Farooq et al., 2017; Gunasinghe et al., 2019; Strzelecki, 2023; Williams et al., 2015). The proposed model is based on UTAUT. UTAUT explains technology adoption based on a series of determinants, such as performance expectancy (PE), effort expectancy (EE) facilitating conditions (FC) and social influence. Nevertheless, in this work social influence is excluded. This was done for two reasons: (a) university professors are professionals with a high degree of autonomy and are used to making decisions based on their own critical judgment and empirical evidence, rather than on the influence or social pressure of col- leagues or superiors (Bhat et al., 2024); (b) unlike other user groups, university professors tend to have a significant level of technological competence and experience. According to Venkatesh et al. (2003), social influence has less impact in contexts where users have previ- ous experience with similar technologies, as they rely "
P2-TASK-02701,S020,R2R3-CORR-V2-02486,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-TRU,0.666000,source_sheet_row=2487,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,effort expectancy,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02702,S020,R2R3-CORR-V2-02487,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-UB,0.660000,source_sheet_row=2488,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,effort expectancy,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02703,S020,R2R3-CORR-V2-02488,P1-PRIMARY-00332,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,FC-PE,0.468000,source_sheet_row=2489,0.468,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,11,0.468,facilitating condition|facilitating conditions,performance expectancy|usefulness,correlation|correlations|matrix,1 2 3 4 5 6 7 8 1. BI 3.08 (1.39) 2. ANXP 1.97 -0.109 -- (1.18) 3. ANXU 2.17 -0.303** 0.458** -- (1.21) 4. ANXS 3.49 -0.380** 0.304** 0.404** -- (1.38) 5. EE 3.69 0.523** -0.081 -0.192** -0.226** -- (1.10) 6. FC 3.33 0.586** -0.033 -0.236** -0.306** 0.677** -- (1.10) 7. PE 3.25 0.876** -0.108 -0.209** -0.287** 0.477** 0.468** -- (1.42) 8. Age - -0.012 -0.036 -0.109 -0.002 -0.065 -0.131 -0.088 -- 9. Gender - -0.311** 0.070 0.173* 0.110 -0.075 -0.194** -0.246** -0.094 **p < 0.01; *p < 0.05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy 13
P2-TASK-02705,S020,R2R3-CORR-V2-02490,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-SI,0.657000,source_sheet_row=2491,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,facilitating condition|facilitating conditions,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02707,S020,R2R3-CORR-V2-02492,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-TRU,0.706000,source_sheet_row=2493,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,facilitating condition|facilitating conditions,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
P2-TASK-02708,S020,R2R3-CORR-V2-02493,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-UB,0.616000,source_sheet_row=2494,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,1,,facilitating condition|facilitating conditions,,,"ased tools has revolutionized the professional and educational world. This paper aims to analyze the factors that may lead university teachers to consider adopting ChatGPT in their work. This study examines how some relevant Unified Theory of Acceptance and Use of Technology (UTAUT) model variables (effort expectancy, facilitating conditions, and performance expectancy), technology-relat- ed anxiety and gender influence teachers’ intentions to use ChatGPT. A questionnaire was developed and sent to professors at Spanish public universities, resulting in a sample of 249 valid responses. The results indicate that performance expectancy, facilitating condi- tions, anxiety related to student learning and gender are the main determinants of the intention to use ChatGPT by teachers. After conducting an exploratory analysis segmented by gender, it was found that men and women analyze the possibility of adopting ChatGPT through different variables. For male teachers, performance expectancy and facilitating conditions are the variable"
P2-TASK-02709,S020,R2R3-CORR-V2-02494,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,PE-SE,0.607000,source_sheet_row=2495,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,1,,performance expectancy,,," the professional and educational world. This paper aims to analyze the factors that may lead university teachers to consider adopting ChatGPT in their work. This study examines how some relevant Unified Theory of Acceptance and Use of Technology (UTAUT) model variables (effort expectancy, facilitating conditions, and performance expectancy), technology-relat- ed anxiety and gender influence teachers’ intentions to use ChatGPT. A questionnaire was developed and sent to professors at Spanish public universities, resulting in a sample of 249 valid responses. The results indicate that performance expectancy, facilitating condi- tions, anxiety related to student learning and gender are the main determinants of the intention to use ChatGPT by teachers. After conducting an exploratory analysis segmented by gender, it was found that men and women analyze the possibility of adopting ChatGPT through different variables. For male teachers, performance expectancy and facilitating conditions are the variables that affect the intention t"
P2-TASK-02712,S020,R2R3-CORR-V2-02497,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,PE-TRU,0.678000,source_sheet_row=2498,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S020.pdf,20,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,12,0.7,performance expectancy,,,".05 Note ANXS = anxiety about student learning; ANXU = Anxiety about using ChatGPT; ANXP = Anxiety about the future of the academic profession; FC = facilitating conditions; EE = effort expectancy; PE = performance expectancy Table 5 Summary results of B p Tolerance VIF multiple regression analyses to ANXP 0.026 0.490 0.739 1.353 predict BI ANXU -0.065 0.101 0.670 1.493 ANXS -0.077 0.040 0.762 1.313 Note ANXS = anxiety about student learning; EE 0.020 0.662 0.511 1.956 ANXU = Anxiety about using FC 0.154 0.001 0.482 2.073 ChatGPT; ANXP = Anxiety PE 0.739 < 0.001 0.702 1.424 about the future of the academic Gender -0.113 0.001 0.872 1.147 profession; FC = facilitating Age 0.048 0.160 0.921 1.085 conditions; EE = effort expectancy; PE = performance F = 98.395 (< 0.001) expectancy R2 = 0.826 expectations of ChatGPT being useful for their future careers than women. Lastly, men express a greater intention to continue using ChatGPT in the future. To examine the relationship between BI and explanatory variables, a multiple regressi"
