analysis_record_id,analysis_set,analysis_role,input_id,source_decision_id,source_pair,study_id,construct_1,construct_2,construct_pair,construct_pair_canonical,construct_pair_direction,r_value,r_numeric,r_abs,r_source,statistic_family,evidence_type,is_source_reported_or_direct,is_model_derived_or_converted,include_primary,include_expanded,include_sensitivity,sample_size,sample_size_numeric,country,education_level,user_role,ai_type,common_method_bias,theoretical_framework,significance,confidence,consensus_basis,conversion_rule,override_rule,source_location,source_artifact,source_locator,notes,freeze_tier,include_primary_model_ready,freeze_decision,substitution_scenario,substitution_action,substitution_source_task_unit_id,substitution_review_priority,substitution_model_id,substitution_original_r_numeric,substitution_r_numeric,substitution_delta,sample_size_original,sample_size_numeric_original,sample_size_reconciliation_status,sample_size_reconciliation_source,sample_size_reconciliation_rule,sample_size_reconciliation_note,masem_n_weighted_eligibility,sample_size_pdf_override_original_status,sample_size_pdf_override_value,sample_size_pdf_override_source,sample_size_pdf_override_status,sample_size_pdf_override_note
P1-PRIMARY-00359,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00575,R2R3-CORR-V2-02605,R2_R3,S026,BI,EE,BI-EE,BI-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.371,0.371,0.371,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.371,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2606,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02820,P0_expert_review_numeric_or_masem,,0.371000,0.371000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_BI_EE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00360,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00576,R2R3-CORR-V2-02607,R2_R3,S026,BI,PE,BI-PE,BI-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.491,0.491,0.491,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.491,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2608,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02822,P0_expert_review_numeric_or_masem,,0.491000,0.491000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_BI_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00361,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00578,R2R3-CORR-V2-02609,R2_R3,S026,BI,SI,BI-SI,BI-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.307,0.307,0.307,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.307,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2610,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02824,P0_expert_review_numeric_or_masem,,0.307000,0.307000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_BI_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00362,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00579,R2R3-CORR-V2-02612,R2_R3,S026,BI,UB,BI-UB,BI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.51,0.51,0.51,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.51,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2613,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02827,P0_expert_review_numeric_or_masem,,0.510000,0.510000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_BI_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00363,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00580,R2R3-CORR-V2-02614,R2_R3,S026,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.343,0.343,0.343,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.343,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2615,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02829,P0_expert_review_numeric_or_masem,,0.343000,0.343000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_EE_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00364,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00581,R2R3-CORR-V2-02616,R2_R3,S026,EE,SI,EE-SI,EE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.201,0.201,0.201,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.201,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2617,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02831,P0_expert_review_numeric_or_masem,,0.201000,0.201000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_EE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00365,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00582,R2R3-CORR-V2-02619,R2_R3,S026,EE,UB,EE-UB,EE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.322,0.322,0.322,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.322,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2620,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02834,P0_expert_review_numeric_or_masem,,0.322000,0.322000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_EE_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00366,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00584,R2R3-CORR-V2-02627,R2_R3,S026,PE,SI,PE-SI,PE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.186,0.186,0.186,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.186,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2628,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02842,P0_expert_review_numeric_or_masem,,0.186000,0.186000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_PE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00367,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00585,R2R3-CORR-V2-02630,R2_R3,S026,PE,UB,PE-UB,PE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.416,0.416,0.416,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.416,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2631,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02845,P0_expert_review_numeric_or_masem,,0.416000,0.416000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_PE_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00368,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00586,R2R3-CORR-V2-02637,R2_R3,S026,SI,UB,SI-UB,SI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.336,0.336,0.336,direct,human_consensus_direct_r,direct,1,0,1,1,0,510,510.0,,,,,,,p<.01,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.336,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2638,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02852,P0_expert_review_numeric_or_masem,,0.336000,0.336000,0.000000,,,filled_from_full_corpus_reference_pair,S026_full_sample_SI_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00369,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00591,R2R3-CORR-V2-02677,R2_R3,S100,BI,TRU,BI-TRU,BI-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.564,0.564,0.564,direct,human_consensus_direct_r,direct,1,0,1,1,0,682,682.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.564,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2678,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02892,P0_expert_review_numeric_or_masem,,0.564000,0.564000,0.000000,,,filled_from_pdf_source_check_study_level_n,S100.pdf Study 1 participant/sample reporting and Table 6 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 682 valid Study 1 survey responses; residual correlations are from the Study 1 quantitative table.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,682,S100.pdf Study 1 participant/sample reporting and Table 6 source context,applied_pdf_recovered_study_level_n,PDF reports 682 valid Study 1 survey responses; residual correlations are from the Study 1 quantitative table.
P1-PRIMARY-00370,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00594,R2R3-CORR-V2-02706,R2_R3,S100,TRU,UB,TRU-UB,TRU-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.26,0.26,0.26,direct,human_consensus_direct_r,direct,1,0,1,1,0,682,682.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.26,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2707,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02921,P0_expert_review_numeric_or_masem,,0.260000,0.260000,0.000000,,,filled_from_pdf_source_check_study_level_n,S100.pdf Study 1 participant/sample reporting and Table 6 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 682 valid Study 1 survey responses; residual correlations are from the Study 1 quantitative table.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,682,S100.pdf Study 1 participant/sample reporting and Table 6 source context,applied_pdf_recovered_study_level_n,PDF reports 682 valid Study 1 survey responses; residual correlations are from the Study 1 quantitative table.
P1-PRIMARY-00371,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00600,R2R3-CORR-V2-02737,R2_R3,S050,BI,EE,BI-EE,BI-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.624,0.624,0.624,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.624,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2738,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02952,P0_expert_review_numeric_or_masem,,0.624000,0.624000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_BI_EE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00372,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00601,R2R3-CORR-V2-02738,R2_R3,S050,BI,FC,BI-FC,BI-FC,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.5959,0.5959,0.5959,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.5959,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2739,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02953,P0_expert_review_numeric_or_masem,,0.595900,0.595900,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_BI_FC,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00373,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00602,R2R3-CORR-V2-02739,R2_R3,S050,BI,PE,BI-PE,BI-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.591,0.591,0.591,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.591,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2740,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02954,P0_expert_review_numeric_or_masem,,0.591000,0.591000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_BI_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00374,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00603,R2R3-CORR-V2-02741,R2_R3,S050,BI,SI,BI-SI,BI-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.63,0.63,0.63,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.63,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2742,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02956,P0_expert_review_numeric_or_masem,,0.630000,0.630000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_BI_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00375,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00604,R2R3-CORR-V2-02744,R2_R3,S050,BI,UB,BI-UB,BI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.826,0.826,0.826,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.826,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2745,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02959,P0_expert_review_numeric_or_masem,,0.826000,0.826000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_BI_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00376,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00605,R2R3-CORR-V2-02745,R2_R3,S050,EE,FC,EE-FC,EE-FC,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.692,0.692,0.692,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.692,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2746,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02960,P0_expert_review_numeric_or_masem,,0.692000,0.692000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_EE_FC,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00377,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00606,R2R3-CORR-V2-02746,R2_R3,S050,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.514,0.514,0.514,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.514,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2747,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02961,P0_expert_review_numeric_or_masem,,0.514000,0.514000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_EE_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00378,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00607,R2R3-CORR-V2-02748,R2_R3,S050,EE,SI,EE-SI,EE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.687,0.687,0.687,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.687,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2749,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02963,P0_expert_review_numeric_or_masem,,0.687000,0.687000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_EE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00379,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00608,R2R3-CORR-V2-02751,R2_R3,S050,EE,UB,EE-UB,EE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.62,0.62,0.62,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.62,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2752,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02966,P0_expert_review_numeric_or_masem,,0.620000,0.620000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_EE_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00380,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00609,R2R3-CORR-V2-02752,R2_R3,S050,FC,PE,FC-PE,FC-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.514,0.514,0.514,direct,human_consensus_direct_r,direct,1,0,1,1,0,500,500.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.514,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2753,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-02967,P0_expert_review_numeric_or_masem,,0.514000,0.514000,0.000000,,,filled_from_full_corpus_reference_pair,S050_full_sample_FC_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
