ai_trace_status,candidate_status,study_id,missing_pair,construct_1,construct_2,candidate_value,present_full10_pairs,missing_full10_pairs,supported_constructs_in_human_reference,construct_1_human_supported,construct_2_human_supported,exact_pair_in_human_or_frozen_reference,exact_pair_sources,frozen_study_status_summary,triage_class,recommended_action,triage_reason,construct_1_terms_found,construct_2_terms_found,table_terms_found,pdf_path_local_only,paper_b_boundary
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,ANX-TRU,ANX,TRU,,21,24,ATT;BI;EE;FC;PE;SI;TRU,no,yes,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ANX. This usually indicates AI term-hit overreach or unapproved remap.,anxiety,TRU;trust;trustworthiness,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,ATT-SE,ATT,SE,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,ATT;attitude;attitude toward;attitudes,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,ATT-UB,ATT,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,ATT;attitude;attitude toward;attitudes,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,BI-SE,BI,SE,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,BI;behavioral intention;intention to use;usage intention,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,BI-UB,BI,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,BI;behavioral intention;intention to use;usage intention,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,EE-SE,EE,SE,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,EE;PEOU;ease of use;easy to use;perceived ease of use,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,EE-UB,EE,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,EE;PEOU;ease of use;easy to use;perceived ease of use,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,FC-SE,FC,SE,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,FC;facilitating;resources;support,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,FC-UB,FC,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,FC;facilitating;resources;support,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,PE-SE,PE,SE,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,PE;PU;perceived usefulness;useful;usefulness,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,PE-UB,PE,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,PE;PU;perceived usefulness;useful;usefulness,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,SE-SI,SE,SI,,21,24,ATT;BI;EE;FC;PE;SI;TRU,no,yes,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,AI self-efficacy;SE;efficacy;self-efficacy,SI;social influence;subjective norm,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,SE-TRU,SE,TRU,,21,24,ATT;BI;EE;FC;PE;SI;TRU,no,yes,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=SE. This usually indicates AI term-hit overreach or unapproved remap.,AI self-efficacy;SE;efficacy;self-efficacy,TRU;trust;trustworthiness,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,SI-UB,SI,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,SI;social influence;subjective norm,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S030,TRU-UB,TRU,UB,,21,24,ATT;BI;EE;FC;PE;SI;TRU,yes,no,no,,notes=Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,TRU;trust;trustworthiness,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-BI,ATT,BI,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,BI;behavioral intention;behavioural intention;intention to use;usage intention,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-EE,ATT,EE,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,EE;easy to use;effort expectancy,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-FC,ATT,FC,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,FC;facilitating;facilitating condition;facilitating conditions;resources;support,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-PE,ATT,PE,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,PE;performance expectancy;useful;usefulness,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-SI,ATT,SI,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,SI;social influence,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-TRU,ATT,TRU,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,TRU;trust,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S035,ATT-UB,ATT,UB,,21,24,BI;EE;FC;PE;SI;TRU;UB,no,yes,no,,notes=draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitudes,UB;usage behavior;use;use behavior,correlation;correlations;fornell;larcker;latent;matrix;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ANX-ATT,ANX,ATT,,21,24,ANX;BI;EE;PE;SE;SI;TRU,yes,no,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,AI anxiety;ANX;anxiety;apprehension;fear,attitude;attitude toward;attitudes,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ANX-FC,ANX,FC,,21,24,ANX;BI;EE;PE;SE;SI;TRU,yes,no,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=FC. This usually indicates AI term-hit overreach or unapproved remap.,AI anxiety;ANX;anxiety;apprehension;fear,FC;resources;support,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ANX-UB,ANX,UB,,21,24,ANX;BI;EE;PE;SE;SI;TRU,yes,no,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=UB. This usually indicates AI term-hit overreach or unapproved remap.,AI anxiety;ANX;anxiety;apprehension;fear,actual use;usage behavior;use,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ATT-BI,ATT,BI,,21,24,ANX;BI;EE;PE;SE;SI;TRU,no,yes,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitude toward;attitudes,BI;behavioral intention;behavioural intention;continuance intention;intention to use,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ATT-EE,ATT,EE,,21,24,ANX;BI;EE;PE;SE;SI;TRU,no,yes,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitude toward;attitudes,EE;PEOU;ease of use;easy to use;perceived ease of use,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ATT-PE,ATT,PE,,21,24,ANX;BI;EE;PE;SE;SI;TRU,no,yes,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitude toward;attitudes,PE;PU;perceived usefulness;useful;usefulness,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,S036,ATT-SE,ATT,SE,,21,24,ANX;BI;EE;PE;SE;SI;TRU,no,yes,no,,notes=study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.,likely_false_positive_one_construct_not_human_supported,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; missing construct=ATT. This usually indicates AI term-hit overreach or unapproved remap.,attitude;attitude toward;attitudes,AI self-efficacy;SE;computer self-efficacy;efficacy;self-efficacy,correlations;fornell;larcker;latent;table,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
