run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04514,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4300 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4300,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04543,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-UB | Human consensus value: source=direct; beta=0.353; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4329 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,No numeric effect size provided in redacted source evidence.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04544,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Human consensus value: source=direct; beta=0.673; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4330 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4330; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates a mismatch but does not provide the numeric r value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04545,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: source=direct; beta=0.7; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4331 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4331; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates a mismatch but does not provide the numeric r value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04546,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4332 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4332,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04547,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Human consensus value: source=direct; beta=0.483; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4333 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4333; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates a mismatch but does not provide the numeric r value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04548,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4334 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4334,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04549,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4335 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4335,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04550,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-UB | Human consensus value: source=direct; beta=0.15; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4336 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4336; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates a mismatch but does not provide the numeric r value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04551,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Human consensus value: source=direct; beta=0.535; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4337 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4337; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates a mismatch but does not provide the numeric r value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04552,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4338 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4338,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04553,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-SI | Human consensus value: source=direct; beta=0.435; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4339 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4339; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates a mismatch but does not provide the numeric r value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04554,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4340 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4340,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04555,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4341 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4341,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04556,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-UB | Human consensus value: source=direct; beta=0.241; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4342 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4342; Table 4,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates mismatch but supplies no extractable numeric value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04557,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4343 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4343,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04558,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-SI | Human consensus value: source=direct; beta=0.456; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4344 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4344; Table 4,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates mismatch but supplies no extractable numeric value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04559,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4345 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4345,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04560,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4346 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4346,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04561,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-UB | Human consensus value: source=direct; beta=0.139; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4347 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4347; Table 4,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,Provided evidence indicates mismatch but supplies no extractable numeric value.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04562,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4348 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4348,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04563,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4349 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4349,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04564,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4350 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=4350,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04565,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4351 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=4351,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04566,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4352 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=4352,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04567,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4353 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=4353,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04568,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: SI-UB | Human consensus value: source=direct; beta=0.31; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: SI-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4354 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4354; Table 4,Value mismatch; Beta/path mismatch; Value / significance mismatch,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. ready_r_value_direct
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:01:42Z,0,,P2-TASK-04569,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4355 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=4355,,high,False,,not_persisted_batch,locked,2026-06-06T13:01:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
