run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00101,S172,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S172 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: partial / discriminant-validity concern | Source/evidence note: PDF concerns artificial intelligence adoption in higher education; source supports student and educator stakeholder framing but has discriminant-validity concerns. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S172 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=51; row=6 | Source evidence: PDF concerns artificial intelligence adoption in higher education; source supports student and educator stakeholder framing but has discriminant-validity concerns. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,table=51; row=6,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,Evidence describes matrix-completeness adjudication considerations but does not provide a concrete metadata value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00122,S082,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S082 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF Table 1 reports N=308 Hong Kong university students, 51.3% master’s and 44.2% doctoral; Table 6 reports hypothesis testing. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze","Study: S082 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=55; row=5 | Source evidence: PDF Table 1 reports N=308 Hong Kong university students, 51.3% master’s and 44.2% doctoral; Table 6 reports hypothesis testing. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,Evidence does not provide an explicit matrix completeness value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00123,S182,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S182 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. publication type: journal article; standardized code is journal","Study: S182 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=56; row=2 | Source evidence: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",journal article,journal,table=56; row=2,publication type: journal article; standardized code is journal,0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00124,S182,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S182 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. single-wave survey/cross-sectional design; use standardized underscore code","Study: S182 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=56; row=3 | Source evidence: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",cross-sectional,cross_sectional,table=56; row=3,single-wave survey/cross-sectional design; use standardized underscore code,0.98,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00125,S182,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S182 | Task family: metadata_extraction | Field/construct pair: Education level | Human consensus value: mixed | Source/evidence note: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. source includes undergraduate and graduate students","Study: S182 | Task family: metadata_extraction | Field/construct pair: Education level | Expected answer type: metadata_field_value_or_blank | Source locator: table=56; row=4 | Source evidence: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. source includes undergraduate and graduate students | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",undergraduate and graduate students,undergraduate_and_graduate,table=56; row=4,source includes undergraduate and graduate students,0.97,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00126,S182,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S182 | Task family: metadata_extraction | Field/construct pair: AI tool name | Human consensus value: generative AI (examples include ChatGPT/ERNIE-type tools) | Source/evidence note: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. source centers generative AI broadly","Study: S182 | Task family: metadata_extraction | Field/construct pair: AI tool name | Expected answer type: metadata_field_value_or_blank | Source locator: table=56; row=5 | Source evidence: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. source centers generative AI broadly | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",generative AI,generative_ai,table=56; row=5,source centers generative AI broadly,0.92,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,No specific named AI tool is given.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00127,S182,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S182 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze","Study: S182 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=56; row=6 | Source evidence: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,Evidence does not provide an explicit matrix completeness value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00128,S182,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S182 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone","Study: S182 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=56; row=7 | Source evidence: PDF reports a survey of 380 Chinese university students, including undergraduate and graduate students, on generative AI behavioral intention. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,Evidence describes what the flag reflects but does not give the flag value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00129,S199,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S199 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. publication type: journal article; standardized code is journal,Study: S199 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=57; row=2 | Source evidence: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,journal article,journal,table=57; row=2,publication type: journal article; standardized code is journal,0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00130,S199,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S199 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. single-wave survey/cross-sectional design; use standardized underscore code,Study: S199 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=57; row=3 | Source evidence: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,cross-sectional,cross_sectional,table=57; row=3,single-wave survey/cross-sectional design; use standardized underscore code,0.98,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00131,S199,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S199 | Task family: metadata_extraction | Field/construct pair: AI tool name | Human consensus value: AI applications | Source/evidence note: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. source title and survey target AI applications, with ChatGPT as an example","Study: S199 | Task family: metadata_extraction | Field/construct pair: AI tool name | Expected answer type: metadata_field_value_or_blank | Source locator: table=57; row=4 | Source evidence: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. source title and survey target AI applications, with ChatGPT as an example | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",AI applications,AI applications,table=57; row=4,"survey target AI applications, with ChatGPT as an example",0.78,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,ChatGPT is described as an example rather than the broader target tool category.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00132,S199,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S199 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S199 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=57; row=5 | Source evidence: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,The input states that table type determines availability but does not provide the matrix-completeness value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00133,S199,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S199 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value:  | Source/evidence note: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S199 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=57; row=6 | Source evidence: PDF reports a survey of 197 Greek humanities/social-sciences students using UTAUT2 for AI applications. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,The input explains what the flag reflects but does not provide the flag value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00134,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. publication type: journal article; standardized code is journal","Study: S148 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=2 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",journal article,journal,table=58; row=2,publication type: journal article; standardized code is journal,0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00135,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: mixed_methods | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source explicitly includes quantitative survey plus qualitative interviews/open-ended responses","Study: S148 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=3 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source explicitly includes quantitative survey plus qualitative interviews/open-ended responses | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",mixed-method,mixed-method,table=58; row=3,explanatory sequential mixed-method study,0.98,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00136,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Data collection | Human consensus value: survey; open-ended responses/interviews | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source reports survey plus open-ended responses and follow-up interviews","Study: S148 | Task family: metadata_extraction | Field/construct pair: Data collection | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=4 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source reports survey plus open-ended responses and follow-up interviews | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",survey plus open-ended responses and follow-up interviews,survey; open-ended responses; follow-up interviews,table=58; row=4,source reports survey plus open-ended responses and follow-up interviews,0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00137,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Country | Human consensus value: mixed / Japan, China, New Zealand | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source sample spans Japan, China, and New Zealand","Study: S148 | Task family: metadata_extraction | Field/construct pair: Country | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=5 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source sample spans Japan, China, and New Zealand | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.","Japan, China, and New Zealand",Japan; China; New Zealand,table=58; row=5,"source sample spans Japan, China, and New Zealand",0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00138,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Construct count | Human consensus value: 5 | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source supports five target-coded constructs/statistic rows in this packet","Study: S148 | Task family: metadata_extraction | Field/construct pair: Construct count | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=6 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source supports five target-coded constructs/statistic rows in this packet | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",five,5,table=58; row=6,source supports five target-coded constructs/statistic rows in this packet,0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00139,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Statistic count | Human consensus value: 5 | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. five target correlation rows are source-supported","Study: S148 | Task family: metadata_extraction | Field/construct pair: Statistic count | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=7 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. five target correlation rows are source-supported | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",five,5,table=58; row=7,five target correlation rows are source-supported,0.99,False,,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00140,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: partial/direct heatmap | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze","Study: S148 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=8 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,The input states that table type determines correlation availability but does not provide the matrix-completeness value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00141,S148,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S148 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone","Study: S148 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=58; row=9 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,No explicit flag value is provided in the redacted input.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00142,S148,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,"Study: S148 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-BI | Human consensus value: r=0.69; source=direct/heatmap; sig=NR | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths.","Study: S148 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=59; row=2 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. | Notes: Use as source-reported correlation/heatmap value; source significance is not reported in the table.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,The redacted input identifies ATT-BI as a correlation/heatmap value but does not provide the numeric value.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:27:35Z,0,,P2-TASK-00143,S148,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,"Study: S148 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-EE | Human consensus value: r=0.46; source=direct/heatmap; sig=NR | Source/evidence note: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths.","Study: S148 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=59; row=3 | Source evidence: PDF states an explanatory sequential mixed-method study of 637/687 undergraduate students across Japan, China, and New Zealand; Fig. 2 reports the correlation heatmap and Table 6 reports model paths. | Notes: Use as source-reported correlation/heatmap value; source significance is not reported in the table.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:27:35Z,codex_cli_noninteractive_batch,The redacted input identifies ATT-EE as a correlation/heatmap value but does not provide the numeric value.
