run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05271,S155,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S155 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: source=direct; beta=0.565; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5,Study: S155 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5057 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5057; Table 5,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,"Source evidence flags value mismatch, beta/path mismatch, and value/significance mismatch at Table 5, but no numeric r value is provided in the task input. R2 override referenced but actual r value not supplied in input text."
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05365,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5151 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5151,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,Confirmed blank; blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05366,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5152 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5152,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,Confirmed blank; blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05367,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5153 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5153,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,Confirmed blank; blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05368,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5154 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5154,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,Confirmed blank; blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05369,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5155 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5155,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,Confirmed blank; blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05370,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5156 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5156,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,Confirmed blank; blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05371,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5157 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5157,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ANX-SI
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05372,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5158 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5158,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ANX-TRA
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05373,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5159 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5159,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ANX-TRU
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05374,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5160 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5160,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ANX-UB
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05375,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5161 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5161,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-AUT
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05376,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5162 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5162,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-BI
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05377,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5163 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5163,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-EE
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05378,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5164 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5164,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-FC
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05379,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5165 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5165,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-PE
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05380,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5166 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5166,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-SE
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05381,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5167 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5167,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-SI
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05382,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5168 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5168,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-TRA
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05383,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5169 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5169,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-TRU
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05384,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5170 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5170,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for ATT-UB
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05385,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5171 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5171,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-BI
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05386,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5172 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5172,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-EE
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05387,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5173 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5173,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-FC
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05388,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5174 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5174,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-PE
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05389,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5175 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5175,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-SE
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05390,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5176 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5176,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-SI
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05391,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5177 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5177,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-TRA
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05392,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5178 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5178,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-TRU
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:29:11Z,0,,P2-TASK-05393,S039,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S039 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5179 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5179,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:29:11Z,claude_cli_noninteractive_batch,absence_or_blank_consensus confirmed; no statistic reported for AUT-UB
