run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06522,S085,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S085 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S085 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6308 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6308,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06572,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6358 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6358,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06573,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6359 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6359,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06574,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6360 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6360,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06575,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6361 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6361,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06576,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6362 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6362,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06577,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6363 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6363,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06578,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6364 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6364,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06579,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6365 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6365,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06580,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6366 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6366,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06581,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6367 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6367,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06582,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6368 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6368,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06583,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6369 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6369,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06584,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6370 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6370,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06585,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6371 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6371,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06586,S181,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S181 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Human consensus value: source=direct; beta=0.724; sig=NR | Source/evidence note: R2-only statistic; loc: Table 3,Study: S181 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6372 | Source evidence: R2-only statistic; loc: Table 3 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=6372,R2-only statistic; loc: Table 3,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06587,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6373 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6373,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06588,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6374 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6374,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06589,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6375 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6375,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06590,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6376 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6376,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06591,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6377 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6377,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06592,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6378 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6378,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06593,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6379 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6379,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06594,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6380 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6380,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06595,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6381 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6381,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06596,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6382 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6382,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06597,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6383 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6383,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06598,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6384 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6384,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06599,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6385 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6385,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06600,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6386 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6386,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_gemini3flash_full_allfamilies_5750_5999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T03:04:03Z,0,,P2-TASK-06601,S181,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S181 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6387 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6387,,1.0,False,,not_persisted_batch,locked,2026-06-07T03:04:03Z,gemini_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
