record_id,title,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_12531,Exploring the Relationship between AI Tool Language Learning Awareness and Motivation to Learn English: Focusing on the Mediating Role of Adaptability,2025,Scopus,include,uncertain,0.91,0.0,,,"This is a primary quantitative study in a university education context (n=180) focused on AI-based tools, using hierarchical regression and mediation analyses. It measures future-use interest (adoption-related) and reports analyzable model relationships likely including standardized coefficients/path effects.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06057,AIDUA (artificial intelligence device use and acceptance) model to assess the acceptance of AI in the learning practices of higher education students,2025,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is a quantitative empirical study (cross-sectional survey, n=220) focused on AI acceptance/use among higher education students, with adoption-related outcomes explicitly modeled. Use of SEM strongly suggests standardized path coefficients are available, and the study is within the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13690,"Knowledge, Attitude, and Practices toward Artificial Intelligence among University Students in Lebanon",2024,WoS; Scopus; PsycINFO,include,include,0.78,0.9,,,"This is a primary quantitative survey of university students (n=457) focused on AI, in an educational context, and it measures attitude and reported use/practices that map to acceptance/adoption outcomes. Effect-size extractability is not explicit in the abstract (mostly p-values/associations), but it appears likely the full paper contains usable association statistics.","Empirical quantitative study with university students, assessing KAPs towards AI. Sample size is sufficient (n=457), published in 2024, in English, and reports statistical associations, suggesting effect size data is available or inferable.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12534,The Impact of Generative AI on University Students' Learning Experience: A Study on Cognitive and Affective Outcomes,2025,WoS; Scopus,include,uncertain,0.89,0.0,,,"The study is a quantitative primary-data analysis in higher education (n=93) focused on GenAI, and it explicitly analyzes GenAI usage with Spearman correlations, which provides usable effect-size information. Year (2025), English abstract, and WoS/Scopus indexing support inclusion for screening.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06061,Examining factors influencing university students' perceptions of AI technologies in academic writing,2025,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is an empirical quantitative survey study (n=517) in a university education context focused on AI acceptance/use in academic writing, analyzed with PLS-SEM under TAM. The SEM approach and reported relationships/path associations indicate effect-size-relevant statistics are likely available, and the 2025 publication year is within scope.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14737,Learners' Adoption of Course Recommendation Systems by Integrating External Factors and Technology Acceptance Model,2025,Scopus,include,uncertain,0.84,0.0,,,"This is an empirical quantitative TAM-based adoption study in an educational population (research scholars, n=150) focused on recommendation-system technology and acceptance outcomes. Effect-size reporting is not explicit in the abstract, but TAM model testing typically includes path/beta estimates in the full paper, so it is suitable for inclusion at screening stage.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06064,The role of perceived trust and technology anxiety in intention to use technology tools in HEI: applying the modified UTAUT from user behavior context,2025,WoS; Scopus,include,uncertain,0.94,0.0,,,"The study is a quantitative survey (n=175) of undergraduate and postgraduate students in higher education, with GenAI as the focal technology and behavioral intention/adoption constructs modeled via modified UTAUT. Use of PLS-SEM and reported significant paths/mediation strongly indicates standardized path coefficients are available, and the 2025 indexed record is within scope.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06066,Economics students' behavioural intention and usage of ChatGPT in higher education: a hybrid structural equation modelling-artificial neural network approach,2024,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is an empirical quantitative study (n=306) in a higher-education student population focused specifically on ChatGPT adoption, measuring behavioral intention and actual use via SEM-ANN. The SEM design and reported significant path relationships strongly indicate availability of standardized effect-size data suitable for meta-analysis.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_06072,Understanding behavioral intentions of UG and PG students in Tier II Indian cities toward AI-technology adoption in higher education: a mixed-methods approach using the SOR model,2025,WoS; Scopus,include,include,0.94,0.95,,,"The abstract reports a mixed-methods study with a substantial quantitative sample (n=598) of UG/PG students, using SEM to model behavioral intention to adopt AI technology in higher education. This indicates AI-focused adoption outcomes in an educational population with likely standardized path/effect-size data, and the 2025 publication year is within scope.","This empirical quantitative study with n=598 focuses on AI adoption intentions among students in higher education, employs SEM, is in English, and was published in 2025 within the target window.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13694,Drivers of Chatbot Adoption among K-12 Teachers in Saudi Arabia,2024,WoS; PsycINFO,include,include,0.96,0.95,,,"This is a quantitative empirical study (n=406 teachers) in an educational setting using SEM to model chatbot acceptance with UTAUT2 constructs. AI (chatbots/AI literacy) is the focal technology, adoption/acceptance is explicitly measured, and SEM results imply standardized path/effect-size data suitable for meta-analysis.","Empirical quantitative study using SEM to examine chatbot adoption among K-12 teachers, published in 2024, with a sample size of 406 and likelihood of effect size data from SEM analysis.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14746,Main factors driving the use of ChatGPT by undergraduate students: An exploratory and preliminary study in Peru,2024,Scopus,include,uncertain,0.93,0.0,,,"The abstract describes a primary quantitative study of undergraduate students (n=108) using SEM to test factors influencing intention to use ChatGPT in higher education. AI (ChatGPT) is the focal technology, adoption intention is the outcome, and SEM implies standardized path/effect-size data are likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12547,"Perception about Islam, Attitude, Subjective Norms, and Behavioural Intention in Using Artificial Intelligence among University Students",2025,Scopus; WoS,include,include,0.93,0.9,,,"This is a quantitative cross-sectional survey of 406 university students examining AI behavioral intention using TRA constructs in an educational context. The abstract reports significant predictor relationships (and strongest/weakest predictors), making effect-size/statistical modeling outputs likely available in the full paper.","The study is a quantitative survey (n=406) from 2025, focusing on university students' behavioral intention to use AI in an educational context, with implied effect sizes for relationships between variables. It meets all inclusion criteria.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13699,"Modeling Teachers' Acceptance of Generative Artificial Intelligence Use in Higher Education: The Role of AI Literacy, Intelligent TPACK, and Perceived Trust",2024,WoS; Scopus; PsycINFO,include,include,0.93,1.0,,,"The abstract describes a quantitative SEM study (n=237) of university teachers examining acceptance/adoption of GenAI, with AI-specific constructs (AI literacy, intelligent TPACK, trust) in a higher-education context. SEM typically reports standardized path coefficients, and the indexing sources plus English abstract indicate likely peer-reviewed English publication within 2015-2025.","This is a quantitative study (n=237, SEM) in higher education focusing on teachers' acceptance of generative AI, published in 2024, and likely to report effect sizes.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09774,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approach,2025,WoS; Scopus,include,include,0.94,1.0,,,"This is a quantitative cross-sectional SEM study (n=127) focused on ChatGPT adoption in a medical education population (students/faculty), with adoption constructs (attitude, behavioral intention, actual use) explicitly modeled. SEM-based path relationships are reported/significant in the abstract, making standardized effect sizes likely available in the full paper.","The study is an empirical quantitative study using SEM to assess ChatGPT adoption in Jordanian medical education among medical students and faculty, with an adequate sample size (n=127) within the target publication window.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14749,Examining generative artificial intelligence adoption in academia: a UTAUT perspective,2024,Scopus,include,uncertain,0.92,0.0,,,"The study is a quantitative survey (n=74) of undergraduate students using a UTAUT-based PLS regression model to explain generative AI adoption/usage in an academic context. It is in English, within 2015-2025 (2024), and the modeling approach strongly suggests standardized path/beta estimates suitable for meta-analytic effect-size extraction.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09777,Using Generative AI in nursing education: Students' perceptions,2025,WoS; Scopus,include,include,0.87,0.95,,,"This is a quantitative primary survey study (n=517 nursing students) in a higher-education context, with generative AI as the focal technology and SmartPLS analysis indicating path-based effects. Adoption/acceptance-related constructs (e.g., perceived usefulness, trust in AI) appear to be measured, and standardized path coefficients are likely reported.","This empirical quantitative survey from 2025 examines factors affecting student performance using Generative AI in nursing education, measuring perceived usefulness. The study reports a sample size of 517 and uses SmartPLS analysis, making effect size data likely.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14753,The impact of AI tools on undergraduate students’ academic performance: A case study of Peru,2025,Scopus,include,uncertain,0.84,0.0,,,"This is a quantitative primary-data study (survey, n=263) in higher education with AI (ChatGPT) as the focal technology and SEM-based path relationships reported. It appears within the 2015-2025 window and likely provides usable standardized effect-size information for meta-analysis.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07703,"Exploring the Effect of Generative AI on Social Sustainability Through Integrating AI Attributes, TPB, and T-EESST: A Deep Learning-Based Hybrid SEM-ANN Approach",2024,WoS; Scopus; IEEE,include,uncertain,0.96,0.0,,,"This is a primary quantitative study (SEM-ANN) with a large student sample (n=1048) in a university context, explicitly focused on generative AI adoption/use and related predictors. Given the SEM design and reported significance testing, standardized path/effect-size data is very likely available, and the 2024 publication year is within range.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13705,Engineering Students' Use of Large Language Model Tools: An Empirical Study Based on a Survey of Students from 12 Universities,2025,WoS; Scopus,include,include,0.93,0.9,,,"This is a quantitative empirical survey study (n=539) of engineering students using a UTAUT-based model focused on LLM/ChatGPT adoption and use in higher education. The design and framework strongly indicate reportable association/path coefficients suitable for meta-analytic effect extraction, and the year (2025) is within range.","Empirical quantitative study (N=539) examining engineering students' use of LLM tools (AI focal) in an educational setting, with the UTAUT framework suggesting effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13706,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mindset in Generative Artificial Intelligence Usage in Higher Education,2025,WoS; Scopus,include,uncertain,0.94,0.0,,,This is an empirical quantitative survey study (n=500) of Chinese undergraduates focused specifically on generative AI usage/adoption in higher education. The UTAUT-based mediation analysis strongly suggests reportable path/effect-size statistics suitable for meta-analytic extraction.,"gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07714,ChatGPT for Educational Purposes: Investigating the Impact of Knowledge Management Factors on Student Satisfaction and Continuous Usage,2024,WoS; Scopus; IEEE,include,uncertain,0.97,0.0,,,"This is a primary quantitative study (survey, n=513) in a university education context with ChatGPT/generative AI as the focal technology. It directly models adoption-related outcomes (continuous usage, satisfaction) using PLS-SEM, which typically reports standardized path coefficients suitable for meta-analytic effect-size extraction.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13709,Generative Artificial Intelligence in Education: Insights from Rehabilitation Sciences Students,2025,WoS; Scopus,include,uncertain,0.82,0.0,,,"This is an empirical cross-sectional survey (n=196) of rehabilitation sciences students focused specifically on GenAI acceptance and use in an educational context. It meets core inclusion criteria, though the abstract does not explicitly confirm correlation matrices or standardized beta/path coefficients.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13710,"College Students' Use and Perceptions of AI Tools in the UAE: Motivations, Ethical Concerns and Institutional Guidelines",2025,WoS; Scopus,include,uncertain,0.94,0.0,,,"This is an English-language quantitative survey in higher education (UAE college students, n=822) with AI tools as the focal technology and explicit adoption-related outcomes (use and adoption intent). The abstract reports mediation analyses of interrelated variables, making standardized path/beta-type effect sizes likely available, and the 2025 indexing in WoS/Scopus supports eligibility within the target publication window and likely peer-reviewed status.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14783,AI AS A FACILITATOR OF CREATIVITY AND WELLBEING IN BUSINESS STUDENTS: A MULTIGROUP APPROACH BETWEEN PUBLIC AND PRIVATE UNIVERSITIES,2025,WoS; Scopus,include,uncertain,0.94,0.0,,,"The abstract describes a quantitative, cross-sectional SEM study of 270 university business students where AI adoption is explicitly measured and modeled as a mediator, satisfying the education-adoption focus. Given SEM/MGA methods and indexing in WoS/Scopus (2025), standardized path/effect-size data is likely available and the study fits the target window and design.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09784,"Attitudes and usage of ChatGPT among pharmacy students in a Sub-Saharan African country, Zambia: findings and implications on the education system",2025,WoS; Scopus,include,uncertain,0.91,0.0,,,"This is a quantitative cross-sectional survey of pharmacy students (n=385) focused specifically on ChatGPT adoption/attitudes in higher education. It reports inferential associations including adjusted odds ratios, and the 2025 timing and WoS/Scopus indexing are consistent with an in-scope, likely peer-reviewed study.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07719,How Digital Teacher Appearance Anthropomorphism Impacts Digital Learning Satisfaction and Intention to Use: Interaction With Knowledge Type,2025,IEEE,include,uncertain,0.9,0.0,,,"The abstract reports a primary quantitative 2×2 experiment (n=475) in an educational digital-learning context focused on AI-based digital teachers, with intention to use as an adoption outcome and mediation testing. It is in English, within 2015–2025, and the IEEE source is likely peer-reviewed with effect-size-relevant statistics likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14816,Analysis of the use of interactive artificial intelligence tools in the university environment,2025,WoS,include,include,0.92,1.0,,,"This is an empirical quantitative study in higher education (n=306) examining factors influencing university students’ use of interactive AI tools, with regression-based modeling of adoption/use and outcomes. The abstract indicates analyzable effect-size information is likely available from reported regression results, and the 2025 publication year is within scope.","The study is a quantitative empirical study from 2025 in a university setting, focusing on factors influencing the use of AI tools by students (n=306), with regression analysis performed.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07720,Empowering Instructors With AI: Evaluating the Impact of an AI-Driven Feedback Tool in Learning Analytics,2025,IEEE,include,uncertain,0.87,0.0,,,"The abstract describes a controlled empirical study with 65 higher-education instructors evaluating an AI-driven feedback platform, with TAM-based measures of perceived usefulness/relevance and observed usage behavior. It is in-scope for AI adoption in education (2025, IEEE), though the abstract does not explicitly confirm reported correlation matrices or standardized path coefficients.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13714,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Education,2025,WoS; Scopus,include,uncertain,0.89,0.0,,,"The study is an empirical mixed-methods investigation with a substantial quantitative survey sample (n=277) of higher-education students, focused on GenAI adoption/acceptance factors in English language learning. AI is clearly focal and the context is educational; effect-size availability is not explicit in the abstract but appears plausible given reported influential acceptance factors.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13716,Perceptions of AI in Higher Education: Insights from Students at a Top-Tier Chinese University,2025,WoS; Scopus,include,uncertain,0.88,0.0,,,"This is an empirical quantitative study in higher education students (n=253) focused on AI, using a TAM framework with reported significant adoption-related predictors. The year (2025), English abstract, and indexed source support likely eligibility for the meta-analysis.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12595,AI-assisted learning: an empirical study on student application behavior,2025,Scopus,include,uncertain,0.95,0.0,,,"This is an empirical quantitative survey study (n=390) in a university student population, with AI in learning as the focal technology and behavioral intention/use as core outcomes. The use of a structural model (PLS-SEM) strongly suggests standardized path coefficients are available, and the 2025 English Scopus-indexed publication fits the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13717,ChatGPT or Human Mentors? Student Perceptions of Technology Acceptance and Use and the Future of Mentorship in Higher Education,2025,WoS; Scopus,include,uncertain,0.86,0.0,,,"This is an empirical quantitative survey of college students (N=127) centered on ChatGPT in a higher-education context, with technology acceptance/use-related variables and regression/correlation analyses. The study is in English, published in 2025, and likely provides extractable effect sizes (e.g., correlations and regression coefficients).","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12603,The Role of ChatGPT in English Language Learning: A Hedonic Motivation Perspective on Student Adoption in Chinese Universities,2024,Scopus,include,uncertain,0.93,0.0,,,"This is a 2024 empirical quantitative study (online survey, n=266) in a university English-learning context with ChatGPT as the focal AI technology and student adoption as the key outcome. SEM analysis under HMSAM strongly suggests standardized path coefficients/effect sizes are available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14838,Academic self-efficacy and dependence on artificial intelligence in a sample of university students; Autoeficácia acadêmica e dependência da inteligência artificial em uma amostra de estudantes universitários; Autoeficacia académica y dependencia de la inteligencia artificial en una muestra de estudiantes universitarios,2025,Scopus,include,include,0.85,1.0,,,"This is a quantitative, correlational primary study of university students (n=186) focused on AI dependence, with an explicit effect size reported (Pearson r=-0.299, p<0.05). It is in the 2015-2025 window and appears to be a Scopus-indexed journal article in English.","This is a quantitative study focused on AI dependence in university students, reporting a Pearson correlation. It meets all inclusion criteria regarding publication year, sample size, and peer-review likelihood.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13718,Habit Predicting Higher Education EFL Students' Intention and Use of AI: A Nexus of UTAUT-2 Model and Metacognition Theory,2025,WoS; Scopus,include,uncertain,0.97,0.0,,,"This is a quantitative empirical study in higher education (Pakistani EFL students, n=611) focused on AI adoption using UTAUT-2, with intention and actual use outcomes. It reports PLS-SEM path coefficients (e.g., 0.489, 0.325), indicating effect-size data suitable for meta-analytic extraction within the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09827,"Generative artificial intelligence acceptance, anxiety, and behavioral intention in the middle east: a TAM-based structural equation modelling approach",2025,WoS; Scopus,include,uncertain,0.97,0.0,,,"This is an empirical quantitative cross-sectional SEM study of GenAI acceptance/anxiety among undergraduate nursing students (education context) with behavioral intention to use as the adoption outcome. It reports standardized path coefficients (betas), has a large sample (n=1,055), is in English, and falls within the 2015-2025 window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13721,A TAM-Based Analysis of Hong Kong Undergraduate Students' Attitudes Toward Generative AI in Higher Education and Employment,2025,WoS; Scopus; PsycINFO,include,uncertain,0.94,0.0,,,"This is an empirical quantitative survey study (n=93) of Hong Kong undergraduates focused specifically on generative AI, with TAM-based adoption/use outcomes (frequency of use) analyzed via multiple regression. The abstract reports inferential statistics (e.g., F, R²) and the 2025 publication year is within the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09828,Insights into the relationship between anxiety and attitudes toward artificial intelligence among nursing students,2025,WoS; Scopus,include,include,0.92,0.9,,,"This is an empirical quantitative cross-sectional study of nursing students (n=264) in an educational context, focused on AI attitudes/anxiety with correlation and regression analyses. The abstract indicates likely extractable effect-size information and it is within the 2015-2025 window in an indexed scholarly source.","The study is a quantitative empirical study among nursing students, focuses on AI, and measures attitudes toward AI. It reports correlation and regression results, is in English, published in 2025, has a sample size of 264, and is from WoS/Scopus indicating peer-review.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12673,Students’ Perceptions of Artificial Intelligence in Academic Writing: A Case at A University in Vietnam,2025,Scopus,include,uncertain,0.86,0.0,,,"This is an empirical mixed-methods study with a substantial quantitative component (n=212 students) in a higher-education context, with AI tools as the focal technology. It explicitly models TAM adoption constructs (PU, PEOU, ATT, BI) and reports directional effects, making effect-size data likely extractable from the full paper.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14845,University Student Attitudes Towards Artificial Intelligence Integration into their Academic Performance,2025,Scopus,include,uncertain,0.86,0.0,,,"This is an empirical mixed-methods study with primary quantitative data (questionnaire, n=385) in a higher-education student population, and AI is the focal technology. Adoption-related outcomes (acceptance/use) are measured, and correlation analysis is explicitly reported, making effect-size extraction likely.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13723,Learners' Acceptance of ChatGPT in School,2025,WoS,include,include,0.93,0.95,,,"This is a quantitative primary-data survey study (n=506) of upper secondary students that directly examines ChatGPT (AI) acceptance in a school context using UTAUT2 and behavioral intention outcomes. Given the UTAUT2 predictive modeling language (predictors and explanatory power), standardized effects/path-type statistics are likely available.","This empirical quantitative study surveys 506 students on ChatGPT acceptance in a school setting (2025), directly addressing all inclusion criteria and likely providing effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13727,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Education: A TAM and UTAUT-Based PLS-SEM and Cluster Analysis,2025,WoS; Scopus; PsycINFO,include,uncertain,0.97,0.0,,,"This is an empirical quantitative study in higher education (n=302) focused on AI acceptance/intention among university students, using TAM/UTAUT with PLS-SEM and reporting standardized path coefficients (e.g., beta values). The year (2025) is within range, and indexing in WoS/Scopus/PsycINFO makes peer-reviewed status likely.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13728,Predictors of Pre-Service EFL Teachers' Predisposition Towards AI Adoption in Language Teaching,2025,WoS; Scopus,include,uncertain,0.9,0.0,,,"This is a quantitative primary-data survey study (n=56) of pre-service EFL teachers, with AI as the focal technology and behavioral intention/predisposition to adopt AI in teaching as core outcomes. It is in English, within the 2015-2025 window (2025), and the predictor language suggests regression/path-type effect sizes are likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_09836,Relationships between ChatGPT use with self-directed learning and critical thinking among school and university nurses in Taiwan,2025,WoS; Scopus,include,uncertain,0.84,0.0,,,"This is a quantitative primary-data study (cross-sectional survey) in an educational setting (school/university nurses) with AI (ChatGPT) as a focal construct and ChatGPT adoption/use explicitly measured. The sample size is adequate (n=413, year 2025), and the reported association analyses suggest effect-size-relevant statistics are likely available in the full paper.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12709,Unlocking AI-Powered Tools Adoption among University Students: A Fuzzy-Set Approach,2025,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is a primary quantitative study of university students (n=340) focused on AI-powered educational tools, measuring continued intention/use with TAM/SDT/PAM constructs. Use of PLS-SEM strongly indicates standardized path coefficients/effect-size data are available, and the 2025 indexed publication fits the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13733,Determinants of Chatbot Brand Trust in the Adoption of Generative Artificial Intelligence in Higher Education,2025,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is an empirical quantitative study (PLS-SEM) on GenAI chatbot adoption in higher education students, with adoption-related constructs (attitude, behavioral intention, trust) and a large sample (n=609). The SEM design strongly indicates standardized path coefficients/effect sizes are available, and the 2025 date is within scope.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13731,AI in the Classroom: GPT Usage and Learner Typologies in Programming,2025,WoS; Scopus,include,uncertain,0.91,0.0,,,"The abstract describes a quantitative primary-data survey (n=438 university students) focused on GPT/AI adoption and usage in programming education, with correlation and cluster analyses reported. It is in English, within 2025, and the WoS/Scopus indexing makes peer-reviewed status likely.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_13734,Factors Influencing the Reported Intention of Higher Vocational Computer Science Students in China to Use AI After Ethical Training: A Study in Guangdong Province,2025,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is an empirical primary-data study in an educational population (higher vocational students) with AI tool adoption/intention/use as focal outcomes, analyzed quantitatively via UTAUT2 and SEM. It reports standardized path coefficients (beta values), is in English, within 2015-2025 (2025), and has an adequate sample size (n=105).","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
