analysis_record_id,study_id,construct_pair,sample_size_numeric_original,sample_size_numeric_reconciled,sample_size_reconciliation_status,sample_size_reconciliation_source,masem_n_weighted_eligibility,preanalysis_action,source_location,source_artifact,source_locator,current_gate_reason,pdf_recovered_sample_size,pdf_source_location_checked,source_check_status,source_check_reason,researcher_confirmation_required,recommended_action_after_source_check,recommended_default_if_unresolved
P1-PRIMARY-00041,S194,PE-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=252,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00042,S194,PE-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=255,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00043,S194,SI-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=262,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00044,S208,BI-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=296,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00045,S208,BI-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=298,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00046,S208,BI-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=300,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00047,S208,BI-TRU,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=302,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00048,S208,EE-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=305,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00049,S208,EE-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=307,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00050,S208,EE-TRU,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=309,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00051,S208,PE-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=318,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00052,S208,PE-TRU,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=320,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00053,S208,SI-TRU,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 2, p. 829",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=327,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,526,S208.pdf participants section and Table 2 source context,pdf_study_level_n_candidate_found,PDF reports 526 valid students after exclusions; residual rows share the same valid-sample analysis context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00054,S028,ATT-BI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=344,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00055,S028,ATT-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.63,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=345,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00056,S028,ATT-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=347,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00057,S028,ATT-SE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=348,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00058,S028,BI-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=362,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00059,S028,BI-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=364,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00060,S028,BI-SE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=365,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00061,S028,EE-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=371,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00062,S028,EE-SE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=372,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00063,S028,PE-SE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 4, p. 7",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=383,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,508,S028.pdf sample/response reporting and Table 4 source context,pdf_study_level_n_candidate_found,PDF reports 508 valid responses for the analytic survey sample; residual rows share the same study-level correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00064,S145,ATT-BI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 24",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=476,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,374,S145.pdf method/sample characteristics and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 374 students in the survey sample; residual rows share the same model validity/correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00065,S145,ATT-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 24",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=477,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,374,S145.pdf method/sample characteristics and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 374 students in the survey sample; residual rows share the same model validity/correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00066,S145,ATT-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 24",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=484,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,374,S145.pdf method/sample characteristics and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 374 students in the survey sample; residual rows share the same model validity/correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00067,S145,BI-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 24",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=494,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,374,S145.pdf method/sample characteristics and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 374 students in the survey sample; residual rows share the same model validity/correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00068,S145,BI-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 24",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=501,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,374,S145.pdf method/sample characteristics and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 374 students in the survey sample; residual rows share the same model validity/correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00069,S145,EE-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 24",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=508,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,374,S145.pdf method/sample characteristics and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 374 students in the survey sample; residual rows share the same model validity/correlation table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00369,S100,BI-TRU,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.564,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2678,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,682,S100.pdf Study 1 participant/sample reporting and Table 6 source context,pdf_study_level_n_candidate_found,PDF reports 682 valid Study 1 survey responses; residual correlations are from the Study 1 quantitative table.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00370,S100,TRU-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.26,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=2707,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,682,S100.pdf Study 1 participant/sample reporting and Table 6 source context,pdf_study_level_n_candidate_found,PDF reports 682 valid Study 1 survey responses; residual correlations are from the Study 1 quantitative table.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
