study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S200,S200_full_sample_EE_FC,phase2,Pair C,full_sample,431,EE,FC,0.831,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_EE_PE,phase2,Pair C,full_sample,431,EE,PE,0.525,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_EE_SI,phase2,Pair C,full_sample,431,EE,SI,0.089,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_EE_UB,phase2,Pair C,full_sample,431,EE,UB,0.351,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_FC_PE,phase2,Pair C,full_sample,431,FC,PE,0.565,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_FC_SI,phase2,Pair C,full_sample,431,FC,SI,0.034,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_FC_UB,phase2,Pair C,full_sample,431,FC,UB,0.322,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_PE_SI,phase2,Pair C,full_sample,431,PE,SI,0.241,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_PE_UB,phase2,Pair C,full_sample,431,PE,UB,0.344,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
S200,S200_full_sample_SI_UB,phase2,Pair C,full_sample,431,SI,UB,0.313,source_reported_direct_or_discriminant_validity_value,,S200.pdf Table 5,table5_direct_or_discriminant_validity_value_researcher_selected,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat.
