study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S171,S171_full_sample_ATT_UB,phase2,Pair D,full_sample,351,ATT,UB,0.737,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_BI_EE,phase2,Pair D,full_sample,351,BI,EE,0.258,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_BI_FC,phase2,Pair D,full_sample,351,BI,FC,0.147,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_BI_PE,phase2,Pair D,full_sample,351,BI,PE,0.301,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_BI_UB,phase2,Pair D,full_sample,351,BI,UB,0.341,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_EE_FC,phase2,Pair D,full_sample,351,EE,FC,0.401,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_EE_PE,phase2,Pair D,full_sample,351,EE,PE,0.547,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_EE_UB,phase2,Pair D,full_sample,351,EE,UB,0.504,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_FC_PE,phase2,Pair D,full_sample,351,FC,PE,0.455,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_FC_UB,phase2,Pair D,full_sample,351,FC,UB,0.417,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S171,S171_full_sample_PE_UB,phase2,Pair D,full_sample,351,PE,UB,0.616,source_reported_pearson_or_latent_correlation,,S171.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 subset has sparse source-location strings and omits ATT-UB.
S173,S173_full_sample_BI_EE,phase2,Pair D,full_sample,306,BI,EE,0.689,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_BI_FC,phase2,Pair D,full_sample,306,BI,FC,0.668,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_BI_PE,phase2,Pair D,full_sample,306,BI,PE,0.692,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_BI_SI,phase2,Pair D,full_sample,306,BI,SI,0.649,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_BI_TRU,phase2,Pair D,full_sample,306,BI,TRU,0.713,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_BI_UB,phase2,Pair D,full_sample,306,BI,UB,0.845,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_EE_FC,phase2,Pair D,full_sample,306,EE,FC,0.666,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_EE_PE,phase2,Pair D,full_sample,306,EE,PE,0.8,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_EE_SI,phase2,Pair D,full_sample,306,EE,SI,0.55,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_EE_TRU,phase2,Pair D,full_sample,306,EE,TRU,0.631,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_EE_UB,phase2,Pair D,full_sample,306,EE,UB,0.764,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_FC_PE,phase2,Pair D,full_sample,306,FC,PE,0.644,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_FC_SI,phase2,Pair D,full_sample,306,FC,SI,0.631,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_FC_TRU,phase2,Pair D,full_sample,306,FC,TRU,0.646,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_FC_UB,phase2,Pair D,full_sample,306,FC,UB,0.782,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_PE_SI,phase2,Pair D,full_sample,306,PE,SI,0.53,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_PE_TRU,phase2,Pair D,full_sample,306,PE,TRU,0.685,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_PE_UB,phase2,Pair D,full_sample,306,PE,UB,0.741,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_SI_TRU,phase2,Pair D,full_sample,306,SI,TRU,0.469,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_SI_UB,phase2,Pair D,full_sample,306,SI,UB,0.68,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S173,S173_full_sample_TRU_UB,phase2,Pair D,full_sample,306,TRU,UB,0.737,source_reported_pearson_or_latent_correlation,,S173.pdf Table 2,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 2 direct row set; R3 duplicates most values but has sparse source-location strings.
S181,S181_full_sample_ANX_ATT,phase2,Pair D,full_sample,347,ANX,ATT,0.01,source_reported_pearson_or_latent_correlation,,S181.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 Table 3 direct row set; R3 marks the same values as original_beta and is not drafted.
S181,S181_full_sample_ANX_BI,phase2,Pair D,full_sample,347,ANX,BI,0.048,source_reported_pearson_or_latent_correlation,,S181.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 Table 3 direct row set; R3 marks the same values as original_beta and is not drafted.
S181,S181_full_sample_ANX_SI,phase2,Pair D,full_sample,347,ANX,SI,0.044,source_reported_pearson_or_latent_correlation,,S181.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 Table 3 direct row set; R3 marks the same values as original_beta and is not drafted.
S181,S181_full_sample_ATT_BI,phase2,Pair D,full_sample,347,ATT,BI,0.824,source_reported_pearson_or_latent_correlation,,S181.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 Table 3 direct row set; R3 marks the same values as original_beta and is not drafted.
S181,S181_full_sample_ATT_SI,phase2,Pair D,full_sample,347,ATT,SI,0.782,source_reported_pearson_or_latent_correlation,,S181.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 Table 3 direct row set; R3 marks the same values as original_beta and is not drafted.
S181,S181_full_sample_BI_SI,phase2,Pair D,full_sample,347,BI,SI,0.724,source_reported_pearson_or_latent_correlation,,S181.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 Table 3 direct row set; R3 marks the same values as original_beta and is not drafted.
S183,S183_full_sample_BI_EE,phase2,Pair D,full_sample,430,BI,EE,0.283,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_BI_FC,phase2,Pair D,full_sample,430,BI,FC,0.025,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_BI_PE,phase2,Pair D,full_sample,430,BI,PE,0.049,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_BI_SI,phase2,Pair D,full_sample,430,BI,SI,0.132,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_BI_TRU,phase2,Pair D,full_sample,430,BI,TRU,0.021,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_EE_FC,phase2,Pair D,full_sample,430,EE,FC,0.394,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_EE_PE,phase2,Pair D,full_sample,430,EE,PE,0.154,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_EE_SI,phase2,Pair D,full_sample,430,EE,SI,0.342,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_EE_TRU,phase2,Pair D,full_sample,430,EE,TRU,0.356,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_FC_PE,phase2,Pair D,full_sample,430,FC,PE,0.186,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_FC_SI,phase2,Pair D,full_sample,430,FC,SI,0.228,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_FC_UB,phase2,Pair D,full_sample,430,FC,UB,0.345,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_PE_SI,phase2,Pair D,full_sample,430,PE,SI,0.06,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_PE_TRU,phase2,Pair D,full_sample,430,PE,TRU,0.148,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S183,S183_full_sample_SI_TRU,phase2,Pair D,full_sample,430,SI,TRU,0.309,source_reported_pearson_or_latent_correlation,,S183.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 4 direct correlation row set; R3 mixed Table 3 direct and Table 6 beta-converted subset is not drafted.
S204,S204_full_sample_ATT_BI,phase2,Pair D,full_sample,140,ATT,BI,0.368,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S204,S204_full_sample_ATT_EE,phase2,Pair D,full_sample,140,ATT,EE,0.069,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S204,S204_full_sample_ATT_PE,phase2,Pair D,full_sample,140,ATT,PE,0.37,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S204,S204_full_sample_BI_PE,phase2,Pair D,full_sample,140,BI,PE,0.405,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S204,S204_full_sample_BI_SI,phase2,Pair D,full_sample,140,BI,SI,0.176,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S204,S204_full_sample_EE_PE,phase2,Pair D,full_sample,140,EE,PE,0.369,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S204,S204_full_sample_PE_SE,phase2,Pair D,full_sample,140,PE,SE,0.031,beta_converted_peterson_brown,,S204.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,"Use R2 source-located Table 5 beta-converted path row set; R3 row mapping differs and uses N=214 metadata, while the PDF quantitative model reports N=140."
S207,S207_full_sample_ATT_BI,phase2,Pair D,full_sample,880,ATT,BI,0.527,source_reported_pearson_or_latent_correlation,,S207.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R3 direct Table 3 row set; R2 original_beta row has BI-PE entered as 520 and is not drafted. Final visual audit should confirm source table labels for rows with blank source-location strings.
