study_id,phase_block,pair,title,step4_application_progress_status,source_gap_category,next_action,evidence_basis
S201,phase1,Pair A,AI Literacy and Intention to Use Text-Based GenAI for Learning: The Case of Busi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S211,phase1,Pair A,"The determinants of ChatGPT usage among accounting students: the role of habit,",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S217,phase1,Pair A,Examining students' intention to use ChatGPT: Does trust matter?,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S220,phase1,Pair A,Determinants of Intentions to Use Digital Mental Healthcare Content among Univer,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S223,phase1,Pair A,Understanding key drivers affecting students' use of artificial intelligence-bas,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S007,phase1,Pair B,Artificial intelligence teaching assistant adoption in university education: Key,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S010,phase1,Pair B,International perspectives on artificial intelligence in higher education: An ex,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S012,phase1,Pair B,College students' use behavior of generative AI and its influencing factors unde,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S013,phase1,Pair B,Exploring factors that influence graduate students' intention to use generative,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S016,phase1,Pair B,Exploring the acceptance of generative artificial intelligence-assisted learning,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S017,phase1,Pair B,Are university teachers ready for generative artificial intelligence? Unpacking,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S020,phase1,Pair B,Is Anxiety Affecting the Adoption of ChatGPT in University Teaching? A Gender Pe,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S026,phase1,Pair B,Exploring the usage behavior of generative artificial intelligence: a case study,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S043,phase1,Pair B,University EFL instructors' engagement with generative AI: A cross-cultural anal,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S045,phase1,Pair B,Factors influencing the acceptance and use of ChatGPT among English as a foreign,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S047,phase1,Pair B,Bridging AI literacy and UTAUT constructs: structural equation modeling of AI ad,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S048,phase1,Pair B,Understanding students' adoption of the ChatGPT chatbot in higher education: the,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S050,phase1,Pair B,Examining factors influencing university students' adoption of generative artifi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S052,phase1,Pair B,Modeling students’ perceptions of artificial intelligence assisted language lear,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S055,phase1,Pair B,Predictors of higher education students' behavioural intention and usage of Chat,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S057,phase1,Pair B,Proposing a conceptual model for the adoption of artificial intelligence by teac,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S060,phase1,Pair B,Factors affecting EFL students' behavioral intention to use AI in EFL writing de,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S072,phase1,Pair B,AI as my teacher: adoption of AI-driven virtual teaching assistants among studen,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S073,phase1,Pair B,Developing enrollment intentions for work-based learning that uses artificial in,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S090,phase1,Pair B,Generative AI Use Among Saudi and Korean Language Learners in Higher Education:,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S097,phase1,Pair B,Applying the technology acceptance model to examine factors influencing chatbot,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S100,phase1,Pair B,In GenAI we trust: An investigation of university students' reliance on and resi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S105,phase1,Pair B,The Use of ChatGPT in Academic Writing by University Students in Jordan,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S109,phase1,Pair B,Acceptance of AI-Powered Chatbots Among Physiotherapy Students: International Cr,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S111,phase1,Pair B,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDEN,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S117,phase1,Pair B,Factors Influencing International Students' Adoption of Generative Artificial In,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S125,phase1,Pair B,Exploring AI tool adoption in higher education: evidence from a PLS-SEM model in,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S127,phase1,Pair B,Academic Level as a Moderator in University Students' Acceptance of Educational,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S130,phase1,Pair B,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mind,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S141,phase1,Pair B,Artificial Intelligence Adoption Amongst Digitally Proficient Trainee Teachers:,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S142,phase1,Pair B,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S144,phase1,Pair B,Research Article A detailed examination of faculty acceptance of artificial inte,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S146,phase1,Pair B,The Role of Learning Motivation Factors in Deepseek Generative AI Adoption among,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S154,phase1,Pair B,Factors influencing students' intention to adopt and use ChatGPT in higher educa,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S160,phase1,Pair B,"Exploring the paradoxical use of ChatGPT in education: Analyzing benefits, risks",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S163,phase1,Pair B,Extended TAM based acceptance of AI-Powered ChatGPT for supporting metacognitive,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S167,phase1,Pair B,Factors Influencing Learner Attitudes Towards ChatGPT-Assisted Language Learning,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S170,phase1,Pair B,Exploring pre-service biology teachers' intention to teach genetics using an AI,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S174,phase1,Pair B,Students' adoption of AI-based teacher-bots (T-bots) for learning in higher educ,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S176,phase1,Pair B,Examining ChatGPT adoption among educators in higher educational institutions us,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
