study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S153,S153_full_sample_AUT_PE,phase2,Pair C,full_sample,207,AUT,PE,0.667,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_AUT_SI,phase2,Pair C,full_sample,207,AUT,SI,0.556,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_AUT_TRU,phase2,Pair C,full_sample,207,AUT,TRU,0.644,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_BI_EE,phase2,Pair C,full_sample,207,BI,EE,0.502,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_BI_PE,phase2,Pair C,full_sample,207,BI,PE,0.560,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_BI_SI,phase2,Pair C,full_sample,207,BI,SI,0.672,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_BI_TRU,phase2,Pair C,full_sample,207,BI,TRU,0.577,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_EE_PE,phase2,Pair C,full_sample,207,EE,PE,0.613,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_EE_SI,phase2,Pair C,full_sample,207,EE,SI,0.333,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_EE_TRU,phase2,Pair C,full_sample,207,EE,TRU,0.536,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_PE_SI,phase2,Pair C,full_sample,207,PE,SI,0.433,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_PE_TRU,phase2,Pair C,full_sample,207,PE,TRU,0.654,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_SI_TRU,phase2,Pair C,full_sample,207,SI,TRU,0.487,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S162,S162_full_sample_ANX_ATT,phase2,Pair C,full_sample,156,ANX,ATT,-0.323,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ANX_BI,phase2,Pair C,full_sample,156,ANX,BI,0.184,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ANX_EE,phase2,Pair C,full_sample,156,ANX,EE,0.412,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ANX_PE,phase2,Pair C,full_sample,156,ANX,PE,0.540,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ANX_UB,phase2,Pair C,full_sample,156,ANX,UB,0.132,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ATT_BI,phase2,Pair C,full_sample,156,ATT,BI,0.234,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ATT_EE,phase2,Pair C,full_sample,156,ATT,EE,0.087,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ATT_PE,phase2,Pair C,full_sample,156,ATT,PE,-0.591,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_ATT_UB,phase2,Pair C,full_sample,156,ATT,UB,0.166,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_BI_EE,phase2,Pair C,full_sample,156,BI,EE,0.019,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_BI_PE,phase2,Pair C,full_sample,156,BI,PE,0.021,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_BI_UB,phase2,Pair C,full_sample,156,BI,UB,0.619,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_EE_PE,phase2,Pair C,full_sample,156,EE,PE,0.427,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_EE_UB,phase2,Pair C,full_sample,156,EE,UB,0.081,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S162,S162_full_sample_PE_UB,phase2,Pair C,full_sample,156,PE,UB,-0.079,source_reported_latent_correlation,,S162.pdf Table 3 discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained.
S169,S169_full_sample_ATT_EE,phase1,Pair A,full_sample,250,ATT,EE,0.628,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_ATT_FC,phase1,Pair A,full_sample,250,ATT,FC,0.464,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_ATT_PE,phase1,Pair A,full_sample,250,ATT,PE,0.808,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_ATT_UB,phase1,Pair A,full_sample,250,ATT,UB,0.792,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_EE_FC,phase1,Pair A,full_sample,250,EE,FC,0.270,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_EE_PE,phase1,Pair A,full_sample,250,EE,PE,0.609,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_EE_UB,phase1,Pair A,full_sample,250,EE,UB,0.533,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_FC_PE,phase1,Pair A,full_sample,250,FC,PE,0.369,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_FC_UB,phase1,Pair A,full_sample,250,FC,UB,0.292,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S169,S169_full_sample_PE_UB,phase1,Pair A,full_sample,250,PE,UB,0.703,source_reported_correlation_source_corrected_mapping,,S169.pdf Table 4 Correlation and validity,source_reported_correlation_matrix_source_corrected_construct_mapping,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-correct coder BI labels to UB because Table 4/source text labels the construct as Behavior; exclude AIHE/application outcome rows.
S012,S012_full_sample_BI_EE,phase1,Pair B,full_sample,1190,BI,EE,0.776,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.602.
S012,S012_full_sample_BI_FC,phase1,Pair B,full_sample,1190,BI,FC,0.766,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.586.
S012,S012_full_sample_BI_PE,phase1,Pair B,full_sample,1190,BI,PE,0.787,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.619.
S012,S012_full_sample_BI_SI,phase1,Pair B,full_sample,1190,BI,SI,0.491,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.241.
S012,S012_full_sample_EE_FC,phase1,Pair B,full_sample,1190,EE,FC,0.790,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.624.
S012,S012_full_sample_EE_PE,phase1,Pair B,full_sample,1190,EE,PE,0.787,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.62.
S012,S012_full_sample_EE_SI,phase1,Pair B,full_sample,1190,EE,SI,0.335,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.112.
S012,S012_full_sample_FC_PE,phase1,Pair B,full_sample,1190,FC,PE,0.741,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.549.
S012,S012_full_sample_FC_SI,phase1,Pair B,full_sample,1190,FC,SI,0.366,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.134.
S012,S012_full_sample_PE_SI,phase1,Pair B,full_sample,1190,PE,SI,0.383,sqrt_transformed_source_squared_correlation,,S012.pdf Table 3 Construct correlations,source_reported_squared_correlation_sqrt_transformed,source_transformed,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source table labels off-diagonals as squared correlations; r_value is sqrt-transformed from source values. Source note: sqrt of squared correlation 0.147.
S018,S018_full_sample_ATT_BI,phase1,Pair A,full_sample,748,ATT,BI,0.880,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_ATT_EE,phase1,Pair A,full_sample,748,ATT,EE,0.847,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_ATT_PE,phase1,Pair A,full_sample,748,ATT,PE,0.893,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_ATT_SI,phase1,Pair A,full_sample,748,ATT,SI,0.653,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_BI_EE,phase1,Pair A,full_sample,748,BI,EE,0.832,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_BI_PE,phase1,Pair A,full_sample,748,BI,PE,0.867,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_BI_SI,phase1,Pair A,full_sample,748,BI,SI,0.659,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_EE_PE,phase1,Pair A,full_sample,748,EE,PE,0.856,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_EE_SI,phase1,Pair A,full_sample,748,EE,SI,0.671,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S018,S018_full_sample_PE_SI,phase1,Pair A,full_sample,748,PE,SI,0.642,source_reported_latent_correlation,,S018.pdf Table 2 Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R2 Table 2 values; MSR/LM/LA excluded.
S045,S045_full_sample_ATT_BI,phase1,Pair B,full_sample,184,ATT,BI,0.712,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_ATT_EE,phase1,Pair B,full_sample,184,ATT,EE,0.561,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_ATT_PE,phase1,Pair B,full_sample,184,ATT,PE,0.748,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_ATT_UB,phase1,Pair B,full_sample,184,ATT,UB,0.683,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_BI_EE,phase1,Pair B,full_sample,184,BI,EE,0.393,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_BI_PE,phase1,Pair B,full_sample,184,BI,PE,0.745,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_BI_UB,phase1,Pair B,full_sample,184,BI,UB,0.615,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_EE_PE,phase1,Pair B,full_sample,184,EE,PE,0.572,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_EE_UB,phase1,Pair B,full_sample,184,EE,UB,0.388,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S045,S045_full_sample_PE_UB,phase1,Pair B,full_sample,184,PE,UB,0.682,source_reported_correlation,,S045.pdf Table 3 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 3 values; R3 rounded the same rows.
S052,S052_full_sample_BI_EE,phase1,Pair B,full_sample,524,BI,EE,0.701,source_reported_correlation,,S052.pdf Table 4 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 4 values; R3 rounded the same rows.
S052,S052_full_sample_BI_FC,phase1,Pair B,full_sample,524,BI,FC,0.546,source_reported_correlation,,S052.pdf Table 4 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 4 values; R3 rounded the same rows.
S052,S052_full_sample_BI_PE,phase1,Pair B,full_sample,524,BI,PE,0.804,source_reported_correlation,,S052.pdf Table 4 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 4 values; R3 rounded the same rows.
S052,S052_full_sample_BI_SI,phase1,Pair B,full_sample,524,BI,SI,0.613,source_reported_correlation,,S052.pdf Table 4 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 4 values; R3 rounded the same rows.
S052,S052_full_sample_EE_FC,phase1,Pair B,full_sample,524,EE,FC,0.557,source_reported_correlation,,S052.pdf Table 4 correlation matrix,source_reported_correlation_matrix,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 precise Table 4 values; R3 rounded the same rows.
