study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S115,S115_full_sample_BI_EE,phase2,Pair C,full_sample,112,BI,EE,0.68,source_reported_pearson_or_latent_correlation,,S115.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,"Use R4 complete direct Figure 2/category-wise correlation matrix row set; R1 source-located subset omits ATT-EE, ATT-PE, and EE-PE. Final visual audit should confirm source table labels because selected rows lack source-location strings."
S115,S115_full_sample_BI_PE,phase2,Pair C,full_sample,112,BI,PE,0.62,source_reported_pearson_or_latent_correlation,,S115.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,"Use R4 complete direct Figure 2/category-wise correlation matrix row set; R1 source-located subset omits ATT-EE, ATT-PE, and EE-PE. Final visual audit should confirm source table labels because selected rows lack source-location strings."
S115,S115_full_sample_EE_PE,phase2,Pair C,full_sample,112,EE,PE,0.62,source_reported_pearson_or_latent_correlation,,S115.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,"Use R4 complete direct Figure 2/category-wise correlation matrix row set; R1 source-located subset omits ATT-EE, ATT-PE, and EE-PE. Final visual audit should confirm source table labels because selected rows lack source-location strings."
S152,S152_full_sample_ATT_BI,phase2,Pair C,full_sample,604,ATT,BI,0.21,beta_converted_peterson_brown,,S152.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 retains raw beta values.
S152,S152_full_sample_BI_PE,phase2,Pair C,full_sample,604,BI,PE,0.11,beta_converted_peterson_brown,,S152.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 retains raw beta values.
S152,S152_full_sample_BI_SE,phase2,Pair C,full_sample,604,BI,SE,0.16,beta_converted_peterson_brown,,S152.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 retains raw beta values.
S002,S002_full_sample_BI_EE,phase2,Pair D,full_sample,300,BI,EE,0.696,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_BI_FC,phase2,Pair D,full_sample,300,BI,FC,0.799,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_BI_PE,phase2,Pair D,full_sample,300,BI,PE,0.694,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_BI_SI,phase2,Pair D,full_sample,300,BI,SI,0.724,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_BI_UB,phase2,Pair D,full_sample,300,BI,UB,0.692,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_EE_FC,phase2,Pair D,full_sample,300,EE,FC,0.602,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_EE_PE,phase2,Pair D,full_sample,300,EE,PE,0.592,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_EE_SI,phase2,Pair D,full_sample,300,EE,SI,0.569,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_EE_UB,phase2,Pair D,full_sample,300,EE,UB,0.523,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_FC_PE,phase2,Pair D,full_sample,300,FC,PE,0.694,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_FC_SI,phase2,Pair D,full_sample,300,FC,SI,0.724,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_FC_UB,phase2,Pair D,full_sample,300,FC,UB,0.545,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_PE_SI,phase2,Pair D,full_sample,300,PE,SI,0.534,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_PE_UB,phase2,Pair D,full_sample,300,PE,UB,0.574,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_SI_UB,phase2,Pair D,full_sample,300,SI,UB,0.489,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S024,S024_full_sample_ATT_BI,phase2,Pair D,full_sample,486,ATT,BI,0.489,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_ATT_EE,phase2,Pair D,full_sample,486,ATT,EE,0.087,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_ATT_PE,phase2,Pair D,full_sample,486,ATT,PE,0.514,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_ATT_SI,phase2,Pair D,full_sample,486,ATT,SI,0.147,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_BI_PE,phase2,Pair D,full_sample,486,BI,PE,0.151,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_EE_PE,phase2,Pair D,full_sample,486,EE,PE,0.523,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_EE_SE,phase2,Pair D,full_sample,486,EE,SE,0.594,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_EE_SI,phase2,Pair D,full_sample,486,EE,SI,0.105,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S024,S024_full_sample_FC_PE,phase2,Pair D,full_sample,486,FC,PE,0.13,beta_converted_peterson_brown,,S024.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 beta-converted rows; R3 adds ATT-TRU and BI-SI rows with blank source-location strings.
S025,S025_full_sample_BI_EE,phase2,Pair D,full_sample,361,BI,EE,0.506,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_BI_FC,phase2,Pair D,full_sample,361,BI,FC,0.436,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_BI_PE,phase2,Pair D,full_sample,361,BI,PE,0.849,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_BI_SE,phase2,Pair D,full_sample,361,BI,SE,0.036,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_BI_SI,phase2,Pair D,full_sample,361,BI,SI,-0.187,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_BI_UB,phase2,Pair D,full_sample,361,BI,UB,0.652,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_EE_FC,phase2,Pair D,full_sample,361,EE,FC,0.427,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_EE_PE,phase2,Pair D,full_sample,361,EE,PE,0.355,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_EE_SE,phase2,Pair D,full_sample,361,EE,SE,0.121,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_EE_SI,phase2,Pair D,full_sample,361,EE,SI,-0.118,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_EE_UB,phase2,Pair D,full_sample,361,EE,UB,0.58,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_FC_PE,phase2,Pair D,full_sample,361,FC,PE,0.391,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_FC_SE,phase2,Pair D,full_sample,361,FC,SE,0.104,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_FC_SI,phase2,Pair D,full_sample,361,FC,SI,-0.215,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_FC_UB,phase2,Pair D,full_sample,361,FC,UB,0.503,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_PE_SE,phase2,Pair D,full_sample,361,PE,SE,0.072,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_PE_SI,phase2,Pair D,full_sample,361,PE,SI,-0.065,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_PE_UB,phase2,Pair D,full_sample,361,PE,UB,0.532,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_SE_SI,phase2,Pair D,full_sample,361,SE,SI,-0.11,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_SE_UB,phase2,Pair D,full_sample,361,SE,UB,-0.073,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S025,S025_full_sample_SI_UB,phase2,Pair D,full_sample,361,SI,UB,-0.147,source_reported_pearson_or_latent_correlation,,S025.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_BI_EE,phase2,Pair D,full_sample,415,BI,EE,0.474,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_BI_FC,phase2,Pair D,full_sample,415,BI,FC,0.414,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_BI_PE,phase2,Pair D,full_sample,415,BI,PE,0.391,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_BI_SI,phase2,Pair D,full_sample,415,BI,SI,0.38,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_EE_FC,phase2,Pair D,full_sample,415,EE,FC,0.28,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_EE_PE,phase2,Pair D,full_sample,415,EE,PE,0.367,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_EE_SI,phase2,Pair D,full_sample,415,EE,SI,0.266,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_FC_PE,phase2,Pair D,full_sample,415,FC,PE,0.264,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_FC_SI,phase2,Pair D,full_sample,415,FC,SI,0.199,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S027,S027_full_sample_PE_SI,phase2,Pair D,full_sample,415,PE,SI,0.072,source_reported_pearson_or_latent_correlation,,S027.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 6 direct row set; R3 duplicates values but has sparse source-location strings.
S032,S032_full_sample_ATT_BI,phase2,Pair D,full_sample,804,ATT,BI,0.75,source_reported_pearson_or_latent_correlation,,S032.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 4 direct row set; R3 duplicates most values but differs on SE-UB versus SI-UB mapping.
S032,S032_full_sample_ATT_EE,phase2,Pair D,full_sample,804,ATT,EE,0.616,source_reported_pearson_or_latent_correlation,,S032.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 4 direct row set; R3 duplicates most values but differs on SE-UB versus SI-UB mapping.
S032,S032_full_sample_ATT_PE,phase2,Pair D,full_sample,804,ATT,PE,0.695,source_reported_pearson_or_latent_correlation,,S032.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 4 direct row set; R3 duplicates most values but differs on SE-UB versus SI-UB mapping.
S032,S032_full_sample_ATT_SI,phase2,Pair D,full_sample,804,ATT,SI,0.537,source_reported_pearson_or_latent_correlation,,S032.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 4 direct row set; R3 duplicates most values but differs on SE-UB versus SI-UB mapping.
