study_id,observed_pair_count,missing_pair_count,has_anx_tru,missing_pairs
S148,5,40,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S149,5,40,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S197,5,40,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S212,5,40,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S022,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S034,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S085,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S090,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S111,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-SE;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S123,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S167,3,42,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-EE;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S096,2,43,False,ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S100,2,43,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB
S036,1,44,True,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S094,1,44,False,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S102,1,44,True,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
