run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07674,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7460 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7460,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07704,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-EE | Human consensus value:  | Source/evidence note: R3-only statistic,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7490 | Source evidence: R3-only statistic | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,blank_or_no_reported_value,,source_sheet_row=7490,R3-only statistic; R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,medium,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Expected answer type indicates blank or no reported value; source notes flag statistic without r value for review.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07705,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-FC | Human consensus value:  | Source/evidence note: R3-only statistic,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7491 | Source evidence: R3-only statistic | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,blank_or_no_reported_value,,source_sheet_row=7491,R3-only statistic; R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,medium,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Expected answer type indicates blank or no reported value; source notes flag statistic without r value for review.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07706,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-PE | Human consensus value:  | Source/evidence note: R3-only statistic,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7492 | Source evidence: R3-only statistic | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,blank_or_no_reported_value,,source_sheet_row=7492,R3-only statistic; R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,medium,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Expected answer type indicates blank or no reported value; source notes flag statistic without r value for review.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07707,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7493 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7493,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Consensus indicates no reported statistic.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07708,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Human consensus value:  | Source/evidence note: R3-only statistic,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7494 | Source evidence: R3-only statistic | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,blank_or_no_reported_value,,source_sheet_row=7494,R3-only statistic; R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,medium,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Expected answer type indicates blank or no reported value; source notes flag statistic without r value for review.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07709,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7495 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7495,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Consensus indicates no reported statistic.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07710,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7496 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7496,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Consensus indicates no reported statistic.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07711,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7497 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7497,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Consensus indicates no reported statistic.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07712,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7498 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7498,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Consensus indicates no reported statistic.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07713,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7499 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7499,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Consensus indicates no reported statistic.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07714,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7500 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7500,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07715,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7501 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7501,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07716,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7502 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7502,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07717,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7503 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7503,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07718,S131,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S131 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-UB | Human consensus value: source=beta_converted; beta=0.188; sig=p<.001 | Source/evidence note: R2-only statistic; loc: Table 8,Study: S131 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=7504 | Source evidence: R2-only statistic; loc: Table 8 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=7504; Table 8,R2-only statistic,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07719,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7505 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7505,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07720,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7506 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7506,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07721,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7507 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7507,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07722,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7508 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7508,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07723,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7509 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7509,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07724,S131,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S131 | Task family: converted_or_model_derived_effect_size | Field/construct pair: FC-UB | Human consensus value: source=beta_converted; beta=0.188; sig=p<.001 | Source/evidence note: R2-only statistic; loc: Table 8,Study: S131 | Task family: converted_or_model_derived_effect_size | Field/construct pair: FC-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=7510 | Source evidence: R2-only statistic; loc: Table 8 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=7510; Table 8,R2-only statistic; loc: Table 8,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,"Numeric effect size requested, but the provided evidence does not include a numeric R2 value or converted effect size."
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07725,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7511 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7511,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07726,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7512 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7512,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07727,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7513 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7513,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07728,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7514 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7514,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07729,S131,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S131 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-UB | Human consensus value: source=beta_converted; beta=0.438; sig=p<.001 | Source/evidence note: R2-only statistic; loc: Table 8,Study: S131 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=7515 | Source evidence: R2-only statistic; loc: Table 8 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=7515; Table 8,R2-only statistic; loc: Table 8,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,"Numeric effect size requested, but the provided evidence does not include a numeric R2 value or converted effect size."
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07730,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7516 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7516,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-07731,S131,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S131 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7517 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7517,,high,False,,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
