run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06021,S171,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S171 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S171 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5807 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5807,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Source evidence is empty.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06078,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5864 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5864,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06079,S137,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S137 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-UB | Human consensus value: source=direct; beta=0.176; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S137 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5865 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5865,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Numeric effect size extraction required (ready_r_value_direct) but value not provided in task evidence; loc: Table 2.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06080,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5866 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5866,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06081,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5867 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5867,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06082,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5868 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5868,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06083,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5869 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5869,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06084,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5870 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5870,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06085,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5871 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5871,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06086,S137,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S137 | Task family: direct_r_effect_size_extraction | Field/construct pair: SI-UB | Human consensus value: source=direct; beta=0.052; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S137 | Task family: direct_r_effect_size_extraction | Field/construct pair: SI-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5872 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5872,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Numeric effect size extraction required (ready_r_value_direct) but value not provided in task evidence; loc: Table 2.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06087,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5873 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5873,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06088,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5874 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5874,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06089,S137,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S137 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5875 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5875,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06090,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5876 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5876,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06091,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5877 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5877,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06092,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5878 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5878,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06093,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5879 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5879,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06094,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5880 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5880,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06095,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5881 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5881,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06096,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5882 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5882,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06097,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5883 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5883,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06098,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5884 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5884,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06099,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5885 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5885,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06100,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5886 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5886,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06101,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5887 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5887,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06102,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5888 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5888,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06103,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5889 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5889,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06104,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5890 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5890,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06105,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5891 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5891,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
paper2_gemini3flash_full_allfamilies_5250_5499_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:54:54Z,0,,P2-TASK-06106,S101,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S101 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5892 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,Not Reported,,source_sheet_row=5892,,0.95,False,,not_persisted_batch,locked,2026-06-07T02:54:54Z,gemini_cli_noninteractive_batch,Consensus reached on blank/not reported status.
