ai_trace_status,candidate_status,recommended_human_action,study_id,missing_pair,construct_1,construct_2,present_full10_pairs,missing_full10_pairs,sample_size_values_seen,candidate_value,construct_1_terms_found,construct_2_terms_found,table_terms_found,base_study_id_used_for_source_text,source_packet_exists,source_packet_file,pdf_exists,pdf_matched_stem,pdf_text_status,pdf_path_local_only,paper_b_boundary
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S016,FC-SI,FC,SI,21,24,382.0,,FC;facilitating;resources;support,,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,FC-TRU,FC,TRU,21,24,382.0,,FC;facilitating;resources;support,trust,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,FC-UB,FC,UB,21,24,382.0,,FC;facilitating;resources;support,use,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S016,PE-SI,PE,SI,21,24,382.0,,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,PE-TRU,PE,TRU,21,24,382.0,,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,trust,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,PE-UB,PE,UB,21,24,382.0,,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,use,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S016,SE-SI,SE,SI,21,24,382.0,,SE;computer self-efficacy;efficacy;self-efficacy,,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,SE-TRU,SE,TRU,21,24,382.0,,SE;computer self-efficacy;efficacy;self-efficacy,trust,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,SE-UB,SE,UB,21,24,382.0,,SE;computer self-efficacy;efficacy;self-efficacy,use,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S016,SI-TRU,SI,TRU,21,24,382.0,,,trust,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S016,SI-UB,SI,UB,21,24,382.0,,,use,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S016,TRU-UB,TRU,UB,21,24,382.0,,trust,use,correlation;fornell;larcker;latent;pearson;table,S016,true,S016_source_packet_20260609.txt,true,S016,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-ATT,ANX,ATT,21,24,361.0,,,attitude;attitudes,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-BI,ANX,BI,21,24,361.0,,,BI;intention to use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-EE,ANX,EE,21,24,361.0,,,EE;ease of use;effort expectancy;perceived ease of use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-FC,ANX,FC,21,24,361.0,,,FC;facilitating;resources;support,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-PE,ANX,PE,21,24,361.0,,,PE;perceived usefulness;performance expectancy;usefulness,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-SE,ANX,SE,21,24,361.0,,,SE;efficacy;self-efficacy,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-SI,ANX,SI,21,24,361.0,,,SI;social influence,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-TRU,ANX,TRU,21,24,361.0,,,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
likely_not_densifiable_one_construct_not_visible,ai_candidate_only_missing_pair_no_value_added,human_verify_construct_absence_before_excluding_pair,S025,ANX-UB,ANX,UB,21,24,361.0,,,UB;actual use;use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-BI,ATT,BI,21,24,361.0,,attitude;attitudes,BI;intention to use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-EE,ATT,EE,21,24,361.0,,attitude;attitudes,EE;ease of use;effort expectancy;perceived ease of use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-FC,ATT,FC,21,24,361.0,,attitude;attitudes,FC;facilitating;resources;support,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-PE,ATT,PE,21,24,361.0,,attitude;attitudes,PE;perceived usefulness;performance expectancy;usefulness,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-SE,ATT,SE,21,24,361.0,,attitude;attitudes,SE;efficacy;self-efficacy,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-SI,ATT,SI,21,24,361.0,,attitude;attitudes,SI;social influence,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-TRU,ATT,TRU,21,24,361.0,,attitude;attitudes,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,ATT-UB,ATT,UB,21,24,361.0,,attitude;attitudes,UB;actual use;use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,BI-TRU,BI,TRU,21,24,361.0,,BI;intention to use,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,EE-TRU,EE,TRU,21,24,361.0,,EE;ease of use;effort expectancy;perceived ease of use,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,FC-TRU,FC,TRU,21,24,361.0,,FC;facilitating;resources;support,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,PE-TRU,PE,TRU,21,24,361.0,,PE;perceived usefulness;performance expectancy;usefulness,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,SE-TRU,SE,TRU,21,24,361.0,,SE;efficacy;self-efficacy,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,SI-TRU,SI,TRU,21,24,361.0,,SI;social influence,trust,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S025,TRU-UB,TRU,UB,21,24,361.0,,trust,UB;actual use;use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S025,true,S025_source_packet_20260609.txt,true,S025,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-ATT,ANX,ATT,21,24,226.0,,anxiety,ATT;attitude;attitude toward;attitudes,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-BI,ANX,BI,21,24,226.0,,anxiety,BI;behavioral intention;intention to use;usage intention,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-EE,ANX,EE,21,24,226.0,,anxiety,EE;PEOU;ease of use;easy to use;perceived ease of use,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-FC,ANX,FC,21,24,226.0,,anxiety,FC;facilitating;resources;support,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-PE,ANX,PE,21,24,226.0,,anxiety,PE;PU;perceived usefulness;useful;usefulness,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-SE,ANX,SE,21,24,226.0,,anxiety,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-SI,ANX,SI,21,24,226.0,,anxiety,SI;social influence;subjective norm,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-TRU,ANX,TRU,21,24,226.0,,anxiety,TRU;trust;trustworthiness,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ANX-UB,ANX,UB,21,24,226.0,,anxiety,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ATT-SE,ATT,SE,21,24,226.0,,ATT;attitude;attitude toward;attitudes,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,ATT-UB,ATT,UB,21,24,226.0,,ATT;attitude;attitude toward;attitudes,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,BI-SE,BI,SE,21,24,226.0,,BI;behavioral intention;intention to use;usage intention,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,BI-UB,BI,UB,21,24,226.0,,BI;behavioral intention;intention to use;usage intention,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,EE-SE,EE,SE,21,24,226.0,,EE;PEOU;ease of use;easy to use;perceived ease of use,AI self-efficacy;SE;efficacy;self-efficacy,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
possible_densification_source_review_candidate,ai_candidate_only_missing_pair_no_value_added,human_check_source_table_for_missing_pair_value,S030,EE-UB,EE,UB,21,24,226.0,,EE;PEOU;ease of use;easy to use;perceived ease of use,usage behavior;use,correlation;correlations;fornell;larcker;latent;matrix;table,S030,true,S030_source_packet_20260609.txt,true,S030,ok,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S030.pdf,candidate_only_not_analytic_input_until_human_confirmed
