ai_trace_status,candidate_status,recommended_human_action,review_priority,study_id,pair,construct_1,construct_2,human_coded_value_to_check,sample_size_numeric,source_file,source_location,source_location_terms_found,construct_1_terms_found,construct_2_terms_found,table_terms_found,base_study_id_used_for_source_text,source_packet_exists,source_packet_file,exact_value_found_in_source_packet_text,broad_value_found_in_source_packet_text,pdf_exists,pdf_matched_stem,pdf_text_status,exact_value_found_in_pdf_text,broad_value_found_in_pdf_text,pdf_path_local_only,paper_b_boundary
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S014,SI-UB,SI,UB,0.3,750.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,SI;social influence,use,fornell;larcker;table,S014,false,,false,false,true,S014,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S014.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S036,ANX-BI,ANX,BI,-0.336,480.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,AI anxiety;ANX;anxiety;apprehension;fear,BI;behavioral intention;behavioural intention;continuance intention;intention to use,correlations;fornell;larcker;latent;table,S036,true,S036_source_packet_20260609.txt,false,true,true,S036,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S036,ANX-EE,ANX,EE,-0.321,480.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,AI anxiety;ANX;anxiety;apprehension;fear,EE;PEOU;ease of use;easy to use;perceived ease of use,correlations;fornell;larcker;latent;table,S036,true,S036_source_packet_20260609.txt,false,true,true,S036,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S036,ANX-PE,ANX,PE,-0.366,480.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,AI anxiety;ANX;anxiety;apprehension;fear,PE;PU;perceived usefulness;useful;usefulness,correlations;fornell;larcker;latent;table,S036,true,S036_source_packet_20260609.txt,true,true,true,S036,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S036,ANX-SE,ANX,SE,-0.318,480.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,AI anxiety;ANX;anxiety;apprehension;fear,AI self-efficacy;SE;computer self-efficacy;efficacy;self-efficacy,correlations;fornell;larcker;latent;table,S036,true,S036_source_packet_20260609.txt,false,true,true,S036,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S036,ANX-SI,ANX,SI,-0.374,480.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,AI anxiety;ANX;anxiety;apprehension;fear,SI;social influence,correlations;fornell;larcker;latent;table,S036,true,S036_source_packet_20260609.txt,true,true,true,S036,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S036,ANX-TRU,ANX,TRU,-0.26,480.0,latest_human_R1_CORRELATIONS,Table 4,Table 4,AI anxiety;ANX;anxiety;apprehension;fear,TRU;trust,correlations;fornell;larcker;latent;table,S036,true,S036_source_packet_20260609.txt,false,true,true,S036,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S036.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S061,BI-FC,BI,FC,-0.1,473.0,latest_human_R1_CORRELATIONS,Table 6,Table 6,BI;behavioral intention;intention to use,FC;facilitating;facilitating conditions;resources;support,correlation;correlations;fornell;larcker;latent;pearson;table,S061,true,S061_source_packet_20260609.txt,true,true,true,S061,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S061.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S128,BI-FC,BI,FC,-0.216,395.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,BI;behavioral intention;behavioural intention;intention to use,FC;facilitating;facilitating conditions;resources;support,correlation;correlations;fornell;larcker;matrix;table,S128,true,S128_source_packet_20260609.txt,true,true,true,S128,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S128.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S128,EE-FC,EE,FC,-0.121,395.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,EE;ease of use;effort expectancy;perceived ease of use,FC;facilitating;facilitating conditions;resources;support,correlation;correlations;fornell;larcker;matrix;table,S128,true,S128_source_packet_20260609.txt,true,true,true,S128,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S128.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S128,FC-PE,FC,PE,-0.065,395.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,FC;facilitating;facilitating conditions;resources;support,PE;perceived usefulness;performance expectancy;useful;usefulness,correlation;correlations;fornell;larcker;matrix;table,S128,true,S128_source_packet_20260609.txt,false,true,true,S128,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S128.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S128,FC-SI,FC,SI,-0.063,395.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,FC;facilitating;facilitating conditions;resources;support,SI;social influence,correlation;correlations;fornell;larcker;matrix;table,S128,true,S128_source_packet_20260609.txt,false,true,true,S128,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S128.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S128,FC-UB,FC,UB,-0.101,395.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,FC;facilitating;facilitating conditions;resources;support,UB;use;use behaviour,correlation;correlations;fornell;larcker;matrix;table,S128,true,S128_source_packet_20260609.txt,true,true,true,S128,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S128.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S128,PE-SI,PE,SI,-0.22,395.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,PE;perceived usefulness;performance expectancy;useful;usefulness,SI;social influence,correlation;correlations;fornell;larcker;matrix;table,S128,true,S128_source_packet_20260609.txt,true,true,true,S128,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S128.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S152,ATT-BI,ATT,BI,0.21,604.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,ATT;attitude;attitude toward;attitudes,BI;behavioral intention;intention to use,correlation;correlations;fornell;inter-construct;larcker;latent;table,S152,true,S152_source_packet_20260609.txt,true,true,true,S152,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S152.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S152,BI-PE,BI,PE,0.11,604.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,BI;behavioral intention;intention to use,PE;PU;perceived usefulness;usefulness,correlation;correlations;fornell;inter-construct;larcker;latent;table,S152,true,S152_source_packet_20260609.txt,true,true,true,S152,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S152.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S152,BI-SE,BI,SE,0.16,604.0,latest_human_R1_CORRELATIONS,Table 3,Table 3,BI;behavioral intention;intention to use,SE;efficacy;self-efficacy,correlation;correlations;fornell;inter-construct;larcker;latent;table,S152,true,S152_source_packet_20260609.txt,true,true,true,S152,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S152.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S113,BI-EE,BI,EE,0.45,118.0,latest_human_R1_CORRELATIONS,Table 7,Table 7,BI;behavioral intention;intention to use,EE;ease of use;easy to use;effort expectancy;perceived ease of use,correlation;correlations;latent;matrix;table,S113,true,S113_source_packet_20260609.txt,true,true,true,S113,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S113.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S113,BI-PE,BI,PE,0.53,118.0,latest_human_R1_CORRELATIONS,Table 7,Table 7,BI;behavioral intention;intention to use,PE;PU;perceived usefulness;useful;usefulness,correlation;correlations;latent;matrix;table,S113,true,S113_source_packet_20260609.txt,false,true,true,S113,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S113.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,BI-EE,BI,EE,0.581,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,BI;behavioral intention;behavioural intention;intention to use;usage intention,EE;ease of use;effort expectancy,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,BI-FC,BI,FC,0.469,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,BI;behavioral intention;behavioural intention;intention to use;usage intention,FC;facilitating;facilitating condition;facilitating conditions;resources;support,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,BI-PE,BI,PE,0.502,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,BI;behavioral intention;behavioural intention;intention to use;usage intention,PE;performance expectancy;useful;usefulness,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,EE-FC,EE,FC,0.576,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,EE;ease of use;effort expectancy,FC;facilitating;facilitating condition;facilitating conditions;resources;support,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,EE-PE,EE,PE,0.502,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,EE;ease of use;effort expectancy,PE;performance expectancy;useful;usefulness,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,EE-UB,EE,UB,0.563,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,EE;ease of use;effort expectancy,UB;actual use;use;use behaviour,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,FC-PE,FC,PE,0.346,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,FC;facilitating;facilitating condition;facilitating conditions;resources;support,PE;performance expectancy;useful;usefulness,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,true,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,FC-SI,FC,SI,0.611,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,FC;facilitating;facilitating condition;facilitating conditions;resources;support,SI;social influence,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,FC-UB,FC,UB,0.488,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,FC;facilitating;facilitating condition;facilitating conditions;resources;support,UB;actual use;use;use behaviour,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,PE-SI,PE,SI,0.471,245.0,latest_human_R1_CORRELATIONS,Figure 4 / results text,,PE;performance expectancy;useful;usefulness,SI;social influence,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S070,PE-UB,PE,UB,0.524,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,PE;performance expectancy;useful;usefulness,UB;actual use;use;use behaviour,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S070,SI-UB,SI,UB,0.675,245.0,latest_human_R1_CORRELATIONS,Figure 3 / results text,,SI;social influence,UB;actual use;use;use behaviour,correlation;correlations;latent;table,S070,true,S070_source_packet_20260609.txt,false,true,true,S070,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S070.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S200,BI-FC,BI,FC,-0.17,431.0,latest_human_R1_CORRELATIONS,Table 6,Table 6,BI;behavioral intention;intention to use,FC;facilitating;facilitating condition;facilitating conditions;resources;support,correlation;correlations;fornell;larcker;latent;pearson;table,S200,true,S200_source_packet_20260609.txt,true,true,true,S200,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S200.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,ATT-BI,ATT,BI,0.784,242.0,latest_human_R2_CORRELATIONS,Table1,,attitude;attitude toward;attitudes,behavioral intention;behavioural intention;intention to use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,ATT-EE,ATT,EE,0.688,242.0,latest_human_R2_CORRELATIONS,Table1,,attitude;attitude toward;attitudes,ease of use;easy to use;perceived ease of use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,ATT-PE,ATT,PE,0.701,242.0,latest_human_R2_CORRELATIONS,Table1,,attitude;attitude toward;attitudes,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,BI-EE,BI,EE,0.59,242.0,latest_human_R2_CORRELATIONS,"Table 1, p.5",Table 1,behavioral intention;behavioural intention;intention to use,ease of use;easy to use;perceived ease of use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,BI-PE,BI,PE,0.632,242.0,latest_human_R2_CORRELATIONS,Table1,,behavioral intention;behavioural intention;intention to use,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,EE-PE,EE,PE,0.66,242.0,latest_human_R2_CORRELATIONS,"Table 1, p.5",Table 1,ease of use;easy to use;perceived ease of use,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-BI,ATT,BI,0.453,298.0,latest_human_R2_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,BI;behavioral intention;intention to use;usage intention,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-EE,ATT,EE,0.473,298.0,latest_human_R2_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,ease of use;easy to use;perceived ease of use,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-PE,ATT,PE,0.504,298.0,latest_human_R2_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-SI,ATT,SI,0.207,298.0,latest_human_R2_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
