task_unit_id,study_id,decision_id,paper1_primary_analysis_record_id,review_priority,denominator_family,source_condition,freeze_tier,freeze_use,downstream_masem_impact,source_evidence_status,construct_pair,statistic_value,primary_model_id,primary_score_status,primary_answer_state,primary_is_correct,primary_model_value,primary_expected_value,expert_review_decision,rerun_input_role,substitution_eligibility,review_basis,review_note
P2-TASK-00981,S097,R2R3-CORR-V2-00766,P1-PRIMARY-00098,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-PE,0.860000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-00986,S097,R2R3-CORR-V2-00771,P1-PRIMARY-00099,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-UB,0.870000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-00994,S097,R2R3-CORR-V2-00779,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,sensitivity_masem_effect_size_input,source_pointer_present_no_evidence_text,PE-SI,0.311000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_sensitivity_only_converted_input,sensitivity_only,not_substitutable_primary_source_type_sensitivity,source_anchored_reference_packet_and_task_family_rule_review,Converted beta/path/source-statistic rows remain sensitivity inputs and are not primary direct-r replacements.
P2-TASK-00997,S097,R2R3-CORR-V2-00782,P1-PRIMARY-00100,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,PE-UB,0.880000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-00998,S097,R2R3-CORR-V2-00783,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,sensitivity_masem_effect_size_input,source_pointer_present_no_evidence_text,SE-SI,0.153000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_sensitivity_only_converted_input,sensitivity_only,not_substitutable_primary_source_type_sensitivity,source_anchored_reference_packet_and_task_family_rule_review,Converted beta/path/source-statistic rows remain sensitivity inputs and are not primary direct-r replacements.
P2-TASK-01038,S090,R2R3-CORR-V2-00823,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,sensitivity_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-EE,0.718000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_sensitivity_only_converted_input,sensitivity_only,not_substitutable_primary_source_type_sensitivity,source_anchored_reference_packet_and_task_family_rule_review,Converted beta/path/source-statistic rows remain sensitivity inputs and are not primary direct-r replacements.
P2-TASK-01040,S090,R2R3-CORR-V2-00825,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,sensitivity_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-PE,0.712000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_sensitivity_only_converted_input,sensitivity_only,not_substitutable_primary_source_type_sensitivity,source_anchored_reference_packet_and_task_family_rule_review,Converted beta/path/source-statistic rows remain sensitivity inputs and are not primary direct-r replacements.
P2-TASK-01047,S090,R2R3-CORR-V2-00832,P1-PRIMARY-00101,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-PE,0.460000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01052,S090,R2R3-CORR-V2-00837,P1-PRIMARY-00102,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-UB,0.470000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01063,S090,R2R3-CORR-V2-00848,P1-PRIMARY-00103,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,PE-UB,0.740000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01086,S176,R2R3-CORR-V2-00871,P1-PRIMARY-00104,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-BI,0.680000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01087,S176,R2R3-CORR-V2-00872,P1-PRIMARY-00105,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-EE,0.180000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01088,S176,R2R3-CORR-V2-00873,P1-PRIMARY-00106,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-FC,0.410000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01089,S176,R2R3-CORR-V2-00874,P1-PRIMARY-00107,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-PE,0.120000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01091,S176,R2R3-CORR-V2-00876,P1-PRIMARY-00108,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-SI,0.050000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01093,S176,R2R3-CORR-V2-00878,P1-PRIMARY-00109,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-TRU,0.230000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01094,S176,R2R3-CORR-V2-00879,P1-PRIMARY-00110,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,ATT-UB,0.470000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01104,S176,R2R3-CORR-V2-00889,P1-PRIMARY-00111,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-EE,0.230000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01105,S176,R2R3-CORR-V2-00890,P1-PRIMARY-00112,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-FC,0.530000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01106,S176,R2R3-CORR-V2-00891,P1-PRIMARY-00113,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-PE,0.050000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01108,S176,R2R3-CORR-V2-00893,P1-PRIMARY-00114,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-SI,0.090000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01110,S176,R2R3-CORR-V2-00895,P1-PRIMARY-00115,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-TRU,0.570000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01111,S176,R2R3-CORR-V2-00896,P1-PRIMARY-00116,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-UB,0.630000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01112,S176,R2R3-CORR-V2-00897,P1-PRIMARY-00117,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-FC,0.240000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01113,S176,R2R3-CORR-V2-00898,P1-PRIMARY-00118,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-PE,0.150000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01115,S176,R2R3-CORR-V2-00900,P1-PRIMARY-00119,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-SI,0.020000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01117,S176,R2R3-CORR-V2-00902,P1-PRIMARY-00120,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-TRU,0.310000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01118,S176,R2R3-CORR-V2-00903,P1-PRIMARY-00121,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-UB,0.250000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01119,S176,R2R3-CORR-V2-00904,P1-PRIMARY-00122,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,FC-PE,0.390000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01121,S176,R2R3-CORR-V2-00906,P1-PRIMARY-00123,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,FC-SI,0.320000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01123,S176,R2R3-CORR-V2-00908,P1-PRIMARY-00124,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,FC-TRU,0.550000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01124,S176,R2R3-CORR-V2-00909,P1-PRIMARY-00125,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,FC-UB,0.710000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01126,S176,R2R3-CORR-V2-00911,P1-PRIMARY-00126,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,PE-SI,0.750000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01128,S176,R2R3-CORR-V2-00913,P1-PRIMARY-00127,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,PE-TRU,0.250000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01129,S176,R2R3-CORR-V2-00914,P1-PRIMARY-00128,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,PE-UB,0.470000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01135,S176,R2R3-CORR-V2-00920,P1-PRIMARY-00129,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,SI-TRU,0.320000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01136,S176,R2R3-CORR-V2-00921,P1-PRIMARY-00130,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,SI-UB,0.370000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01139,S176,R2R3-CORR-V2-00924,P1-PRIMARY-00131,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,TRU-UB,0.670000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01170,S047,R2R3-CORR-V2-00955,P1-PRIMARY-00132,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-EE,0.448000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01171,S047,R2R3-CORR-V2-00956,P1-PRIMARY-00133,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-FC,0.308000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01172,S047,R2R3-CORR-V2-00957,P1-PRIMARY-00134,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-PE,0.524000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01174,S047,R2R3-CORR-V2-00959,P1-PRIMARY-00135,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,BI-SI,0.534000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
P2-TASK-01178,S047,R2R3-CORR-V2-00963,P1-PRIMARY-00136,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,source_pointer_only_direct_r,frozen_source_pointer_only_not_evidence_scored,direct_r_analysis_input,primary_or_expanded_masem_effect_size_input,source_pointer_present_no_evidence_text,EE-FC,0.304000,codex:gpt-5.5,reference_only_no_locked_model_row,missing_model_row,,,,retain_human_reference_source_pointer_risk,primary_retained_source_risk,not_substitutable_until_pdf_source_text_review,source_anchored_reference_packet_and_task_family_rule_review,Task unit has source pointer but no source-evidence text; retain frozen human reference for rerun and flag for PDF-level source check before final stability claims.
