study_id,present_full10_pairs,missing_full10_pairs,has_complete_full10_matrix,sample_size_values_seen,missing_pairs
S074,15,30,false,1260.0,ANX-FC;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S075,15,30,false,402.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S076,15,30,false,526.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-SE;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S077,10,35,false,308.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-TRU;BI-UB;EE-FC;EE-SE;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S078,6,39,false,668.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-EE;ATT-FC;ATT-PE;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S080,4,41,false,251.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S081,10,35,false,305.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S082,10,35,false,308.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S083,6,39,false,425.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S086,21,24,false,235.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;EE-SE;FC-SE;PE-SE;SE-SI;SE-TRU;SE-UB
S087,15,30,false,620.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-SE;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S088,21,24,false,353.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;EE-SE;FC-SE;PE-SE;SE-SI;SE-TRU;SE-UB
S089,5,40,false,322.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S090,3,42,false,681.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S091,6,39,false,382.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-EE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S093,6,39,false,127.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-PE;BI-SE;BI-SI;BI-TRU;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S095,4,41,false,1055.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S096,1,44,false,264.0,ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S097,10,35,false,210.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;BI-FC;BI-SE;BI-SI;BI-TRU;EE-FC;EE-SE;EE-SI;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S098,3,42,false,482.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-TRU;PE-UB;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S100,3,42,false,682 / 40;682.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB
S102,10,35,false,284.0,ANX-ATT;ANX-FC;ANX-SE;ANX-SI;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-UB;EE-FC;EE-SE;EE-SI;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S103,10,35,false,770.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-EE;ATT-SE;ATT-TRU;ATT-UB;BI-EE;BI-SE;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S108,1,44,false,114.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S110,3,42,false,353.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S111,6,39,false,224.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-TRU;PE-UB;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S112,7,38,false,500.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S113,6,39,false,118.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S114,15,30,false,255.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S115,6,39,false,112.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S116,15,30,false,8496.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S119,10,35,false,432.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S120,5,40,false,351.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S121-1,21,24,false,,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;EE-SE;FC-SE;PE-SE;SE-SI;SE-TRU;SE-UB
S121-2,21,24,false,,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;EE-SE;FC-SE;PE-SE;SE-SI;SE-TRU;SE-UB
S122,10,35,false,842.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S123,3,42,false,711.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S125,15,30,false,498.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-SI;ATT-TRU;ATT-UB;BI-SI;BI-TRU;BI-UB;EE-SI;EE-TRU;EE-UB;FC-SI;FC-TRU;FC-UB;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S126,15,30,false,194.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S127,15,30,false,265.0,ANX-ATT;ANX-FC;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-TRU;BI-UB;EE-FC;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-TRU;PE-UB;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S128,15,30,false,395.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S129,9,36,false,300.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-TRU;EE-SE;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S130,10,35,false,500.0,ANX-ATT;ANX-BI;ANX-SE;ANX-SI;ANX-TRU;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-SE;EE-SI;EE-TRU;FC-SE;FC-SI;FC-TRU;PE-SE;PE-SI;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S133,15,30,false,611.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S134,6,39,false,484.0;506.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S135,10,35,false,302.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-SE;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-TRU;BI-UB;EE-FC;EE-SE;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S136,10,35,false,105.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-TRU;EE-FC;EE-SE;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S137,15,30,false,760.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;EE-SE;EE-TRU;FC-SE;FC-TRU;PE-SE;PE-TRU;SE-SI;SE-TRU;SE-UB;SI-TRU;TRU-UB
S138,28,17,false,200.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;BI-FC;EE-FC;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB
S139,6,39,false,435.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-SE;BI-SI;BI-UB;EE-FC;EE-SE;EE-SI;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S140,1,44,false,823.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S141,10,35,false,793.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S142,6,39,false,368.0,ANX-BI;ANX-EE;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ATT-BI;ATT-EE;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;BI-EE;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;BI-UB;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;EE-UB;FC-PE;FC-SE;FC-SI;FC-TRU;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S143,10,35,false,390.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-SE;BI-TRU;BI-UB;EE-SE;EE-TRU;EE-UB;FC-SE;FC-TRU;FC-UB;PE-SE;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S145,6,39,false,374.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;BI-FC;BI-PE;BI-SE;BI-SI;BI-TRU;EE-FC;EE-PE;EE-SE;EE-SI;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-SE;PE-SI;PE-TRU;PE-UB;SE-SI;SE-TRU;SE-UB;SI-TRU;SI-UB;TRU-UB
S146,15,30,false,346.0,ANX-ATT;ANX-BI;ANX-EE;ANX-FC;ANX-PE;ANX-SE;ANX-SI;ANX-TRU;ANX-UB;ATT-BI;ATT-EE;ATT-FC;ATT-PE;ATT-SE;ATT-SI;ATT-TRU;ATT-UB;BI-FC;BI-TRU;EE-FC;EE-TRU;FC-PE;FC-SE;FC-SI;FC-TRU;FC-UB;PE-TRU;SE-TRU;SI-TRU;TRU-UB
