study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location_present,flag_present,notes_present,source_packet_exists,value_found_in_source_packet_text,pdf_exists,pdf_text_status,value_found_in_pdf_text,pdf_path_local_only
S194,EE-PE,EE,PE,-0.1,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,EE-SI,EE,SI,0.52,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,EE-UB,EE,UB,0.49,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,FC-PE,FC,PE,-0.12,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,FC-SI,FC,SI,0.59,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,FC-UB,FC,UB,0.52,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,PE-SI,PE,SI,-0.12,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,PE-UB,PE,UB,-0.05,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S194,SI-UB,SI,UB,0.56,469.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
S208,BI-EE,BI,EE,0.43,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,BI-PE,BI,PE,0.24,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,BI-SI,BI,SI,0.46,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,BI-TRU,BI,TRU,0.52,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,EE-PE,EE,PE,0.4,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,EE-SI,EE,SI,0.36,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,EE-TRU,EE,TRU,0.39,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,PE-SI,PE,SI,0.29,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,PE-TRU,PE,TRU,0.29,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S208,SI-TRU,SI,TRU,0.24,526.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
S028,ATT-BI,ATT,BI,0.87,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,ATT-EE,ATT,EE,0.63,508.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,ATT-PE,ATT,PE,0.8,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,ATT-SE,ATT,SE,0.72,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,BI-EE,BI,EE,0.62,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,BI-PE,BI,PE,0.82,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,BI-SE,BI,SE,0.68,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,EE-PE,EE,PE,0.66,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,EE-SE,EE,SE,0.79,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S028,PE-SE,PE,SE,0.74,508.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
S059,ATT-BI,ATT,BI,0.9,645.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
S059,ATT-EE,ATT,EE,0.26,645.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
S059,ATT-PE,ATT,PE,0.29,645.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
S059,BI-FC,BI,FC,0.13,645.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
S059,EE-FC,EE,FC,0.93,645.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
S059,EE-PE,EE,PE,0.17,645.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S059.pdf
S145,ATT-BI,ATT,BI,0.17,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
S145,ATT-EE,ATT,EE,0.4,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
S145,ATT-UB,ATT,UB,0.15,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
S145,BI-EE,BI,EE,0.2,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
S145,BI-UB,BI,UB,0.33,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
S145,EE-UB,EE,UB,0.2,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
S110,BI-EE,BI,EE,0.17,353.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
S110,BI-PE,BI,PE,0.19,353.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
S110,BI-SI,BI,SI,0.05,353.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
S016,ANX-ATT,ANX,ATT,0.338,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ANX-BI,ANX,BI,0.325,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ANX-EE,ANX,EE,0.358,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ANX-FC,ANX,FC,0.372,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ANX-PE,ANX,PE,0.399,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ANX-SE,ANX,SE,-0.003,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ATT-BI,ATT,BI,0.405,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ATT-EE,ATT,EE,0.301,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ATT-FC,ATT,FC,0.348,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ATT-PE,ATT,PE,0.355,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,ATT-SE,ATT,SE,0.075,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,BI-EE,BI,EE,0.311,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,BI-FC,BI,FC,0.388,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,BI-PE,BI,PE,0.357,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,BI-SE,BI,SE,0.042,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,EE-FC,EE,FC,0.338,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,EE-PE,EE,PE,0.375,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,EE-SE,EE,SE,0.037,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,FC-PE,FC,PE,0.405,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,FC-SE,FC,SE,-0.084,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S016,PE-SE,PE,SE,0.02,382.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S016.pdf
S097,ATT-BI,ATT,BI,0.94,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,ATT-EE,ATT,EE,0.88,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,ATT-PE,ATT,PE,0.87,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,ATT-UB,ATT,UB,0.9,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,BI-EE,BI,EE,0.9,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,BI-PE,BI,PE,0.9,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,BI-UB,BI,UB,0.93,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,EE-PE,EE,PE,0.86,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,EE-UB,EE,UB,0.87,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S097,PE-UB,PE,UB,0.88,210.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S097.pdf
S090,EE-PE,EE,PE,0.46,681.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S090.pdf
S090,EE-UB,EE,UB,0.47,681.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S090.pdf
S090,PE-UB,PE,UB,0.74,681.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S090.pdf
S176,ATT-BI,ATT,BI,0.68,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,ATT-EE,ATT,EE,0.18,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,ATT-FC,ATT,FC,0.41,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,ATT-PE,ATT,PE,0.12,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,ATT-SI,ATT,SI,0.05,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,ATT-TRU,ATT,TRU,0.23,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,ATT-UB,ATT,UB,0.47,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,BI-EE,BI,EE,0.23,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,BI-FC,BI,FC,0.53,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,BI-PE,BI,PE,0.05,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,BI-SI,BI,SI,0.09,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
S176,BI-TRU,BI,TRU,0.57,1214.0,latest_human_R3_(합의) CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S176.pdf
