run_id,model_provider,model_id,model_version,procedure_id,prompt_version,temperature,seed,run_status,locked_output_path,raw_output_storage,notes
paper2_codex_gpt55_full_allfamilies_4050_4149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4050_4149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4150_4249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4150_4249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4250_4349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4350_4449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4350_4449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4450_4549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4450_4549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4550_4649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4650_4749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4650_4749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4750_4849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4750_4849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4850_4949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4850_4949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_4950_5049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_4950_5049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5050_5149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5050_5149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5150_5249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5150_5249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_5000_5249_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_5000_5249_retry2_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5250_5349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5250_5349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5350_5449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5350_5449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5450_5549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5450_5549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_5250_5499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_5250_5499_retry2_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5550_5649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5550_5649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5650_5749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5650_5749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5750_5849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5750_5849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_5500_5749_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_5500_5749_retry2_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5850_5949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5850_5949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_5950_6049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_5950_6049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6050_6149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6050_6149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_5750_5999_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_5750_5999_retry2_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6250_6349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6250_6349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6150_6249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6350_6449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6350_6449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_6000_6249_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_6000_6249_retry2_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6550_6649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6450_6549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6650_6749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6650_6749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6750_6849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6750_6849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7050_7149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7050_7149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7150_7249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6850_6949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_6950_7049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_6950_7049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7250_7349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7250_7349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7350_7449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7350_7449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7450_7549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7450_7549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7550_7649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7550_7649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7650_7749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7650_7749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_7750_7858_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_7750_7858_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0200_0249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0200_0249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0100_0199_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0000_0099_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0000_0099_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_7000_7249_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_7000_7249_20260607.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_6500_6749_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_6500_6749_retry3_20260607.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_7750_7858_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_7750_7858_20260607.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_7250_7499_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_7250_7499_20260607.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_7500_7749_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_7500_7749_20260607.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard with no row-level CLI errors.
