run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
,,,,,,,,,P2-TASK-00001,S080,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.436; source=beta; beta=0.436; p<.001 | Source/evidence note: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet.,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=36; row=2 | Source evidence: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00420,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=206 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00421,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=207 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00422,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=208 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00423,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=209 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00424,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=210 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00425,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=211 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00426,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=212 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00427,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=213 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00428,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=214 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00429,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=215 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00430,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=216 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00431,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=217 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00432,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=218 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00433,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=219 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00434,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=220 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00435,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=221 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00436,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=222 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00437,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=223 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00438,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=224 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00439,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=225 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00440,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=226 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00441,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=227 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00442,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=228 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00443,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=229 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00444,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Human consensus value: 0.44 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=230 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00445,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Human consensus value: 0.49 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=231 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00446,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Human consensus value: -0.08 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=232 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00447,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=233 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00448,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Human consensus value: 0.62 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=234 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00449,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=235 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00450,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=236 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00451,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-UB | Human consensus value: 0.64 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=237 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00452,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Human consensus value: 0.55 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=238 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00453,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: -0.1 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=239 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00454,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=240 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00455,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Human consensus value: 0.52 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=241 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00456,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=242 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00457,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=243 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00458,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-UB | Human consensus value: 0.49 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=244 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00459,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Human consensus value: -0.12 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=245 | Source evidence: Table 3, p. 825 | Notes: r_value_present_source_blank_needs_review",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00460,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=246 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00461,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-SI | Human consensus value: 0.59 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=247 | Source evidence: Table 3, p. 825 | Notes: r_value_present_source_blank_needs_review",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00462,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=248 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00463,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=249 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00464,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-UB | Human consensus value: 0.52 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=250 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00465,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=251 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00466,S194,direct_r_effect_size_extraction,not_derivable_trace,not_scorable_reference_label_not_derivable,numeric_effect_size_with_source_type,"Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-SI | Human consensus value: -0.12 | Source/evidence note: Table 3, p. 825","Study: S194 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=252 | Source evidence: Table 3, p. 825 | Notes: ready_r_value_direct",,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00467,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=253 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00468,S194,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S194 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=254 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,,,,,,,template_unlocked,,,
