pair,study_id,construct_1,construct_2,coder_a,coder_a_value,coder_a_source,coder_a_notes,coder_b,coder_b_value,coder_b_source,coder_b_notes,abs_difference,mismatch_type
Pair C,S136,EE,SI,R1,0.397,direct,Fornell-Larcker off-diagonal correlation; HM and habit excluded.,R4,0.397,Table 3 Discriminant validity,,0.0,numeric_or_source_diff
Pair C,S136,EE,UB,R1,0.374,direct,Fornell-Larcker off-diagonal correlation; HM and habit excluded.,R4,0.374,Table 3 Discriminant validity,,0.0,numeric_or_source_diff
Pair C,S136,PE,SI,R1,0.142,direct,Fornell-Larcker off-diagonal correlation; HM and habit excluded.,R4,0.142,Table 3 Discriminant validity,,0.0,numeric_or_source_diff
Pair C,S136,PE,UB,R1,0.057,direct,Fornell-Larcker off-diagonal correlation; HM and habit excluded.,R4,0.057,Table 3 Discriminant validity,,0.0,numeric_or_source_diff
Pair C,S136,SI,UB,R1,0.484,direct,Fornell-Larcker off-diagonal correlation; HM and habit excluded.,R4,0.484,Table 3 Discriminant validity,,0.0,numeric_or_source_diff
Pair C,S148,ATT,BI,R1,0.99,beta_converted,Large path coefficient capped at converted r=.99 for workbook consistency.,R4,0.69,direct,"Table 4 'r' column = effect-size correlation between constructs (r>.5 large, .3<r<.5 medium). Path coefficient B not used; HTMT (Table 3) not used per project rule.",0.30000000000000004,numeric_or_source_diff
Pair C,S148,ATT,EE,R1,,,,R4,0.46,direct,"Table 4 'r' column = effect-size correlation between constructs (r>.5 large, .3<r<.5 medium). Path coefficient B not used; HTMT (Table 3) not used per project rule.",,one_coder_only
Pair C,S148,ATT,PE,R1,,,,R4,0.48,direct,"Table 4 'r' column = effect-size correlation between constructs (r>.5 large, .3<r<.5 medium). Path coefficient B not used; HTMT (Table 3) not used per project rule.",,one_coder_only
Pair C,S148,BI,UB,R1,,,,R4,0.66,direct,"Table 4 'r' column = effect-size correlation between constructs (r>.5 large, .3<r<.5 medium). Path coefficient B not used; HTMT (Table 3) not used per project rule.",,one_coder_only
Pair C,S148,EE,PE,R1,,,,R4,0.58,direct,"Table 4 'r' column = effect-size correlation between constructs (r>.5 large, .3<r<.5 medium). Path coefficient B not used; HTMT (Table 3) not used per project rule.",,one_coder_only
Pair C,S152,ATT,BI,R1,0.21,beta_converted,,R4,0.156,beta,"Table 3 SEM path coefficient (AT->BI, beta). Raw beta retained. No correlation matrix reported (FL mentioned but not tabulated).",0.05399999999999999,numeric_or_source_diff
Pair C,S152,BI,PE,R1,0.11,beta_converted,,R4,0.057,beta,"Table 3 SEM path coefficient (PU->BI, beta). Raw beta retained. No correlation matrix reported (FL mentioned but not tabulated).",0.053,numeric_or_source_diff
Pair C,S152,BI,SE,R1,0.16,beta_converted,,R4,0.107,beta,"Table 3 SEM path coefficient (CON->BI, beta). Raw beta retained. No correlation matrix reported (FL mentioned but not tabulated).",0.053000000000000005,numeric_or_source_diff
Pair C,S153,AUT,BI,R1,0.58,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.58,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,AUT,EE,R1,0.473,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.473,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,AUT,PE,R1,0.667,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.667,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,AUT,SI,R1,0.556,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.556,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,AUT,TRU,R1,0.644,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.644,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,BI,EE,R1,0.502,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.502,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,BI,PE,R1,0.56,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.56,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,BI,SI,R1,0.672,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.672,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,BI,TRU,R1,0.577,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.577,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,EE,PE,R1,0.613,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.613,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,EE,SI,R1,0.333,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.333,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,EE,TRU,R1,0.536,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.536,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,PE,SI,R1,0.433,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.433,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,PE,TRU,R1,0.654,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.654,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S153,SI,TRU,R1,0.487,direct,"Fornell-Larcker off-diagonal correlation; PA mapped to AUT, PT to TRU.",R4,0.487,Table 4 Fornell and Larcker,,0.0,numeric_or_source_diff
Pair C,S162,ANX,ATT,R1,-0.323,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,-0.323,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ANX,BI,R1,0.184,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.184,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ANX,EE,R1,0.412,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.412,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ANX,PE,R1,0.54,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.54,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ANX,UB,R1,0.132,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.132,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ATT,BI,R1,0.234,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.234,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ATT,EE,R1,0.087,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.087,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ATT,PE,R1,-0.591,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,-0.591,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,ATT,UB,R1,0.166,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.166,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,BI,EE,R1,0.019,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.019,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,BI,PE,R1,0.021,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.021,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,BI,UB,R1,0.619,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.619,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,EE,PE,R1,0.427,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.427,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,EE,UB,R1,0.081,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,0.081,Table 3,,0.0,numeric_or_source_diff
Pair C,S162,PE,UB,R1,-0.079,direct,Fornell-Larcker off-diagonal correlation; perceived stress excluded.,R4,-0.079,Table 3,,0.0,numeric_or_source_diff
Pair C,S179,BI,EE,R1,0.19,beta_converted,,R4,0.23,beta,"Table 5 path coefficient (EE->BI, beta), Poland subsample. Raw beta retained. No correlation matrix (HTMT only, excluded).",0.04000000000000001,numeric_or_source_diff
Pair C,S179,BI,PE,R1,0.46,beta_converted,,R4,0.504,beta,"Table 5 path coefficient (PE->BI, beta), Poland subsample. Raw beta retained. No correlation matrix (HTMT only, excluded).",0.043999999999999984,numeric_or_source_diff
Pair C,S179,BI,SI,R1,0.33,beta_converted,,R4,0.192,beta,"Table 5 path coefficient (SI->BI, beta), Poland subsample. Raw beta retained. No correlation matrix (HTMT only, excluded).",0.138,numeric_or_source_diff
Pair C,S179,BI,UB,R1,0.55,beta_converted,,R4,0.61,beta,"Table 5 path coefficient (BI->UB, beta), Poland subsample. Raw beta retained. No correlation matrix (HTMT only, excluded).",0.05999999999999994,numeric_or_source_diff
Pair C,S179,FC,UB,R1,0.24,beta_converted,,R4,0.171,beta,"Table 5 path coefficient (FC->UB, beta), Poland subsample. Raw beta retained. No correlation matrix (HTMT only, excluded).",0.06899999999999998,numeric_or_source_diff
Pair C,S188,ATT,AUT,R1,,,,R4,0.578,Table 3,,,one_coder_only
Pair C,S188,ATT,BI,R1,,,,R4,0.733,Table 3,,,one_coder_only
Pair C,S188,ATT,EE,R1,,,,R4,0.692,Table 3,,,one_coder_only
Pair C,S188,ATT,PE,R1,,,,R4,0.623,Table 3,,,one_coder_only
Pair C,S188,ATT,SE,R1,,,,R4,0.627,Table 3,,,one_coder_only
Pair C,S188,ATT,TRU,R1,,,,R4,0.57,Table 3,,,one_coder_only
Pair C,S188,AUT,BI,R1,,,,R4,0.532,Table 3,,,one_coder_only
Pair C,S188,AUT,EE,R1,,,,R4,0.614,Table 3,,,one_coder_only
Pair C,S188,AUT,PE,R1,,,,R4,0.572,Table 3,,,one_coder_only
Pair C,S188,AUT,SE,R1,,,,R4,0.398,Table 3,,,one_coder_only
Pair C,S188,AUT,TRU,R1,,,,R4,0.68,Table 3,,,one_coder_only
Pair C,S188,BI,EE,R1,0.647,direct,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,R4,0.647,Table 3,,0.0,numeric_or_source_diff
Pair C,S188,BI,PE,R1,0.645,direct,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,R4,0.645,Table 3,,0.0,numeric_or_source_diff
Pair C,S188,BI,SE,R1,,,,R4,0.516,Table 3,,,one_coder_only
Pair C,S188,BI,TRU,R1,0.478,direct,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,R4,0.478,Table 3,,0.0,numeric_or_source_diff
Pair C,S188,EE,PE,R1,0.679,direct,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,R4,0.889,Table 3,,0.20999999999999996,numeric_or_source_diff
Pair C,S188,EE,SE,R1,,,,R4,0.545,Table 3,,,one_coder_only
Pair C,S188,EE,TRU,R1,0.519,direct,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,R4,0.519,Table 3,,0.0,numeric_or_source_diff
Pair C,S188,PE,SE,R1,,,,R4,0.458,Table 3,,,one_coder_only
Pair C,S188,PE,TRU,R1,0.369,direct,Fornell-Larcker off-diagonal correlation; PTA mapped to TRU.,R4,0.369,Table 3,,0.0,numeric_or_source_diff
Pair C,S188,SE,TRU,R1,,,,R4,0.487,Table 3,,,one_coder_only
Pair C,S192,ATT,BI,R1,,,,R4,0.03,beta,"Table 5 multivariable linear regression coefficient (Attitude->BI, beta). Raw beta retained. No correlation matrix reported (regression study).",,one_coder_only
Pair C,S192,BI,EE,R1,0.08,beta_converted,,R4,0.03,beta,"Table 5 multivariable linear regression coefficient (EE->BI, beta). Raw beta retained. No correlation matrix reported (regression study).",0.05,numeric_or_source_diff
Pair C,S192,BI,FC,R1,0.34,beta_converted,,R4,0.29,beta,"Table 5 multivariable linear regression coefficient (FC->BI, beta). Raw beta retained. No correlation matrix reported (regression study).",0.050000000000000044,numeric_or_source_diff
Pair C,S192,BI,PE,R1,0.14,beta_converted,,R4,0.09,beta,"Table 5 multivariable linear regression coefficient (PE->BI, beta). Raw beta retained. No correlation matrix reported (regression study).",0.05000000000000002,numeric_or_source_diff
Pair C,S192,BI,SI,R1,0.37,beta_converted,,R4,0.32,beta,"Table 5 multivariable linear regression coefficient (SI->BI, beta). Raw beta retained. No correlation matrix reported (regression study).",0.04999999999999999,numeric_or_source_diff
Pair C,S192,BI,UB,R1,0.32,beta_converted,,R4,0.27,beta,"Table 5 multivariable linear regression coefficient (Utilization behavior->BI, beta). Raw beta retained. No correlation matrix reported (regression study).",0.04999999999999999,numeric_or_source_diff
Pair C,S195,BI,PE,R1,0.31,direct,,R4,,,,,one_coder_only
Pair C,S195,BI,UB,R1,0.53,direct,,R4,,,,,one_coder_only
Pair C,S195,EE,UB,R1,0.24,direct,,R4,,,,,one_coder_only
Pair C,S195,PE,UB,R1,0.31,direct,,R4,,,,,one_coder_only
Pair C,S195,SI,UB,R1,0.24,direct,,R4,,,,,one_coder_only
Pair C,S200,BI,EE,R1,0.21,beta_converted,Bootstrapped structural path also reported.,R4,0.156,beta,Table 6 PLS-SEM standardized path coefficient (EE->BI). Raw beta retained. No correlation matrix (discriminant validity via cross-loadings only).,0.05399999999999999,numeric_or_source_diff
Pair C,S200,BI,FC,R1,-0.17,beta_converted,Bootstrapped structural path also reported.,R4,-0.122,beta,Table 6 PLS-SEM standardized path coefficient (FC->BI). Raw beta retained. No correlation matrix (discriminant validity via cross-loadings only).,0.048000000000000015,numeric_or_source_diff
Pair C,S200,BI,PE,R1,0.45,beta_converted,Bootstrapped structural path also reported.,R4,0.395,beta,Table 6 PLS-SEM standardized path coefficient (PE->BI). Raw beta retained. No correlation matrix (discriminant validity via cross-loadings only).,0.05499999999999999,numeric_or_source_diff
Pair C,S200,BI,SI,R1,0.09,beta_converted,Bootstrapped structural path also reported.,R4,0.036,beta,Table 6 PLS-SEM standardized path coefficient (SI->BI). Raw beta retained. No correlation matrix (discriminant validity via cross-loadings only).,0.054,numeric_or_source_diff
Pair C,S200,BI,UB,R1,0.39,beta_converted,Bootstrapped structural path BI -> USE also reported.,R4,0.341,beta,Table 6 PLS-SEM standardized path coefficient (BI->USE). Raw beta retained. No correlation matrix (discriminant validity via cross-loadings only).,0.04899999999999999,numeric_or_source_diff
Pair C,S200,EE,FC,R1,0.831,direct,,R4,,,,,one_coder_only
Pair C,S200,EE,PE,R1,0.525,direct,,R4,,,,,one_coder_only
Pair C,S200,EE,SI,R1,0.089,direct,,R4,,,,,one_coder_only
Pair C,S200,EE,UB,R1,0.351,direct,,R4,,,,,one_coder_only
Pair C,S200,FC,PE,R1,0.565,direct,,R4,,,,,one_coder_only
Pair C,S200,FC,SI,R1,0.034,direct,,R4,,,,,one_coder_only
Pair C,S200,FC,UB,R1,0.322,direct,,R4,,,,,one_coder_only
Pair C,S200,PE,SI,R1,0.241,direct,,R4,,,,,one_coder_only
Pair C,S200,PE,UB,R1,0.344,direct,,R4,,,,,one_coder_only
Pair C,S200,SI,UB,R1,0.313,direct,,R4,,,,,one_coder_only
Pair C,S216,ANX,EE,R1,0.14,beta_converted,,R4,0.085,beta,Table 5 path coefficient (H12: ANX->PEOU). Not supported (p=.091). Raw beta retained. HTMT not used per project rule.,0.05500000000000001,numeric_or_source_diff
Pair C,S216,BI,EE,R1,0.25,beta_converted,,R4,0.203,beta,Table 5 path coefficient (H2: PEOU->BI). Raw beta retained. HTMT not used per project rule.,0.046999999999999986,numeric_or_source_diff
Pair C,S216,BI,PE,R1,0.25,beta_converted,,R4,0.203,beta,"Table 5 path coefficient (H1: PU->BI). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule.",0.046999999999999986,numeric_or_source_diff
Pair C,S216,BI,SI,R1,0.21,beta_converted,,R4,0.159,beta,Table 5 path coefficient (H6: SN->BI). Raw beta retained. HTMT not used per project rule.,0.05099999999999999,numeric_or_source_diff
Pair C,S216,EE,PE,R1,0.28,beta_converted,,R4,0.229,beta,Table 5 path coefficient (H3: PEOU->PU). Raw beta retained. HTMT not used per project rule.,0.05100000000000002,numeric_or_source_diff
Pair C,S216,EE,SE,R1,0.28,beta_converted,,R4,0.231,beta,Table 5 path coefficient (H11: SE->PEOU). Raw beta retained. HTMT not used per project rule.,0.049000000000000016,numeric_or_source_diff
Pair C,S216,PE,SI,R1,,,,R4,0.427,beta,Table 5 path coefficient (H5: SN->PU). Raw beta retained. HTMT not used per project rule.,,one_coder_only
Pair C,S224,BI,EE,R1,,,,R4,0.2,beta,Fig 6 combined-model path coefficient (EE->BI). APPEARS UNSTANDARDIZED (figure inter-construct covariances >1). Raw value retained. No correlation matrix (separate-model Tables 3-5 had unstandardized b>1).,,one_coder_only
Pair C,S224,BI,FC,R1,,,,R4,0.073,beta,Fig 6 combined-model path coefficient (FC->BI). APPEARS UNSTANDARDIZED (figure inter-construct covariances >1). Raw value retained. No correlation matrix (separate-model Tables 3-5 had unstandardized b>1).,,one_coder_only
Pair C,S224,BI,PE,R1,,,,R4,0.26,beta,Fig 6 combined-model path coefficient (PE->BI). APPEARS UNSTANDARDIZED (figure inter-construct covariances >1). Raw value retained. No correlation matrix (separate-model Tables 3-5 had unstandardized b>1).,,one_coder_only
Pair C,S224,BI,SI,R1,,,,R4,0.27,beta,Fig 6 combined-model path coefficient (SI->BI). APPEARS UNSTANDARDIZED (figure inter-construct covariances >1). Raw value retained. No correlation matrix (separate-model Tables 3-5 had unstandardized b>1).,,one_coder_only
Pair C,S224,BI,UB,R1,,,,R4,0.043,beta,Fig 6 combined-model path coefficient (BI->Technology use). APPEARS UNSTANDARDIZED (figure inter-construct covariances >1). Raw value retained. No correlation matrix (separate-model Tables 3-5 had unstandardized b>1).,,one_coder_only
Pair D,S002,FC,PE,R2,0.694,direct,,R3,0.575,direct,,0.119,numeric_or_source_diff
Pair D,S002,FC,SI,R2,0.724,direct,,R3,0.632,direct,,0.09199999999999997,numeric_or_source_diff
Pair D,S004,FC,PE,R2,0.676,direct,,R3,0.676,,,0.0,numeric_or_source_diff
Pair D,S004,FC,TRU,R2,,,,R3,0.533,direct,,,one_coder_only
Pair D,S004,FC,UB,R2,0.533,direct,,R3,0.601,direct,,0.06799999999999995,numeric_or_source_diff
Pair D,S004,PE,SE,R2,0.601,direct,,R3,,,,,one_coder_only
Pair D,S004,PE,SI,R2,0.637,direct,,R3,0.637,,,0.0,numeric_or_source_diff
Pair D,S004,PE,UB,R2,0.607,direct,,R3,0.607,,,0.0,numeric_or_source_diff
Pair D,S024,ATT,SI,R2,0.147,beta_converted,,R3,0.147,,,0.0,numeric_or_source_diff
Pair D,S024,ATT,TRU,R2,,,,R3,0.249,beta_converted,,,one_coder_only
Pair D,S024,BI,SI,R2,,,,R3,0.147,beta_converted,,,one_coder_only
Pair D,S025,BI,SI,R2,−0.187,direct,,R3,-0.187,direct,,,numeric_or_source_diff
Pair D,S025,SE,UB,R2,−0.073,direct,,R3,−0.073,,,,numeric_or_source_diff
Pair D,S027,EE,FC,R2,0.28,direct,,R3,0.28,,,0.0,numeric_or_source_diff
Pair D,S031,BI,SE,R2,,,,R3,0.59,direct,,,one_coder_only
Pair D,S031,BI,TRU,R2,,,,R3,0.47,direct,,,one_coder_only
Pair D,S031,PE,SE,R2,0.8,direct,,R3,,,,,one_coder_only
Pair D,S031,PE,TRU,R2,0.46,direct,,R3,,,,,one_coder_only
Pair D,S031,PE,UB,R2,0.57,direct,,R3,,,,,one_coder_only
Pair D,S031,SE,UB,R2,0.59,direct,,R3,,,,,one_coder_only
Pair D,S031,TRU,UB,R2,0.47,direct,,R3,,,,,one_coder_only
Pair D,S032,SE,UB,R2,0.554,direct,,R3,,,,,one_coder_only
Pair D,S032,SI,UB,R2,,,,R3,0.554,direct,,,one_coder_only
Pair D,S056,ATT,EE,R2,0.437,beta_converted,,R3,,,,,one_coder_only
Pair D,S056,ATT,PE,R2,0.489,beta_converted,,R3,,,,,one_coder_only
Pair D,S056,EE,PE,R2,0.541,beta_converted,,R3,,,,,one_coder_only
Pair D,S065,ATT,PE,R2,0.697,direct,,R3,0.774,direct,,0.07700000000000007,numeric_or_source_diff
Pair D,S065,ATT,UB,R2,0.673,direct,,R3,0.673,,,0.0,numeric_or_source_diff
Pair D,S065,AUT,UB,R2,0.654,direct,,R3,,,,,one_coder_only
Pair D,S065,BI,EE,R2,,,,R3,0.654,direct,,,one_coder_only
Pair D,S065,BI,FC,R2,0.73,direct,,R3,,,,,one_coder_only
Pair D,S065,BI,PE,R2,,,,R3,0.73,direct,,,one_coder_only
Pair D,S065,BI,TRU,R2,0.761,direct,,R3,,,,,one_coder_only
Pair D,S065,BI,UB,R2,,,,R3,0.761,,,,one_coder_only
Pair D,S065,EE,FC,R2,0.84,direct,,R3,,,,,one_coder_only
Pair D,S065,EE,PE,R2,,,,R3,0.84,direct,,,one_coder_only
Pair D,S065,EE,TRU,R2,0.592,direct,,R3,,,,,one_coder_only
Pair D,S065,EE,UB,R2,,,,R3,0.592,,,,one_coder_only
Pair D,S065,PE,UB,R2,0.616,direct,,R3,0.616,,,0.0,numeric_or_source_diff
Pair D,S068,BI,FC,R2,-0.026,beta_converted,,R3,−0.026,beta_converted,,,numeric_or_source_diff
Pair D,S077,ATT,SI,R2,,,,R3,0.6,direct,,,one_coder_only
Pair D,S077,BI,SI,R2,,,,R3,0.63,direct,,,one_coder_only
Pair D,S077,EE,SI,R2,,,,R3,0.53,direct,,,one_coder_only
Pair D,S077,PE,SI,R2,,,,R3,0.5,direct,,,one_coder_only
Pair D,S078,ATT,SE,R2,0.691,direct,,R3,0.691,,,0.0,numeric_or_source_diff
Pair D,S078,BI,SE,R2,0.491,direct,,R3,0.491,,,0.0,numeric_or_source_diff
Pair D,S078,SE,SI,R2,0.486,direct,,R3,0.486,,,0.0,numeric_or_source_diff
Pair D,S085,BI,EE,R2,0.64,direct,,R3,0.64,,,0.0,numeric_or_source_diff
Pair D,S085,BI,PE,R2,0.87,direct,,R3,0.87,,,0.0,numeric_or_source_diff
Pair D,S085,BI,SI,R2,0.61,direct,,R3,0.61,,,0.0,numeric_or_source_diff
Pair D,S092,BI,EE,R2,,,,R3,0.174,beta_converted,,,one_coder_only
Pair D,S092,BI,PE,R2,,,,R3,0.234,beta_converted,,,one_coder_only
Pair D,S092,EE,PE,R2,,,,R3,0.354,beta_converted,,,one_coder_only
Pair D,S094,PE,TRU,R2,0.579,direct,,R3,0.579,beta_converted,,0.0,numeric_or_source_diff
Pair D,S096,ANX,ATT,R2,0.658,direct,Table 3,R3,0.658,beta_converted,,0.0,numeric_or_source_diff
Pair D,S096,ANX,UB,R2,−.190,direct,Table 3,R3,−.190,beta_converted,,,numeric_or_source_diff
Pair D,S098,ANX,PE,R2,0.621,direct,,R3,,,,,one_coder_only
Pair D,S098,ANX,SE,R2,0.811,direct,,R3,,,,,one_coder_only
Pair D,S098,ANX,SI,R2,0.523,direct,,R3,,,,,one_coder_only
Pair D,S098,PE,SE,R2,0.894,direct,,R3,0.708,direct,,0.18600000000000005,numeric_or_source_diff
Pair D,S098,PE,SI,R2,0.586,direct,,R3,0.681,direct,,0.09500000000000008,numeric_or_source_diff
Pair D,S099,ATT,SI,R2,,,,R3,0.335,beta_converted,,,one_coder_only
Pair D,S099,ATT,TRU,R2,,,,R3,0.63,beta_converted,,,one_coder_only
Pair D,S099,BI,EE,R2,0.347,beta_converted,,R3,,,,,one_coder_only
Pair D,S099,BI,PE,R2,,,,R3,0.347,beta_converted,,,one_coder_only
Pair D,S099,BI,SI,R2,0.238,beta_converted,,R3,,,,,one_coder_only
Pair D,S099,EE,PE,R2,,,,R3,0.367,beta_converted,,,one_coder_only
Pair D,S099,PE,SI,R2,,,,R3,0.348,beta_converted,,,one_coder_only
Pair D,S099,PE,TRU,R2,,,,R3,0.525,beta_converted,,,one_coder_only
Pair D,S099,SE,TRU,R2,0.72,beta_converted,,R3,,,,,one_coder_only
Pair D,S099,SI,TRU,R2,0.232,beta_converted,,R3,,,,,one_coder_only
Pair D,S114,EE,UB,R2,,,,R3,0.561,direct,,,one_coder_only
Pair D,S121,BI,EE,R2,0.67,direct,,R3,,,,,one_coder_only
Pair D,S121,BI,FC,R2,0.59,direct,,R3,,,,,one_coder_only
Pair D,S121,BI,PE,R2,0.84,direct,,R3,,,,,one_coder_only
Pair D,S121,BI,SI,R2,0.66,direct,,R3,,,,,one_coder_only
Pair D,S121,BI,TRU,R2,0.34,direct,,R3,,,,,one_coder_only
Pair D,S121,BI,UB,R2,0.58,direct,,R3,,,,,one_coder_only
Pair D,S121,EE,FC,R2,0.72,direct,,R3,,,,,one_coder_only
Pair D,S121,EE,PE,R2,0.62,direct,,R3,,,,,one_coder_only
Pair D,S121,EE,SI,R2,0.53,direct,,R3,,,,,one_coder_only
Pair D,S121,EE,TRU,R2,0.22,direct,,R3,,,,,one_coder_only
Pair D,S121,EE,UB,R2,0.39,direct,,R3,,,,,one_coder_only
Pair D,S121,FC,PE,R2,0.53,direct,,R3,,,,,one_coder_only
Pair D,S121,FC,SI,R2,0.49,direct,,R3,,,,,one_coder_only
Pair D,S121,FC,UB,R2,0.16,direct,,R3,,,,,one_coder_only
Pair D,S121,PE,SE,R2,0.29,direct,,R3,,,,,one_coder_only
Pair D,S121,PE,SI,R2,0.64,direct,,R3,,,,,one_coder_only
Pair D,S121,PE,TRU,R2,0.36,direct,,R3,,,,,one_coder_only
Pair D,S121,PE,UB,R2,0.47,direct,,R3,,,,,one_coder_only
Pair D,S121,SI,TRU,R2,0.23,direct,,R3,,,,,one_coder_only
Pair D,S121,SI,UB,R2,0.32,direct,,R3,,,,,one_coder_only
Pair D,S121,TRU,UB,R2,0.36,direct,,R3,,,,,one_coder_only
Pair D,S131,BI,EE,R2,,,,R3,0.188,beta_converted,,,one_coder_only
Pair D,S131,BI,FC,R2,,,,R3,0.188,beta_converted,,,one_coder_only
Pair D,S131,BI,PE,R2,,,,R3,0.438,beta_converted,,,one_coder_only
Pair D,S131,BI,SI,R2,,,,R3,0.188,beta_converted,,,one_coder_only
Pair D,S131,EE,UB,R2,0.188,beta_converted,,R3,,,,,one_coder_only
Pair D,S131,FC,UB,R2,0.188,beta_converted,,R3,,,,,one_coder_only
Pair D,S131,PE,UB,R2,0.438,beta_converted,,R3,,,,,one_coder_only
Pair D,S131,SI,UB,R2,0.188,beta_converted,,R3,,,,,one_coder_only
Pair D,S135,PE,SE,R2,0.52,direct,,R3,,,,,one_coder_only
Pair D,S135,PE,SI,R2,,,,R3,0.52,direct,,,one_coder_only
Pair D,S137,FC,UB,R2,,,,R3,0.351,direct,,,one_coder_only
Pair D,S137,PE,SE,R2,0.351,direct,,R3,,,,,one_coder_only
Pair D,S143,BI,PE,R2,-0.139,direct,,R3,−0.139,direct,,,numeric_or_source_diff
Pair D,S143,EE,SI,R2,-0.129,direct,,R3,−0.129,direct,,,numeric_or_source_diff
Pair D,S143,FC,PE,R2,-0.02,direct,,R3,−0.020,direct,,,numeric_or_source_diff
Pair D,S143,FC,SI,R2,-0.047,direct,,R3,−0.047,direct,,,numeric_or_source_diff
Pair D,S143,PE,SI,R2,-0.295,direct,,R3,−0.295,direct,,,numeric_or_source_diff
Pair D,S150,BI,FC,R2,-0.163,beta_converted,,R3,-0.163,,,0.0,numeric_or_source_diff
Pair D,S150,FC,UB,R2,,,,R3,-0.163,beta_converted,,,one_coder_only
