record_id,title,abstract,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_02968,Novel machine learning based approach for analysing the adoption of metaverse in medical training: A UAE case study,"The outbreak of the COVID-19 pandemic led to disruptions in the delivery of medical training across borders, posing challenges in observing and practicing advanced surgical techniques with cutting-edge medical equipment from foreign countries. However, the utilization of educational approaches centred on the “Metaverse” concept has emerged as a promising solution to address the escalating demand for virtual medical education. Traditional technologies like Zoom video conferencing were found insufficient for comprehensive medical instruction, prompting the emergence of innovative digital teaching methodologies within the medical community of the United Arab Emirates (UAE). This study aims to investigate how students perceive the effectiveness of the Metaverse system in achieving medical training objectives in the UAE. The research employs a unique conceptual framework that links individual attributes with technological factors. By employing a blend of structural equation modelling (SEM) and machine learning (ML) methodologies, along with the analysis of importance-performance maps (IPMA), the research evaluates the factors that contribute to measuring the viability of the Metaverse system for medical training. This evaluation is conducted using data gathered from a cohort of 879 university students. The findings indicated that the OneR classifier demonstrates the highest accuracy among classifiers in forecasting users' inclination to embrace the Metaverse system for medical training, achieving an 80.7% accuracy rate. Furthermore, the study reveals a strong positive association between perceived usefulness and perceived usability, highlighting the significant impact of personal attributes and technological elements on students' decisions. Notably, individuals with a greater willingness to embrace uncertainty and innovative technologies are more inclined to use the Metaverse system for medical education. In conclusion, this multi-analytical investigation sheds light on the potential of the Metaverse system to enhance medical training and addresses the challenges posed by the COVID-19 pandemic. The findings carry important implications for the field of information systems and provide valuable insights for medical educators seeking effective solutions during times of disruption. © 2023 The Authors",2023,Scopus,uncertain,include,0.0,0.41,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Quantitative SEM/ML study (N=879) in medical education measuring adoption intention of Metaverse-based system, meeting all inclusion criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14174,AI adoption in accounting education: A UTAUT-based analysis of mediating and moderating mechanisms,"This study investigates the adoption and usage of artificial intelligence (AI) technologies among Chinese undergraduate accounting students, focusing on the roles of Social Influence (SI), Behavioral Intention (BI), and Actual Usage (AU), while examining the mediating effect of BI and the moderating effect of Voluntariness of Use (VOU). By extending the Unified Theory of Acceptance and Use of Technology (UTAUT) model, it addresses gaps in understanding the social and behavioral factors influencing AI adoption within the educational context. A quantitative research design was employed, utilizing Partial Least Squares Structural Equation Modeling. Data was collected through a self-administered survey distributed via the Wenjuanxing platform, with responses from 362 Chinese undergraduate accounting students analyzed to test the hypothesized relationships. The findings reveal that SI significantly affects both BI and AU, with BI serving as a partial mediator in the SI-AU relationship. However, VOU did not exhibit a significant moderating effect on the SI-BI pathway. These results provide insights into the dual role of SI and the importance of fostering positive attitudes toward AI adoption among students. This study contributes to the literature by extending the UTAUT model in an educational setting, emphasizing the interplay of cultural and social dynamics in influencing AI adoption. It offers actionable recommendations for educators, policymakers, and technology vendors to promote AI integration in accounting education and prepare students for AI-driven professional environments. © 2025, Duzce University, Faculty of Education. All rights reserved.",2025,Scopus,uncertain,include,0.0,0.73,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni",Codex-sub(gpt-5.1-codex-mini): Quantitative UTAUT survey of 362 accounting undergraduates measuring behavioral intention and actual usage via PLS-SEM in an educational AI context (meets all inclusion criteria).,include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12170,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDENTS: A PARTIAL LEAST SQUARE-STRUCTURAL EQUATION MODELING APPROACH,"Background and Purpose: Artificial Intelligence (AI) is transforming higher education by enhancing learning experiences through personalised instruction, automated assessments, and intelligent tutoring systems. In Malaysia, AI adoption among students is gaining momentum, and it is influenced by digital literacy, perceived usefulness, and social influence. This study examines the key factors influencing AI adoption among Malaysian students. Methodology: A survey research design was employed, utilising a structured questionnaire distributed to 286 students across four Malaysian universities. 224 valid responses were analysed using Partial Least Square (PLS-SEM) to test the hypothesised relationships among the variables. Findings: Results indicate that social influence has the most substantial effect on AI adoption ((3 = 0.503, p < 0.001), followed by perceived usefulness ((3 = 0.236, p < 0.001) and digital literacy ((3 = 0.188, p = 0.036). These findings suggest that students are more likely to adopt AI when they observe peers and educators using it effectively. Additionally, students who perceive AI as beneficial for academic performance are more willing to engage with AI technologies. Implication: The study contributes to understanding AI adoption in higher education; institutions can better prepare students for an AI-driven academic and professional landscape by addressing the identified factors.",2025,WoS,uncertain,include,0.0,0.78,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Survey of 224 Malaysian students, quantitative PLS-SEM analysis of AI adoption factors in higher education, directly measuring adoption intent/use with statistical relationships, so it meets all inclusion and no exclusion conditions.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07972,"Modelling Generative AI Acceptance, Perceived Teachers' Enthusiasm and Self-Efficacy to English as a Foreign Language Learners' Well-Being in the Digital Era","As artificial intelligence (AI) has been integrated into foreign language (FL) education, learners' well-being is influenced by various factors, including technological, personal and contextual elements. However, few studies explored how external and internal factors jointly shape FL learners' well-being in the era of generative AI. To fill this gap, this study explores the effects of generative AI acceptance, perceived teachers' enthusiasm and self-efficacy on FL learners' well-being by investigating 613 university learners of English as a foreign language (EFL). The structural equation modelling results reveal that (1) generative AI acceptance positively predicts EFL learners' well-being and self-efficacy; (2) perceived teachers' enthusiasm does not predict learners' well-being and positively predicts EFL learners' self-efficacy; and (3) the self-efficacy for receptive skills mediates the relationship between generative AI acceptance/perceived teachers' enthusiasm and EFL learners' well-being, whereas self-efficacy for productive skills does not play the mediation role. This research broadens the understanding of the antecedents of EFL learners' well-being and extends the application of self-efficacy theory in the AI-driven educational environment, providing significant pedagogical implications.",2024,WoS; Scopus,uncertain,include,0.0,0.85,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Survey of 613 EFL learners modeling generative AI acceptance via SEM, measures adoption variables in an educational context with sample >50.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12174,IMPACT OF ISLAMIC BELIEFS ON TECHNOLOGY ANXIETY AND ATTITUDE TOWARDS AI: ROLE OF RELIGION AS END AND PERCEIVED RISK OF TECHNOLOGY,"Purpose: This study examines the impact of Islamic beliefs on AI-based system attitudes, considering the mediating role of technology anxiety and the moderating roles of perceived technology risk and religion as an end. As AI is being used more and more in every aspect of life, it is crucial to understand how religious beliefs shape perceptions of AI so that AI adoption can be made ethical and culturally appropriate. Method: A quantitative design was employed, and data were collected from 228 university students with a standardized questionnaire. Established measures from the literature were used to operationalize the variables of interest. Structural equation modeling (SEM) through AMOS was applied to test the direct, indirect, and moderating effects within the conceptualized framework. Confirmatory factor analysis (CFA) was used to determine the reliability and validity of the constructs. Findings: The results showed that Islamic beliefs play a major role in influencing students' attitudes towards AI-based systems. Technology anxiety partly mediates the relationship, revealing that religious beliefs influence emotional and cognitive responses to AI. Perceived technology risk and religion as an end also moderate the relationship, which shows that contextual and intrinsic religious factors shape AI perceptions. Originality/Implications: This study enriches AI adoption theories by integrating religious and psychological variables. Findings make theoretical contributions to technology acceptance theory and practical implications for AI developers, educators, and policymakers aiming to improve culturally responsive AI integration. © (2025), (European Journal for Philosophy of Religion). All Rights Reserved.",2025,Scopus,uncertain,include,0.0,0.41,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Quantitative university-student survey (n=228) on attitudes/toward AI systems with SEM testing relations, meets the adoption-focused, educational, and sample/statistical criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14931,Perceived Ease of Use and Usefulness in AI-Generated Content Adoption: Gender as a Moderator,"Artificial Intelligence generated content (AIGC) is rapidly reshaping this study examines how perceived ease of use (PEOU) and perceived with perceived self-efficacy (PSE) and institutional support (IS) modelled as external variables. Survey data from 295 faculty members was analysed and structural equation modelling was employed to test the hypothesized relationships. The results reveal that both PEOU and PU are critical predictors of AIGC adoption, while PSE and IS significantly enhance faculty perceptions of ease of use and usefulness, thereby facilitating actual usage behaviour. The model accounted for 55.2% of the variance in AIGC adoption. Furthermore, gender differences emerged as a significant moderating factor, where female faculty members were more strongly influenced by PEOU, whereas male faculty members with PU. These findings highlight the importance of strengthening faculty confidence and digital competence through differentiated training and institutional support mechanisms. The study extends TAM in an AIGC context and offers practical guidance for inclusive AIGC adoption strategies in higher education.",2025,WoS; Scopus,uncertain,include,0.0,0.63,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Survey of 295 higher-ed faculty on AI-generated content adoption (SEM, TAM) meets empirical, AI educational, adoption measure, sample ≥50, and statistical relationship criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14177,Research Article A detailed examination of faculty acceptance of artificial intelligence: Insights from key variables,"The adoption and use of emerging technologies like artificial intelligence (AI) in universities can significantly impact educational and research processes. This study investigates the acceptance levels of AI technologies among university faculty members in Türkiye using a descriptive survey design. Data were collected via convenience sampling during the spring semester of the 2023-2024 academic year from 392 faculty members through an online questionnaire distributed by email. The AI Acceptance Scale, developed based on the Technology Acceptance Model, was employed to measure acceptance levels. Data analysis included descriptive statistics, normality tests, and non-parametric inferential analyses conducted via SPSS 26.0. Findings indicated a high level of AI acceptance overall, with sub-factors showing high scores for ease of use, perceived usefulness, attitude toward use, and intention to use. Age and duration of AI use were found to significantly affect acceptance levels. These results provide valuable insights for facilitating AI integration in higher education environments. © 2025, Duzce University, Faculty of Education. All rights reserved.",2025,Scopus,uncertain,include,0.0,0.85,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Descriptive survey of 392 faculty, quantifies acceptance/intention, tests relationships (age, duration of AI use) in higher education context supporting criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_12189,"Understanding ChatGPT Adoption among Higher Education Students in Punjab, India: An Application of UTAUT2 Model","This study examines Indian Higher Education students' behavioural intention to use ChatGPT in their learning. Unified Theory of Acceptance, and Use of Technology 2 (UTAUT2) model is used to investigate the impact of the eight UTAUT2 factors on the students' behavioural intention towards using ChatGPT. A pilot study on 100 students was done to check the reliability and validity of the instrument based on the UTAUT2 model. Using a quantitative research approach, data was gathered from 362 students of Punjab (A North region State), India (313 students' data was included in final analysis) using purposive sampling technique. The study's findings revealed that PE (Performance Expectancy), SI (Social Influence), HM (Hedonic Motivation), Hb (Habit), FC (Facilitating Conditions) had significant positive influence on BI (Behavioural Intention) whereas EE (Effort Expectancy) had not significantly influenced BI. On ChatGPT use, H and BI had a positive influence, but FC did not significantly influence ChatGPT use. 67% of the respondents gave priority to learning AI tools in school. In terms of practical implications, this study adds to the current literature on ChatGPT or AI tools in higher education, being useful to education scholars. Also, this study highlights the validation of UTAUT2 model to use ChatGPT among HEI students in Punjab, India. The findings of this study could facilitate discussions among educators working for policies related to the use of AI tools, specifically ChatGPT in India.",2025,WoS; Scopus,uncertain,include,0.0,0.75,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Quantitative survey of 313 higher-ed students on ChatGPT adoption using UTAUT2, reports regression-style relationships between constructs and intention/use, so it meets all inclusion criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14934,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance with Extended TAM,"There is a growing prevalence of AI tools in the arena of higher education. The willingness and intentions of higher educators play a significant role in successfully incorporating these tools. This investigation extends the Technology Acceptance Model (TAM) to explore the multifaceted interplay among determinants shaping higher educators' intentions for employing AI tools in their professional and pedagogical domains. The data was gathered from 400 respondents, comprising educators holding positions ranging from assistant professors to professors within Indian HEIs. The investigation validated the TAM model's applicability using covariance-based systematic equation modeling (CB-SEM) and supported nine of the fifteen proposed hypotheses. Further, the investigation underscores the significance of fostering higher educators' competency and confidence in AI tools through focused training and support services. Additionally, it highlights the role of their inherent openness to be proficient in such novel technological advancements. This investigation advances the prevailing AI-strengthened pedagogical sphere of education.",2024,WoS; Scopus,uncertain,include,0.0,0.67,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Quantitative survey (n=400) of higher educators using CB-SEM to test extended TAM for AI tool adoption in education, includes acceptance/intention measures.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_11394,Factors Affecting AI-Innovation Adoption in a Higher Education Institution’s Learning Management System,"User acceptability and adoption are often considered to be the most critical success factors of Artificial intelligence (AI) innovation. Adoption of these technologies by the teacher is a key factor for the effective use of this educational technology. The study aimed to explore the factors affecting the adoption of AI-based solutions by teachers for learning and instruction, while accommodating its promising potential established in the literature of learning and instruction. The study involved a descriptive analytics approach, using survey questionnaire as data collection tool. The study sample consisted of 300 randomly chosen Hai’l University faculty members. The study underpinned key factors that impact the adoption of AI innovation in higher education, including technical skill levels of students and instructors, personality traits of students and instructors, personal thoughts against chatbots, security fears, poor technology designs, and lower perceived trust in AI-based innovation. The study reported no significant difference in the participants’ responses due to gender or academic rank attributes. © 2025 Common Ground Research Networks. All rights reserved.",2025,Scopus,uncertain,include,0.0,0.63,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Empirical survey (n=300) of AI learning-management adoption factors in higher ed, reports statistical effects and meets all inclusion thresholds.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_05836,Assessing EFL learners' attitudes on Generative Artificial Intelligence: Development and validation of Generative Artificial Intelligence attitude scale for EFL learners (GenAIAS),"Generative Artificial Intelligence (GenAI) has emerged as a transformative force in education, particularly in the context of English as a Foreign Language (EFL) instruction. This study aims to develop and validate the Generative Artificial Intelligence Attitude Scale (GenAIAS) to assess EFL learners' attitudes toward GenAI. The research involved two independent samples of university students in T & uuml;rkiye, with data collected through scales and analyzed using exploratory and confirmatory factor analyses. The final scale, comprising 33 items, was categorized into four factors: Learning/Utility, Enjoyment, Usefulness, and Interest. The scale demonstrated good psychometric properties, including satisfactory convergent and discriminant validity, internal consistency, and measurement invariance across genders. The findings indicate no significant gender differences in attitudes toward GenAI, suggesting a general acceptance of GenAI technologies among EFL learners. Additionally, a positive correlation was observed between daily internet usage and attitudes toward GenAI. This study contributes to the growing body of knowledge on GenAI in language education and offers practical implications for integrating GenAI into language learning, highlighting the importance of fostering positive attitudes for successful technology adoption. Future research should further validate the scale with diverse populations to enhance its reliability and applicability.",2024,WoS; Scopus,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study develops and validates an attitude scale towards Generative AI among EFL learners, directly measuring attitudes (related to adoption/acceptance) in an educational context, which is quantitative and empirical. Sample size is not provided in the title but is usually sufficient for scale validation.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07976,University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Development and Validation,"Recent AI-based language learning research highlights learners' crucial role, yet university learner readiness in ChatGPT-based English learning remains unexplored. Accordingly, this current research attempted to develop and validate a tool to evaluate university learner readiness for ChatGPT-assisted English learning (LRCEL) to address the research gap that the prior instruments for language learners' readiness have not taken into account the features and characteristics of ChatGPT in language teaching and learning as well as students' achievement emotions. Three hundred and forty-seven Chinese university learners participated to help explore and confirm the constructs of the LRCEL. Guided by the theory of planned behaviour and the control-value theory of achievement emotions, results of first-order and second-order confirmatory factor analysis, exploratory structural equation modelling, convergent validity and discriminant validity supported an 18-item questionnaire comprising seven dimensions. The LRCEL has been proven valid and reliable, enabling educational educators to understand university learners' readiness for ChatGPT-supported English learning with domain-specific items.",2024,WoS,uncertain,include,0.0,0.85,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The title 'University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Development and Validation' strongly indicates an empirical quantitative study focusing on AI adoption/readiness in an educational context. 'Scale Development and Validation' typically involves statistical analysis and sample sizes well above 50, satisfying criteria 1, 2, 3, and 5. Criterion 4 (sample size >= 50) is inferred based on the methodology implied by the title.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07978,Modelling College Students' Acceptance to Use Generative Artificial Intelligence for Second Language Learning: A Theory of Planned Behaviour Perspective,"The benefits of Generative Artificial Intelligence (GenAI) in enhancing second language (L2) learning are well established. However, these advantages can only be realised if learners are willing to adopt the technology. This study, grounded in the Theory of Planned Behaviour (TPB), investigated the factors influencing the behavioural intention to use GenAI among 337 Chinese college L2 learners using five validated scales. A Structural Equation Modelling (SEM) approach with Amos 24 yielded several key findings. Notably, demographic factors encompassing gender and age did not significantly affect the TPB components. Subjective norm and attitude were found to have a positive and significant impact on behavioural intention, while perceived behavioural control did not demonstrate a significant effect. Furthermore, GenAI literacy emerged as a significant predictor of behavioural intention, both directly and indirectly through its influence on attitude. Collectively, these variables accounted for 51.6% of the variance in behavioural intention. The study also discusses the theoretical and pedagogical implications and offers suggestions for future research.",2025,WoS; Scopus,uncertain,include,0.0,0.79,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni",Codex-sub(gpt-5.1-codex-mini): SEM-based survey of 337 students measuring TPB intentions to use GenAI in L2 learning meets all inclusion criteria.,include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_14207,Mobile-Assisted Language Learning to Support English Language Communication among Higher Education Learners in Thailand,"The ability to use English has become essential for functioning in the 21st century; not only the basic skills (reading, writing, listening, and speaking) but broader skills in communication and collaboration will be necessary for future success in global environments. Digital transformation in learning via mobile devices helps create authenticity in English language education. They can interest and engage learners, both in and out of the classrooms, while promoting uninterrupted learning, especially during the COVID-19 pandemic. Moreover, advances in mobile applications and virtual learning environments have become important components of developing English language skills, allowing for asynchronous learning in convenient, flexible, and interactive environments on any of a learner’s devices. This paper reports the results of using a mobile-assisted language learning interactive environment (MALLIE), a chatbot-based application, to support the development of English language communication skills. Quantitative data were acquired from 546 higher education learners in Thailand. The information was used for the exploratory factor analysis which shall serve as a baseline for innovation development. The study briefly examined the students’ experiences with any type of mobile learning before focusing on the students’ and a group of experts’ ratings of the intervention in this study. Preliminary studies were conducted with 10 students and experts to identify factors they believed were most relevant for measuring the effectiveness of the MALLIE for English language learning in a virtual learning environment. Exploratory factor analysis of 70 variables extracted four factors with loadings that exceeded .30: MALL, VLE (virtual learning environment), 4Cs for the four basic components of language learning, and ELCS for English language communication skills; the factor loadings ranged between 0.55 and 0.81. Additionally, in-depth interviews were conducted to collect qualitative data, and the results of preliminary studies were used to design and develop the MALLIE application and test its learning effectiveness. Next, an opinion survey was administered related to a group of 105 students and experts regarding their acceptance of the MALLIE and their intentions to use it or something similar in the future; the main topics of the survey related to the perceived usefulness of the MALLIE, its ease of use, respondents’ attitudes towards its use, peer influences on respondents’ use, and respondents’ use behaviour and intention to use. The aim of the study’s surveys and analyses was to assess the effectiveness and efficiency of learning the English language via mobile language learning applications available for use on any device. © The Authors.",2023,Scopus; WoS,uncertain,include,0.0,0.69,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Quantitative study (n=546) of AI-based MALLIE chatbot in higher ed, surveys intentions/acceptance and reports factor analysis, satisfying all inclusion criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_11401,Integrating AI in Academia: A SEM Evaluation of Research Scholars’ Usage Intentions on ChatGPT,"Objectives: In this study, we investigate the intentions of research scholars to use ChatGPT in their academic research endeavors by employing an extended Unified Theory of Acceptance and Use of Technology model, the UTAUT2, which examines factors such as performance expectancy, effort expectancy, social influence, facilitating conditions, hedonic motivation, habit, ethical concerns, and research excellence. By incorporating “research excellence” into the model, we aim to provide insights into artificial intelligence (AI) adoption in academic research settings and contribute to the broader discourse on the future of academic practices. Method: We conducted a survey among 400 research scholars in Indian higher education institutions to collect data. We then analyzed the data using Partial Least Squares-Structural Equation Modeling (PLS-SEM). Results: The analysis revealed that performance expectancy, facilitating conditions, hedonic motivation, habit, and research excellence significantly influence the intention to use ChatGPT, with research excellence emerging as the strongest predictor. Effort expectancy, social influence, and ethical concerns, however, did not significantly impact adoption intentions. Conclusions: The findings indicate that several key factors, particularly research excellence, play a critical role in influencing research scholars’ intentions to integrate ChatGPT into their academic activities. The study demonstrates the importance of these factors in fostering AI adoption within the context of academic research. Implications for Practice: The results of this study offer valuable insights for researchers, administrators, and policymakers who aim to create environments conducive to effective AI utilization in research academia. By understanding the factors that influence AI adoption, stakeholders can better support research scholars in integrating ChatGPT into their work, enhancing academic practices, and advancing the use of AI in research. © 2025 Walden University. All rights reserved.",2025,Scopus,uncertain,include,0.0,0.53,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Quantitative survey (n=400) using PLS-SEM to assess intentions to adopt ChatGPT in academic research, satisfying all inclusion criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07980,Shifting Dynamics: Who Holds the Reins in Decision-Making With Artificial Intelligence Tools? Perspectives of Gen Z Pre-Service Teachers,"Artificial intelligence (AI) is significantly shaping education and currently influencing pre-service teachers' academic and professional journeys. To explore this influence, the present study examines 389 Generation Z pre-service teachers' attitudes towards AI and its impact on educational decision-making at two state universities, using an explanatory sequential mixed-methods research design. Quantitative data were collected through the General Attitudes to Artificial Intelligence Scale (GAAIS) and an AI decision-making survey. It was followed by qualitative data gathered via semi-structured interviews to enrich the statistical trends with deeper thematic insights. SPSS was used for quantitative data analysis while MAXQDA was employed for a systematic analysis of the qualitative data. The analysis revealed that female pre-service teachers held more positive attitudes towards AI, with higher levels of AI knowledge contributing to these attitudes. Negative attitudes, however, were independent of gender, academic discipline or AI familiarity. Findings also reveal that AI tools, particularly ChatGPT, are primarily used as advisors, and pre-service teachers often adapt AI's suggestions to their preferences. AI is predominantly preferred for assignments, reports, projects and presentations. In AI acceptance, time and effort savings, innovative suggestions and unbiased recommendations are stated as key factors. However, there are ongoing trust concerns highlighting the necessity of keeping final decisions under human control. Based on these findings, comprehensive AI training for teachers and students in higher education is suggested.",2025,WoS; Scopus,uncertain,include,0.0,0.79,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Codex-sub(gpt-5.1-codex-mini): Mixed-method study with quantitative survey of 389 Gen Z pre-service teachers about AI attitudes/use, includes AI acceptance constructs and statistical analysis (e.g., gender effects, knowledge correlations), meets all inclusion criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_11428,Artificial Intelligence in Higher Education: A Cross-Cultural Examination of Students’ Behavioral Intentions and Attitudes,"Artificial intelligence (AI) has undergone considerable advancement in the contemporary period and represents an emerging technology in higher education. Cultural contexts significantly shape individuals’ perceptions, attitudes, and behaviors, particularly in the realm of technology acceptance. By adopting a cross-cultural lens, this research explores the potential variations across Chinese and international students from diverse countries in terms of attitudes and their behavioral intentions toward AI use. With a technology acceptance model (TAM) framework, the research used a survey approach, employing questionnaires as the primary means of data collection. The data were then analyzed through structural equation modeling and descriptive statistics. A substantial discrepancy was found in the prevalence, attitudes, and behavioral intentions toward AI use between Chinese and international students. Findings further revealed a stronger effect of perceived ease of use on both attitudes and behavioral intentions among international students compared with their Chinese counterparts. Findings suggest that cultural backgrounds and prior technological exposure play intricate roles in shaping perceptions of AI technology. The study emphasizes the need for tailored educational strategies to regulate diverse cultural perspectives, provide language-specific support, and ensure user-friendly interfaces. These insights contribute to the evolving discourse on technology acceptance in higher education and offer practical implications for educators and institutions toward optimizing AI integration in pedagogical practices. © 2024, Athabasca University. All rights reserved.",2024,Scopus; WoS,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The title indicates an empirical quantitative study on AI in higher education, measuring behavioral intentions and attitudes, which aligns with the inclusion criteria for adoption/acceptance.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
